sample_i	sample_j	discordance	number_of_sites	concordance
JU2467	DL226	40137	536679	0.925212
JU2467	DL238	89308	544373	0.835943
JU2467	ECA243	54120	546428	0.900957
JU2467	ECA245	32066	531963	0.939721
JU2467	ECA246	32674	551838	0.940791
JU2467	ECA248	33274	539462	0.93832
JU2467	ECA249	32840	556976	0.941039
JU2467	ECA250	31440	529541	0.940628
JU2467	ECA252	47426	545324	0.913032
JU2467	ECA253	40743	551579	0.926134
JU2467	ECA254	42500	563326	0.924555
JU2467	ECA36	170745	520589	0.672016
JU2467	ED3005	42652	543626	0.921542
JU2467	ED3011	33197	545878	0.939186
JU2467	ED3012	35576	537045	0.933756
JU2467	ED3017	39434	524240	0.924779
JU2467	ED3021	41949	552469	0.92407
JU2467	ED3040	39394	515449	0.923573
JU2467	ED3042	26798	557285	0.951913
JU2467	ED3046	39275	530892	0.926021
JU2467	ED3048	26662	547287	0.951283
JU2467	ED3049	39793	532006	0.925202
JU2467	ED3052	33201	521321	0.936314
JU2467	ED3057	31471	560069	0.943809
JU2467	ED3072	31506	559853	0.943725
JU2467	ED3073	29294	536827	0.945431
JU2467	ED3077	33917	519712	0.934739
JU2467	EG4347	31602	547881	0.94232
JU2467	EG4348	27825	368163	0.924422
JU2467	EG4349	50936	531051	0.904085
JU2467	EG4724	46736	531421	0.912055
JU2467	EG4725	62923	549268	0.885442
JU2467	EG4946	33016	533221	0.938082
JU2467	GXW1	31345	528706	0.940714
JU2467	JT11398	40124	541623	0.925919
JU2467	JU1088	33552	541335	0.93802
JU2467	JU1172	34860	537730	0.935172
JU2467	JU1200	34331	539891	0.936411
JU2467	JU1212	63951	518352	0.876626
JU2467	JU1213	52462	543813	0.903529
JU2467	JU1242	44610	537173	0.916954
JU2467	JU1246	56087	549430	0.897918
JU2467	JU1395	30896	500517	0.938272
JU2467	JU1400	53118	535670	0.900838
JU2467	JU1401	31552	560064	0.943664
JU2467	JU1409	28322	532413	0.946804
JU2467	JU1440	36911	544981	0.932271
JU2467	JU1491	41684	540321	0.922853
JU2467	JU1516	48093	543112	0.911449
JU2467	JU1530	36581	539346	0.932175
JU2467	JU1568	39763	541499	0.926569
JU2467	JU1580	55350	459715	0.879599
JU2467	JU1581	42693	504998	0.915459
JU2467	JU1586	32626	513774	0.936497
JU2467	JU1652	47438	552856	0.914195
JU2467	JU1896	54791	547554	0.899935
JU2467	JU2001	56883	542842	0.895213
JU2467	JU2007	40288	543398	0.925859
JU2467	JU2316	86027	545265	0.842229
JU2467	JU2464	23	550140	0.999958
JU2467	JU2466	21224	553776	0.961674
JU2468	AB1	42095	526000	0.919971
JU2468	AB2	33208	548904	0.939501
JU2468	AB3	32809	551758	0.940537
JU2468	AB4	27000	489304	0.94482
JU2468	BRC20067	24280	533941	0.954527
JU2468	CB4851	51481	548900	0.906211
JU2468	CB4852	28318	468942	0.939613
JU2468	CB4853	32227	547213	0.941107
JU2468	CB4854	36841	532542	0.93082
JU2468	CB4855	33234	548482	0.939407
JU2468	CB4856	77320	483348	0.840032
JU2468	CB4932	34712	512548	0.932276
JU2468	CX11254	51005	545672	0.906528
JU2468	CX11262	52480	524881	0.900015
JU2468	CX11264	49792	510915	0.902543
JU2468	CX11271	33135	510489	0.935092
JU2468	CX11276	38584	543631	0.929025
JU2468	CX11285	46747	515606	0.909336
JU2468	CX11292	28275	523615	0.946
JU2468	CX11307	52955	536788	0.901348
JU2468	CX11314	47072	543532	0.913396
JU2468	CX11315	48896	543068	0.909963
JU2468	DL200	46532	545298	0.914667
JU2468	DL226	39811	531748	0.925132
JU2468	DL238	88501	539390	0.835924
JU2468	ECA243	53597	541506	0.901022
JU2468	ECA245	31944	527078	0.939394
JU2468	ECA246	32554	546822	0.940467
JU2468	ECA248	33084	534739	0.938131
JU2468	ECA249	32761	551887	0.940638
JU2468	ECA250	31386	524832	0.940198
JU2468	ECA252	46993	540372	0.913036
JU2468	ECA253	40358	546555	0.926159
JU2468	ECA254	42109	558276	0.924573
JU2468	ECA36	169270	515956	0.671929
JU2468	ED3005	42326	538683	0.921427
JU2468	ED3011	32937	541024	0.939121
JU2468	ED3012	35245	532088	0.933761
JU2468	ED3017	39095	519489	0.924743
JU2468	ED3021	41630	547441	0.923955
JU2468	ED3040	39013	510726	0.923613
JU2468	ED3042	26586	552184	0.951853
JU2468	ED3046	38881	525892	0.926067
JU2468	ED3048	26456	542412	0.951225
JU2468	ED3049	39390	527073	0.925267
JU2468	ED3052	32951	516521	0.936206
JU2468	ED3057	31195	554934	0.943786
JU2468	ED3072	31217	554662	0.943719
JU2468	ED3073	29023	531971	0.945443
JU2468	ED3077	33671	514920	0.934609
JU2468	EG4347	31325	542849	0.942295
JU2468	EG4348	27599	364828	0.924351
JU2468	EG4349	50506	526324	0.90404
JU2468	EG4724	46336	526573	0.912005
JU2468	EG4725	62311	544203	0.8855
JU2468	EG4946	32826	528266	0.937861
JU2468	GXW1	31072	523841	0.940684
JU2468	JT11398	39770	536653	0.925893
JU2468	JU1088	33228	536338	0.938047
JU2468	JU1172	34666	532871	0.934945
JU2468	JU1200	34017	535019	0.936419
JU2468	JU1212	63413	513729	0.876563
JU2468	JU1213	52006	538972	0.903509
JU2468	JU1242	44218	532280	0.916927
JU2468	JU1246	55576	544437	0.89792
JU2468	JU1395	30638	495995	0.938229
JU2468	JU1400	52598	530803	0.900909
JU2468	JU1401	31258	554920	0.943671
JU2468	JU1409	28050	527473	0.946822
JU2468	JU1440	36578	539913	0.932252
JU2468	JU1491	41271	535370	0.922911
JU2468	JU1516	47648	538139	0.911458
JU2468	JU1530	36208	534371	0.932242
JU2468	JU1568	39359	536568	0.926647
JU2468	JU1580	54855	455388	0.879542
JU2468	JU1581	42296	500344	0.915466
JU2468	JU1586	32345	509101	0.936466
JU2468	JU1652	46988	547805	0.914225
JU2468	JU1896	54222	542538	0.900059
JU2468	JU2001	56282	537824	0.895352
JU2468	JU2007	39982	538502	0.925753
JU2468	JU2316	85330	540528	0.842136
JU2468	JU2464	30	545808	0.999945
JU2468	JU2466	21097	548946	0.961568
JU2468	JU2467	26	554426	0.999953
JU2513	AB1	32892	530016	0.937941
JU2513	AB2	29187	553025	0.947223
JU2513	AB3	28754	555873	0.948272
JU2513	AB4	24145	493070	0.951031
JU2513	BRC20067	19795	536889	0.96313
JU2513	CB4851	46624	553056	0.915698
JU2513	CB4852	22963	472584	0.95141
JU2513	CB4853	30143	551343	0.945328
JU2513	CB4854	33021	536555	0.938457
JU2513	CB4855	32831	552604	0.940589
JU2513	CB4856	81259	487065	0.833166
JU2513	CB4932	37285	516479	0.927809
JU2513	CX11254	47721	549736	0.913193
JU2513	CX11262	49460	528894	0.906484
JU2513	CX11264	49165	514995	0.904533
JU2513	CX11271	32182	514370	0.937434
JU2513	CX11276	42154	547614	0.923022
JU2513	CX11285	47098	519613	0.909359
JU2513	CX11292	25037	527630	0.952548
JU2513	CX11307	53382	540929	0.901314
JU2513	CX11314	41173	547566	0.924807
JU2513	CX11315	46698	547114	0.914647
JU2513	DL200	45786	549359	0.916656
JU2513	DL226	39194	535837	0.926855
JU2513	DL238	89324	543503	0.835651
JU2513	ECA243	48581	545600	0.910959
JU2513	ECA245	29782	531147	0.943929
JU2513	ECA246	30454	550932	0.944723
JU2513	ECA248	32691	538557	0.939299
JU2513	ECA249	31168	556056	0.943948
JU2513	ECA250	29877	528694	0.943489
JU2513	ECA252	42193	544465	0.922506
JU2513	ECA253	35515	550651	0.935504
JU2513	ECA254	37161	562350	0.933918
JU2513	ECA36	171467	519338	0.669835
JU2513	ED3005	37114	542750	0.931619
JU2513	ED3011	32459	544982	0.94044
JU2513	ED3012	30043	536074	0.943957
JU2513	ED3017	36419	523444	0.930424
JU2513	ED3021	36384	551571	0.934036
JU2513	ED3040	36087	514581	0.929871
JU2513	ED3042	23582	556296	0.957609
JU2513	ED3046	34522	529957	0.934859
JU2513	ED3048	23496	546431	0.957001
JU2513	ED3049	35487	531126	0.933185
JU2513	ED3052	36863	520438	0.929169
JU2513	ED3057	25112	559099	0.955085
JU2513	ED3072	25151	558872	0.954997
JU2513	ED3073	23518	535915	0.956116
JU2513	ED3077	33664	518810	0.935113
JU2513	EG4347	26441	546957	0.951658
JU2513	EG4348	28174	367843	0.923408
JU2513	EG4349	51719	530129	0.902441
JU2513	EG4724	46135	530508	0.913036
JU2513	EG4725	65417	548270	0.880685
JU2513	EG4946	26973	532280	0.949326
JU2513	GXW1	31638	527811	0.940058
JU2513	JT11398	33922	540710	0.937264
JU2513	JU1088	29758	540374	0.944931
JU2513	JU1172	29332	536894	0.945367
JU2513	JU1200	32078	539069	0.940494
JU2513	JU1212	64523	517337	0.875279
JU2513	JU1213	56675	542885	0.895604
JU2513	JU1242	45159	536299	0.915795
JU2513	JU1246	55725	548465	0.898398
JU2513	JU1395	26696	499491	0.946554
JU2513	JU1400	47823	534853	0.910587
JU2513	JU1401	31940	559071	0.94287
JU2513	JU1409	28720	531528	0.945967
JU2513	JU1440	32032	544033	0.941121
JU2513	JU1491	46901	539378	0.913046
JU2513	JU1516	45896	542241	0.915359
JU2513	JU1530	32394	538396	0.939832
JU2513	JU1568	39705	540686	0.926566
JU2513	JU1580	58877	458839	0.871683
JU2513	JU1581	41048	504255	0.918597
JU2513	JU1586	32276	512958	0.937079
JU2513	JU1652	34752	552106	0.937056
JU2513	JU1896	41652	546755	0.92382
JU2513	JU2001	59940	541902	0.88939
JU2513	JU2007	36951	542536	0.931892
JU2513	JU2316	90502	544278	0.833721
JU2513	JU2464	33582	548440	0.938768
JU2513	JU2466	21720	552702	0.960702
JU2513	JU2467	34306	557600	0.938476
JU2513	JU2468	34003	552644	0.938472
JU2519	AB1	63445	496957	0.872333
JU2519	AB2	67198	519215	0.870578
JU2519	AB3	67424	521845	0.870797
JU2519	AB4	52439	462631	0.88665
JU2519	BRC20067	62954	505832	0.875544
JU2519	CB4851	68379	519168	0.868291
JU2519	CB4852	53457	442320	0.879144
JU2519	CB4853	66524	517689	0.871498
JU2519	CB4854	67160	503056	0.866496
JU2519	CB4855	70178	518603	0.864679
JU2519	CB4856	77063	456643	0.83124
JU2519	CB4932	52967	484373	0.890648
JU2519	CX11254	67308	515921	0.869538
JU2519	CX11262	69993	495747	0.858813
JU2519	CX11264	61709	482937	0.872221
JU2519	CX11271	49719	482232	0.896898
JU2519	CX11276	66804	514055	0.870045
JU2519	CX11285	63448	487683	0.869899
JU2519	CX11292	60380	494585	0.877918
JU2519	CX11307	66117	507241	0.869654
JU2519	CX11314	65457	513818	0.872607
JU2519	CX11315	73013	513655	0.857856
JU2519	DL200	54470	515632	0.894363
JU2519	DL226	70009	502482	0.860674
JU2519	DL238	87379	509684	0.828562
JU2519	ECA243	69786	511905	0.863674
JU2519	ECA245	64838	497919	0.869782
JU2519	ECA246	66763	516936	0.870849
JU2519	ECA248	69180	506901	0.863524
JU2519	ECA249	66977	521831	0.87165
JU2519	ECA250	63996	496936	0.871219
JU2519	ECA252	68235	511012	0.866471
JU2519	ECA253	66331	516708	0.871628
JU2519	ECA254	68780	528152	0.869772
JU2519	ECA36	158540	487936	0.67508
JU2519	ED3005	68645	509116	0.865168
JU2519	ED3011	64190	511915	0.874608
JU2519	ED3012	63285	502559	0.874074
JU2519	ED3017	44793	490899	0.908753
JU2519	ED3021	69176	517987	0.866452
JU2519	ED3040	57955	482301	0.879836
JU2519	ED3042	62834	522325	0.879703
JU2519	ED3046	54953	497034	0.889438
JU2519	ED3048	61760	512623	0.879522
JU2519	ED3049	55466	498206	0.888669
JU2519	ED3052	63225	487801	0.870388
JU2519	ED3057	64100	524916	0.877885
JU2519	ED3072	64085	524691	0.877861
JU2519	ED3073	58576	502575	0.883448
JU2519	ED3077	56335	486267	0.884148
JU2519	EG4347	63224	513209	0.876807
JU2519	EG4348	35989	342456	0.894909
JU2519	EG4349	52325	497467	0.894817
JU2519	EG4724	44366	497848	0.910884
JU2519	EG4725	61631	514563	0.880227
JU2519	EG4946	62303	499172	0.875187
JU2519	GXW1	65161	494798	0.868308
JU2519	JT11398	60208	507340	0.881326
JU2519	JU1088	70365	506893	0.861184
JU2519	JU1172	63639	503580	0.873627
JU2519	JU1200	64187	505703	0.873074
JU2519	JU1212	68909	485816	0.858158
JU2519	JU1213	57577	510665	0.887251
JU2519	JU1242	58049	502749	0.884537
JU2519	JU1246	68711	515018	0.866585
JU2519	JU1395	58388	471509	0.876168
JU2519	JU1400	59836	501558	0.8807
JU2519	JU1401	61003	525059	0.883817
JU2519	JU1409	54908	498627	0.889882
JU2519	JU1440	59244	510263	0.883895
JU2519	JU1491	59607	506143	0.882233
JU2519	JU1516	65430	508471	0.87132
JU2519	JU1530	54488	505156	0.892136
JU2519	JU1568	66422	507026	0.868997
JU2519	JU1580	43149	430232	0.899708
JU2519	JU1581	58385	472556	0.876449
JU2519	JU1586	54260	481066	0.887209
JU2519	JU1652	71792	517827	0.861359
JU2519	JU1896	78565	512655	0.846749
JU2519	JU2001	59550	508265	0.882837
JU2519	JU2007	57935	508963	0.886171
JU2519	JU2316	48608	513599	0.905358
JU2519	JU2464	66768	516822	0.87081
JU2519	JU2466	64717	520318	0.87562
JU2519	JU2467	67725	523333	0.870589
JU2519	JU2468	67188	519361	0.870633
JU2519	JU2513	66091	522552	0.873523
JU2522	AB1	47341	531093	0.910861
JU2522	AB2	47063	554194	0.915078
JU2522	AB3	46848	557043	0.915899
JU2522	AB4	35016	493997	0.929117
JU2522	BRC20067	41106	537883	0.923578
JU2522	CB4851	56441	554213	0.89816
JU2522	CB4852	40768	473597	0.913918
JU2522	CB4853	47730	552469	0.913606
JU2522	CB4854	49351	537688	0.908216
JU2522	CB4855	50417	553728	0.90895
JU2522	CB4856	73967	488359	0.84854
JU2522	CB4932	40560	517540	0.921629
JU2522	CX11254	45185	551087	0.918008
JU2522	CX11262	54601	529982	0.896976
JU2522	CX11264	48251	516071	0.906503
JU2522	CX11271	30484	515456	0.94086
JU2522	CX11276	42058	548809	0.923365
JU2522	CX11285	47393	520839	0.909006
JU2522	CX11292	41124	528749	0.922224
JU2522	CX11307	48988	542004	0.909617
JU2522	CX11314	49057	548741	0.910601
JU2522	CX11315	53253	548361	0.902887
JU2522	DL200	49169	550533	0.910688
JU2522	DL226	48349	536942	0.909955
JU2522	DL238	83872	544617	0.845998
JU2522	ECA243	58407	546698	0.893164
JU2522	ECA245	46951	532180	0.911776
JU2522	ECA246	48096	552012	0.912871
JU2522	ECA248	49842	539724	0.907653
JU2522	ECA249	46909	557235	0.915818
JU2522	ECA250	44758	529786	0.915517
JU2522	ECA252	56521	545546	0.896396
JU2522	ECA253	50412	551856	0.90865
JU2522	ECA254	52566	563513	0.906717
JU2522	ECA36	171195	520334	0.67099
JU2522	ED3005	49891	543868	0.908266
JU2522	ED3011	43855	546039	0.919685
JU2522	ED3012	46593	537249	0.913275
JU2522	ED3017	44917	524415	0.914348
JU2522	ED3021	49689	552681	0.910095
JU2522	ED3040	33930	515771	0.934215
JU2522	ED3042	39968	557486	0.928307
JU2522	ED3046	39797	531068	0.925062
JU2522	ED3048	39408	547560	0.92803
JU2522	ED3049	40874	532290	0.923211
JU2522	ED3052	44584	521578	0.914521
JU2522	ED3057	42730	560296	0.923737
JU2522	ED3072	42712	560000	0.923729
JU2522	ED3073	38250	537076	0.928781
JU2522	ED3077	47604	519888	0.908434
JU2522	EG4347	43098	548100	0.921368
JU2522	EG4348	27991	368427	0.924026
JU2522	EG4349	46912	531380	0.911717
JU2522	EG4724	29924	531928	0.943744
JU2522	EG4725	55385	549470	0.899203
JU2522	EG4946	45145	533433	0.915369
JU2522	GXW1	46642	528837	0.911803
JU2522	JT11398	40442	541947	0.925376
JU2522	JU1088	50078	541494	0.907519
JU2522	JU1172	46062	538063	0.914393
JU2522	JU1200	46207	540184	0.914461
JU2522	JU1212	66960	518425	0.87084
JU2522	JU1213	54657	543984	0.899525
JU2522	JU1242	48037	537441	0.910619
JU2522	JU1246	66596	549620	0.878833
JU2522	JU1395	43869	500556	0.912359
JU2522	JU1400	45472	535954	0.915157
JU2522	JU1401	40058	560238	0.928498
JU2522	JU1409	35994	532670	0.932427
JU2522	JU1440	41828	545122	0.923269
JU2522	JU1491	36160	540563	0.933107
JU2522	JU1516	55216	543323	0.898374
JU2522	JU1530	44620	539578	0.917306
JU2522	JU1568	50194	541807	0.907358
JU2522	JU1580	51396	459914	0.888249
JU2522	JU1581	48615	505228	0.903776
JU2522	JU1586	41514	513933	0.919223
JU2522	JU1652	50031	553084	0.909542
JU2522	JU1896	61584	547699	0.887559
JU2522	JU2001	46163	543104	0.915002
JU2522	JU2007	42629	543700	0.921595
JU2522	JU2316	77200	545411	0.858455
JU2522	JU2464	45939	549483	0.916396
JU2522	JU2466	42352	553815	0.923527
JU2522	JU2467	46792	558743	0.916255
JU2522	JU2468	46369	553651	0.916249
JU2522	JU2513	42787	557807	0.923294
JU2522	JU2519	36181	524155	0.930973
JU2526	AB1	93315	528531	0.823445
JU2526	AB2	97900	551618	0.822522
JU2526	AB3	98271	554507	0.822778
JU2526	AB4	78347	491612	0.840632
JU2526	BRC20067	92942	535402	0.826407
JU2526	CB4851	93566	551656	0.830391
JU2526	CB4852	80286	471098	0.829577
JU2526	CB4853	96697	549927	0.824164
JU2526	CB4854	96882	535045	0.818927
JU2526	CB4855	98483	551242	0.821343
JU2526	CB4856	94217	485976	0.806128
JU2526	CB4932	76512	515098	0.851461
JU2526	CX11254	95339	548347	0.826134
JU2526	CX11262	93083	527584	0.823567
JU2526	CX11264	86934	513602	0.830737
JU2526	CX11271	76289	512960	0.851277
JU2526	CX11276	91461	546222	0.832557
JU2526	CX11285	91197	518294	0.824044
JU2526	CX11292	91875	526189	0.825395
JU2526	CX11307	88109	539606	0.836716
JU2526	CX11314	93986	546251	0.827944
JU2526	CX11315	95039	545790	0.825869
JU2526	DL200	80464	547988	0.853165
JU2526	DL226	97856	534378	0.816879
JU2526	DL238	105920	542136	0.804625
JU2526	ECA243	94617	544090	0.8261
JU2526	ECA245	94046	529642	0.822435
JU2526	ECA246	97052	549453	0.823366
JU2526	ECA248	96544	537223	0.820291
JU2526	ECA249	99092	554635	0.821338
JU2526	ECA250	94687	527312	0.820435
JU2526	ECA252	95617	543014	0.823914
JU2526	ECA253	95183	549279	0.826713
JU2526	ECA254	98220	560957	0.824906
JU2526	ECA36	169674	518700	0.672886
JU2526	ED3005	96902	541332	0.820993
JU2526	ED3011	97718	543522	0.820213
JU2526	ED3012	92377	534702	0.827236
JU2526	ED3017	71777	522115	0.862526
JU2526	ED3021	98019	550200	0.821848
JU2526	ED3040	83741	513267	0.836847
JU2526	ED3042	96609	554921	0.825905
JU2526	ED3046	83604	528581	0.841833
JU2526	ED3048	95218	545019	0.825294
JU2526	ED3049	84249	529659	0.840937
JU2526	ED3052	88156	518948	0.830126
JU2526	ED3057	95123	557683	0.829432
JU2526	ED3072	95067	557425	0.829453
JU2526	ED3073	87902	534454	0.835529
JU2526	ED3077	84249	517287	0.837133
JU2526	EG4347	92771	545497	0.829933
JU2526	EG4348	56108	366885	0.847069
JU2526	EG4349	79254	528949	0.850167
JU2526	EG4724	72550	529255	0.862921
JU2526	EG4725	83215	546986	0.847866
JU2526	EG4946	91549	530886	0.827554
JU2526	GXW1	91471	526317	0.826205
JU2526	JT11398	88347	539294	0.83618
JU2526	JU1088	97177	538927	0.819684
JU2526	JU1172	92315	535469	0.8276
JU2526	JU1200	92934	537548	0.827115
JU2526	JU1212	90137	516220	0.82539
JU2526	JU1213	78624	541563	0.85482
JU2526	JU1242	86911	534844	0.837502
JU2526	JU1246	90749	547230	0.834167
JU2526	JU1395	86480	498419	0.826491
JU2526	JU1400	78132	533579	0.85357
JU2526	JU1401	90755	557659	0.837257
JU2526	JU1409	82983	530062	0.843447
JU2526	JU1440	91102	542513	0.832074
JU2526	JU1491	86222	538018	0.839741
JU2526	JU1516	90163	540802	0.833279
JU2526	JU1530	82960	536977	0.845505
JU2526	JU1568	94098	539232	0.825496
JU2526	JU1580	51193	457618	0.888132
JU2526	JU1581	80509	502797	0.839878
JU2526	JU1586	79458	511495	0.844655
JU2526	JU1652	93875	550476	0.829466
JU2526	JU1896	99629	545147	0.817244
JU2526	JU2001	86628	540572	0.839748
JU2526	JU2007	89196	541063	0.835147
JU2526	JU2316	23795	546491	0.956459
JU2526	JU2464	93113	547110	0.829809
JU2526	JU2466	94609	551340	0.828402
JU2526	JU2467	94566	556196	0.829977
JU2526	JU2468	93722	551236	0.829978
JU2526	JU2513	97913	555230	0.823653
JU2526	JU2519	38959	523160	0.925531
JU2526	JU2522	76610	556598	0.86236
JU258	AB1	69054	518492	0.866818
JU258	AB2	69224	540881	0.872016
JU258	AB3	69321	543479	0.87245
JU258	AB4	54393	482272	0.887215
JU258	BRC20067	67138	524681	0.87204
JU258	CB4851	68163	540843	0.873969
JU258	CB4852	56782	462543	0.87724
JU258	CB4853	70977	539216	0.86837
JU258	CB4854	71403	524849	0.863955
JU258	CB4855	71955	540416	0.866853
JU258	CB4856	75280	476636	0.84206
JU258	CB4932	57137	505145	0.88689
JU258	CX11254	77886	537850	0.85519
JU258	CX11262	75475	517434	0.854136
JU258	CX11264	68860	503777	0.863313
JU258	CX11271	59364	503178	0.882022
JU258	CX11276	73968	535731	0.861931
JU258	CX11285	73188	508527	0.856078
JU258	CX11292	64852	516110	0.874345
JU258	CX11307	77693	529234	0.853197
JU258	CX11314	71761	535801	0.866068
JU258	CX11315	75134	535280	0.859636
JU258	DL200	62558	537379	0.883587
JU258	DL226	73527	524165	0.859725
JU258	DL238	87479	531757	0.835491
JU258	ECA243	69620	533737	0.869561
JU258	ECA245	69279	519530	0.866651
JU258	ECA246	71272	538842	0.867731
JU258	ECA248	70670	526663	0.865816
JU258	ECA249	71834	543819	0.867908
JU258	ECA250	68411	517111	0.867705
JU258	ECA252	72131	532646	0.86458
JU258	ECA253	70686	538786	0.868805
JU258	ECA254	73459	549913	0.866417
JU258	ECA36	166834	508022	0.671601
JU258	ED3005	70147	530997	0.867896
JU258	ED3011	70929	533081	0.866945
JU258	ED3012	63988	524481	0.877997
JU258	ED3017	53344	512015	0.895816
JU258	ED3021	70563	539252	0.869147
JU258	ED3040	64607	503445	0.87167
JU258	ED3042	70455	543947	0.870475
JU258	ED3046	60097	518639	0.884126
JU258	ED3048	69319	534636	0.870344
JU258	ED3049	60437	519598	0.883685
JU258	ED3052	66956	509130	0.868489
JU258	ED3057	65016	546644	0.881063
JU258	ED3072	65030	546422	0.880989
JU258	ED3073	59683	524302	0.886167
JU258	ED3077	59918	507636	0.881967
JU258	EG4347	65947	534975	0.876729
JU258	EG4348	38356	360042	0.893468
JU258	EG4349	57929	518771	0.888334
JU258	EG4724	46452	519077	0.91051
JU258	EG4725	65509	536274	0.877844
JU258	EG4946	64030	520760	0.877045
JU258	GXW1	66107	516379	0.87198
JU258	JT11398	67461	528864	0.872442
JU258	JU1088	71011	528623	0.865668
JU258	JU1172	67129	525338	0.872218
JU258	JU1200	69213	527282	0.868736
JU258	JU1212	66755	506244	0.868137
JU258	JU1213	56483	531109	0.893651
JU258	JU1242	67486	524700	0.871382
JU258	JU1246	65107	536576	0.878662
JU258	JU1395	61063	488235	0.874931
JU258	JU1400	65467	523169	0.874865
JU258	JU1401	66448	546723	0.878461
JU258	JU1409	59151	519767	0.886197
JU258	JU1440	64499	532066	0.878776
JU258	JU1491	71195	527719	0.865089
JU258	JU1516	64834	530363	0.877755
JU258	JU1530	54279	526651	0.896936
JU258	JU1568	69639	528955	0.868346
JU258	JU1580	52255	449073	0.883638
JU258	JU1581	56555	493229	0.885337
JU258	JU1586	58598	501613	0.883181
JU258	JU1652	67243	539927	0.875459
JU258	JU1896	74042	534683	0.861522
JU258	JU2001	68533	530140	0.870727
JU258	JU2007	62614	530723	0.882021
JU258	JU2316	74568	532302	0.859914
JU258	JU2464	68547	536047	0.872125
JU258	JU2466	69938	540322	0.870562
JU258	JU2467	69800	545217	0.871978
JU258	JU2468	69135	540264	0.872035
JU258	JU2513	66191	544283	0.878389
JU258	JU2519	57074	510762	0.888257
JU258	JU2522	58290	545494	0.893143
JU258	JU2526	79152	543198	0.854285
JU263	AB1	36226	533762	0.932131
JU263	AB2	33845	557168	0.939255
JU263	AB3	33504	562066	0.940391
JU263	AB4	28416	496519	0.94277
JU263	BRC20067	27162	540585	0.949754
JU263	CB4851	44637	557205	0.919891
JU263	CB4852	24294	475862	0.948947
JU263	CB4853	35136	555395	0.936737
JU263	CB4854	38170	540359	0.929362
JU263	CB4855	40188	557024	0.927852
JU263	CB4856	77062	490568	0.842913
JU263	CB4932	26983	520267	0.948136
JU263	CX11254	51152	553701	0.907618
JU263	CX11262	53577	532672	0.899418
JU263	CX11264	51388	518699	0.900929
JU263	CX11271	31030	518053	0.940103
JU263	CX11276	39072	551610	0.929167
JU263	CX11285	50306	523322	0.903872
JU263	CX11292	29242	531436	0.944976
JU263	CX11307	50476	544803	0.90735
JU263	CX11314	47009	551585	0.914775
JU263	CX11315	50895	551208	0.907666
JU263	DL200	28515	553392	0.948472
JU263	DL226	44854	539730	0.916895
JU263	DL238	85797	547384	0.84326
JU263	ECA243	46367	549523	0.915623
JU263	ECA245	34601	534956	0.93532
JU263	ECA246	35206	554925	0.936557
JU263	ECA248	40073	542584	0.926144
JU263	ECA249	34559	560101	0.938299
JU263	ECA250	33186	532600	0.937691
JU263	ECA252	36795	548396	0.932904
JU263	ECA253	32999	554717	0.940512
JU263	ECA254	34557	566520	0.939001
JU263	ECA36	172904	523096	0.66946
JU263	ED3005	43743	546670	0.919983
JU263	ED3011	38778	548937	0.929358
JU263	ED3012	37112	540023	0.931277
JU263	ED3017	21806	527279	0.958644
JU263	ED3021	43012	557747	0.922883
JU263	ED3040	41338	518259	0.920237
JU263	ED3042	34309	562397	0.938995
JU263	ED3046	38043	533734	0.928723
JU263	ED3048	34042	550417	0.938152
JU263	ED3049	38813	534827	0.927429
JU263	ED3052	39440	524147	0.924754
JU263	ED3057	27934	564796	0.950541
JU263	ED3072	27939	564739	0.950528
JU263	ED3073	25806	539800	0.952193
JU263	ED3077	33777	522518	0.935357
JU263	EG4347	26432	550883	0.952019
JU263	EG4348	24415	370978	0.934187
JU263	EG4349	44287	533994	0.917065
JU263	EG4724	44073	534435	0.917533
JU263	EG4725	63654	552299	0.884747
JU263	EG4946	29047	536128	0.945821
JU263	GXW1	35780	531562	0.932689
JU263	JT11398	31202	544615	0.942708
JU263	JU1088	37306	544291	0.931459
JU263	JU1172	34586	540801	0.936047
JU263	JU1200	34325	542941	0.93678
JU263	JU1212	56108	521082	0.892324
JU263	JU1213	40874	546944	0.925268
JU263	JU1242	33518	540164	0.937948
JU263	JU1246	49616	552392	0.91018
JU263	JU1395	28297	503712	0.943823
JU263	JU1400	43531	538725	0.919196
JU263	JU1401	30673	564505	0.945664
JU263	JU1409	23712	535358	0.955708
JU263	JU1440	28465	547913	0.948048
JU263	JU1491	44605	543336	0.917905
JU263	JU1516	38038	546204	0.930359
JU263	JU1530	2971	542468	0.994523
JU263	JU1568	37020	544557	0.932018
JU263	JU1580	52017	462094	0.887432
JU263	JU1581	30642	507771	0.939654
JU263	JU1586	24818	516747	0.951973
JU263	JU1652	49202	555970	0.911502
JU263	JU1896	52708	550571	0.904267
JU263	JU2001	54631	545815	0.899909
JU263	JU2007	34099	546462	0.9376
JU263	JU2316	78989	548395	0.855963
JU263	JU2464	36287	552245	0.934292
JU263	JU2466	29882	556780	0.946331
JU263	JU2467	37074	561610	0.933986
JU263	JU2468	36705	556493	0.934042
JU263	JU2513	32268	560648	0.942445
JU263	JU2519	56915	526396	0.891878
JU263	JU2522	46078	561799	0.917981
JU263	JU2526	86938	559236	0.844541
