sample_i	sample_j	discordance	number_of_sites	concordance
CX11254	BRC20067	43667	529938	0.9176
CX11254	CB4851	59794	546254	0.890538
CX11254	CB4852	41658	466959	0.910789
CX11254	CB4853	37851	544695	0.93051
CX11254	CB4854	47643	530192	0.91014
CX11254	CB4855	40616	546017	0.925614
CX11254	CB4856	79225	481150	0.835342
CX11254	CB4932	44314	510168	0.913138
CX11262	AB1	53501	503871	0.89382
CX11262	AB2	33199	525638	0.936841
CX11262	AB3	33088	528162	0.937353
CX11262	AB4	12585	468278	0.973125
CX11262	BRC20067	44365	509665	0.912953
CX11262	CB4851	64441	525167	0.877294
CX11262	CB4852	40426	449532	0.910071
CX11262	CB4853	38420	524001	0.92668
CX11262	CB4854	51044	510281	0.899969
CX11262	CB4855	38381	525258	0.926929
CX11262	CB4856	73348	463472	0.841742
CX11262	CB4932	47071	490337	0.904003
CX11262	CX11254	31047	523414	0.940684
CX11264	AB1	53680	490799	0.890627
CX11264	AB2	32002	511752	0.937466
CX11264	AB3	32033	514265	0.937711
CX11264	AB4	13318	461285	0.971128
CX11264	BRC20067	44916	496347	0.909507
CX11264	CB4851	63161	512310	0.876713
CX11264	CB4852	40741	437601	0.906899
CX11264	CB4853	35772	510645	0.929947
CX11264	CB4854	51538	496600	0.896218
CX11264	CB4855	35139	511406	0.931289
CX11264	CB4856	68326	451068	0.848524
CX11264	CB4932	44227	479195	0.907706
CX11264	CX11254	24708	509785	0.951533
CX11264	CX11262	14188	491018	0.971105
CX11271	AB1	34450	490128	0.929712
CX11271	AB2	19375	511087	0.962091
CX11271	AB3	19120	513631	0.962775
CX11271	AB4	15393	460505	0.966574
CX11271	BRC20067	25534	495699	0.948489
CX11271	CB4851	46281	511765	0.909566
CX11271	CB4852	26379	437555	0.939713
CX11271	CB4853	26554	509701	0.947903
CX11271	CB4854	34418	496203	0.930637
CX11271	CB4855	25541	510555	0.949974
CX11271	CB4856	68122	449648	0.848499
CX11271	CB4932	27574	479391	0.942481
CX11271	CX11254	33626	508234	0.933838
CX11271	CX11262	36195	489162	0.926006
CX11271	CX11264	32039	476618	0.932778
CX11276	AB1	46317	521598	0.911202
CX11276	AB2	28884	544254	0.946929
CX11276	AB3	28618	547027	0.947684
CX11276	AB4	23662	485346	0.951247
CX11276	BRC20067	35818	527918	0.932152
CX11276	CB4851	53718	544130	0.901277
CX11276	CB4852	33906	465230	0.92712
CX11276	CB4853	30414	542589	0.943947
CX11276	CB4854	43342	528086	0.917926
CX11276	CB4855	34311	543835	0.936909
CX11276	CB4856	78469	479335	0.836296
CX11276	CB4932	37301	508323	0.926619
CX11276	CX11254	37088	541217	0.931473
CX11276	CX11262	45536	520632	0.912537
CX11276	CX11264	41197	507003	0.918744
CX11276	CX11271	23258	506337	0.954066
CX11285	AB1	45220	495177	0.908679
CX11285	AB2	38897	516288	0.92466
CX11285	AB3	38967	518840	0.924896
CX11285	AB4	30522	461678	0.933889
CX11285	BRC20067	39724	500792	0.920678
CX11285	CB4851	59362	516367	0.885039
CX11285	CB4852	39473	441808	0.910656
CX11285	CB4853	37618	514950	0.926948
CX11285	CB4854	49885	501057	0.90044
CX11285	CB4855	39330	515796	0.923749
CX11285	CB4856	78587	454850	0.827224
CX11285	CB4932	46414	482340	0.903773
CX11285	CX11254	54056	513416	0.894713
CX11285	CX11262	54825	493983	0.889014
CX11285	CX11264	48515	481385	0.899218
CX11285	CX11271	31133	480973	0.935271
CX11285	CX11276	44513	511444	0.912966
CX11292	AB1	32492	502775	0.935375
CX11292	AB2	6699	524341	0.987224
CX11292	AB3	6485	526849	0.987691
CX11292	AB4	5930	469271	0.987363
CX11292	BRC20067	18043	508471	0.964515
CX11292	CB4851	45262	524158	0.913648
CX11292	CB4852	19903	448959	0.955669
CX11292	CB4853	16000	522867	0.969399
CX11292	CB4854	24969	509221	0.950966
CX11292	CB4855	17670	523857	0.966269
CX11292	CB4856	73554	461700	0.840689
CX11292	CB4932	32315	489563	0.933992
CX11292	CX11254	39529	521334	0.924177
CX11292	CX11262	35262	501910	0.929744
CX11292	CX11264	33396	488794	0.931677
CX11292	CX11271	17718	488380	0.963721
CX11292	CX11276	29919	519366	0.942393
CX11292	CX11285	38946	493066	0.921013
CX11307	AB1	58127	515276	0.887192
CX11307	AB2	47350	537451	0.911899
CX11307	AB3	46857	540175	0.913256
CX11307	AB4	36185	479114	0.924475
CX11307	BRC20067	47492	521153	0.908871
CX11307	CB4851	64025	537390	0.880859
CX11307	CB4852	46286	459643	0.8993
CX11307	CB4853	47842	535872	0.910721
CX11307	CB4854	54305	521681	0.895904
CX11307	CB4855	50868	537059	0.905284
CX11307	CB4856	79411	473591	0.832322
CX11307	CB4932	47360	501823	0.905624
CX11307	CX11254	32975	534816	0.938343
CX11307	CX11262	50908	514359	0.901026
CX11307	CX11264	44736	500787	0.910669
CX11307	CX11271	34220	500135	0.931578
CX11307	CX11276	39412	532524	0.92599
CX11307	CX11285	56967	505145	0.887226
CX11307	CX11292	43529	513006	0.915149
CX11314	AB1	48631	521569	0.90676
CX11314	AB2	19120	544235	0.964868
CX11314	AB3	19137	546916	0.965009
CX11314	AB4	7306	485425	0.984949
CX11314	BRC20067	36460	527885	0.930932
CX11314	CB4851	60798	543995	0.888238
CX11314	CB4852	35471	465276	0.923764
CX11314	CB4853	28370	542567	0.947712
CX11314	CB4854	43857	528163	0.916963
CX11314	CB4855	27312	543814	0.949777
CX11314	CB4856	76211	479421	0.841035
CX11314	CB4932	44175	507907	0.913025
CX11314	CX11254	25337	542001	0.953253
CX11314	CX11262	18516	521618	0.964503
CX11314	CX11264	15766	507847	0.968955
CX11314	CX11271	26459	506176	0.947728
CX11314	CX11276	40898	539035	0.924127
CX11314	CX11285	48497	511486	0.905184
CX11314	CX11292	21953	519440	0.957737
CX11314	CX11307	44441	532406	0.916528
CX11315	AB1	49675	521065	0.904666
CX11315	AB2	30924	543739	0.943127
CX11315	AB3	30675	546520	0.943872
CX11315	AB4	20407	484978	0.957922
CX11315	BRC20067	40214	527489	0.923763
CX11315	CB4851	57679	543659	0.893906
CX11315	CB4852	38019	464662	0.918179
CX11315	CB4853	36346	541997	0.932941
CX11315	CB4854	47149	527531	0.910623
CX11315	CB4855	34859	543498	0.935862
CX11315	CB4856	75754	479248	0.841932
CX11315	CB4932	43060	507826	0.915207
CX11315	CX11254	36766	541400	0.932091
CX11315	CX11262	31672	521336	0.939248
CX11315	CX11264	21622	507552	0.957399
CX11315	CX11271	29032	505758	0.942597
CX11315	CX11276	36491	538808	0.932275
CX11315	CX11285	50061	510961	0.902026
CX11315	CX11292	32833	518795	0.936713
CX11315	CX11307	51571	531939	0.903051
CX11315	CX11314	26490	539082	0.950861
DL200	AB1	46951	523180	0.910258
DL200	AB2	46019	545852	0.915693
DL200	AB3	45586	548639	0.916911
DL200	AB4	37556	486653	0.922828
DL200	BRC20067	40508	529782	0.923538
DL200	CB4851	50837	545935	0.906881
DL200	CB4852	36804	466499	0.921106
DL200	CB4853	45297	544213	0.916766
DL200	CB4854	47266	529649	0.91076
DL200	CB4855	48426	545457	0.911219
DL200	CB4856	77470	480870	0.838896
DL200	CB4932	32514	510134	0.936264
DL200	CX11254	52682	542771	0.902939
DL200	CX11262	58782	522251	0.887445
DL200	CX11264	53140	508509	0.895498
DL200	CX11271	36420	507857	0.928287
DL200	CX11276	43668	540668	0.919233
DL200	CX11285	55293	512972	0.89221
DL200	CX11292	40583	520901	0.922091
DL200	CX11307	53700	534029	0.899444
DL200	CX11314	57936	540611	0.892832
DL200	CX11315	53986	540251	0.900072
DL226	AB1	40605	510640	0.920482
DL226	AB2	28107	532466	0.947214
DL226	AB3	27817	535124	0.948018
DL226	AB4	21106	475137	0.955579
DL226	BRC20067	34584	516292	0.933015
DL226	CB4851	54722	532318	0.897201
DL226	CB4852	31679	455560	0.930461
DL226	CB4853	30452	530868	0.942637
DL226	CB4854	38589	516738	0.925322
DL226	CB4855	29598	532234	0.944389
DL226	CB4856	77123	469598	0.835768
DL226	CB4932	40508	497225	0.918532
DL226	CX11254	45219	529537	0.914607
DL226	CX11262	41149	510250	0.919355
DL226	CX11264	40266	496526	0.918905
DL226	CX11271	34665	495409	0.930028
DL226	CX11276	37272	527558	0.92935
DL226	CX11285	42587	500623	0.914932
DL226	CX11292	26797	508399	0.947291
DL226	CX11307	52300	521166	0.899648
DL226	CX11314	39148	527451	0.925779
DL226	CX11315	41150	527346	0.921968
DL226	DL200	51643	529028	0.902381
DL238	AB1	82544	517697	0.840555
DL238	AB2	88342	539934	0.836384
DL238	AB3	88735	542688	0.83649
DL238	AB4	71590	481465	0.851308
DL238	BRC20067	84094	523883	0.839479
DL238	CB4851	89729	540124	0.833873
DL238	CB4852	74070	461693	0.839569
DL238	CB4853	88241	538243	0.836057
DL238	CB4854	88439	524009	0.831226
DL238	CB4855	88988	539643	0.835098
DL238	CB4856	74406	476238	0.843763
DL238	CB4932	75387	504303	0.850512
DL238	CX11254	88327	536832	0.835466
DL238	CX11262	85762	516738	0.834032
DL238	CX11264	82569	503107	0.835882
DL238	CX11271	75809	502336	0.849087
DL238	CX11276	88968	534768	0.833633
DL238	CX11285	82748	507743	0.837028
DL238	CX11292	82420	515300	0.840054
DL238	CX11307	85541	528325	0.83809
DL238	CX11314	86880	534764	0.837536
DL238	CX11315	88795	534444	0.833855
DL238	DL200	86866	536500	0.838088
DL238	DL226	89579	523364	0.82884
ECA243	AB1	41451	519684	0.920238
ECA243	AB2	53376	542038	0.901527
ECA243	AB3	52574	544822	0.903502
ECA243	AB4	46218	483290	0.904368
ECA243	BRC20067	48436	525970	0.907911
ECA243	CB4851	21	543133	0.999961
ECA243	CB4852	34917	463437	0.924656
ECA243	CB4853	53421	540430	0.901151
ECA243	CB4854	51596	526055	0.901919
ECA243	CB4855	52704	541870	0.902737
ECA243	CB4856	81674	477289	0.828879
ECA243	CB4932	31953	506655	0.936933
ECA243	CX11254	62283	539227	0.884496
ECA243	CX11262	68492	518482	0.867899
ECA243	CX11264	66538	504923	0.868221
ECA243	CX11271	48558	504145	0.903682
ECA243	CX11276	55783	537084	0.896137
ECA243	CX11285	61465	509469	0.879355
ECA243	CX11292	48019	517375	0.907187
ECA243	CX11307	65844	530417	0.875864
ECA243	CX11314	64438	536891	0.879979
ECA243	CX11315	60442	536551	0.887351
ECA243	DL200	52434	538667	0.90266
ECA243	DL226	57117	525403	0.891289
ECA243	DL238	90647	532901	0.829899
ECA245	AB1	36457	506060	0.927959
ECA245	AB2	10320	527962	0.980453
ECA245	AB3	10252	530402	0.980671
ECA245	AB4	8611	471160	0.981724
ECA245	BRC20067	21849	511806	0.95731
ECA245	CB4851	50512	527525	0.904247
ECA245	CB4852	24575	451709	0.945596
ECA245	CB4853	19	526612	0.999964
ECA245	CB4854	30354	512552	0.940779
ECA245	CB4855	22225	527293	0.957851
ECA245	CB4856	76219	464959	0.836074
ECA245	CB4932	36862	492559	0.925162
ECA245	CX11254	36881	524875	0.929734
ECA245	CX11262	37336	505741	0.926176
ECA245	CX11264	34540	491698	0.929754
ECA245	CX11271	26081	491366	0.946921
ECA245	CX11276	29934	522997	0.942764
ECA245	CX11285	36699	496309	0.926056
ECA245	CX11292	15800	504302	0.96867
ECA245	CX11307	46584	516531	0.909814
ECA245	CX11314	27563	522921	0.94729
ECA245	CX11315	35351	522364	0.932325
ECA245	DL200	44417	524449	0.915307
ECA245	DL226	29738	511849	0.941901
ECA245	DL238	85601	518737	0.834982
ECA245	ECA243	53141	520823	0.897967
ECA246	AB1	37152	524875	0.929217
ECA246	AB2	10526	547567	0.980777
ECA246	AB3	10468	550331	0.980979
ECA246	AB4	8806	488601	0.981977
ECA246	BRC20067	22252	531162	0.958107
ECA246	CB4851	51184	547384	0.906493
ECA246	CB4852	24876	468089	0.946856
ECA246	CB4853	15	546286	0.999973
ECA246	CB4854	31075	531278	0.941509
ECA246	CB4855	22662	547047	0.958574
ECA246	CB4856	78663	482228	0.836876
ECA246	CB4932	37644	511184	0.926359
ECA246	CX11254	37903	544341	0.930369
ECA246	CX11262	38451	523874	0.926603
ECA246	CX11264	35772	509925	0.929849
ECA246	CX11271	26682	509307	0.947611
ECA246	CX11276	30580	542316	0.943612
ECA246	CX11285	37805	514574	0.926531
ECA246	CX11292	16103	522548	0.969184
ECA246	CX11307	47894	535511	0.910564
ECA246	CX11314	28413	542362	0.947612
ECA246	CX11315	36317	541870	0.932978
ECA246	DL200	45390	543938	0.916553
ECA246	DL226	30584	530710	0.942372
ECA246	DL238	88259	537949	0.835934
ECA246	ECA243	53829	540088	0.900333
ECA246	ECA245	18	526585	0.999966
ECA248	AB1	38873	512822	0.924198
ECA248	AB2	15573	535256	0.970906
ECA248	AB3	15466	538133	0.97126
ECA248	AB4	11613	477085	0.975658
ECA248	BRC20067	26834	519849	0.948381
ECA248	CB4851	50024	535117	0.906518
ECA248	CB4852	28024	457163	0.9387
ECA248	CB4853	22291	533488	0.958216
ECA248	CB4854	35469	519188	0.931684
ECA248	CB4855	33	535493	0.999938
ECA248	CB4856	78224	471079	0.833947
ECA248	CB4932	36451	499463	0.92702
ECA248	CX11254	40061	532300	0.92474
ECA248	CX11262	37684	512137	0.926418
ECA248	CX11264	34452	498320	0.930864
ECA248	CX11271	25422	497665	0.948917
ECA248	CX11276	34047	530380	0.935806
ECA248	CX11285	38577	502847	0.923283
ECA248	CX11292	17725	510710	0.965293
ECA248	CX11307	50357	523395	0.903788
ECA248	CX11314	26731	530094	0.949573
ECA248	CX11315	34453	529882	0.93498
ECA248	DL200	48161	531723	0.909425
ECA248	DL226	29349	518811	0.94343
ECA248	DL238	87061	525782	0.834416
ECA248	ECA243	52818	528200	0.900004
ECA248	ECA245	21978	514402	0.957275
ECA248	ECA246	22436	533330	0.957932
ECA249	AB1	40452	529554	0.923611
ECA249	AB2	8993	552658	0.983728
ECA249	AB3	9003	555431	0.983791
ECA249	AB4	6930	492943	0.985942
ECA249	BRC20067	24245	536144	0.954779
ECA249	CB4851	51741	552484	0.906348
ECA249	CB4852	27078	472319	0.94267
ECA249	CB4853	9122	551056	0.983446
ECA249	CB4854	34884	536168	0.934938
ECA249	CB4855	20999	552134	0.961968
ECA249	CB4856	80912	486730	0.833764
ECA249	CB4932	36924	515942	0.928434
ECA249	CX11254	37319	549367	0.932069
ECA249	CX11262	37305	528581	0.929424
ECA249	CX11264	31896	514723	0.938033
ECA249	CX11271	26447	514019	0.948549
ECA249	CX11276	28624	547301	0.9477
ECA249	CX11285	36387	519314	0.929933
ECA249	CX11292	14556	527421	0.972402
ECA249	CX11307	47454	540478	0.9122
ECA249	CX11314	26911	547272	0.950827
ECA249	CX11315	34311	546741	0.937245
ECA249	DL200	44985	548884	0.918043
ECA249	DL226	29047	535494	0.945757
ECA249	DL238	89845	542942	0.834522
ECA249	ECA243	54558	545063	0.899905
ECA249	ECA245	8943	531084	0.983161
ECA249	ECA246	9206	550744	0.983284
ECA249	ECA248	20763	538161	0.961419
ECA250	AB1	38841	503359	0.922836
ECA250	AB2	8717	525491	0.983412
ECA250	AB3	8723	528306	0.983489
ECA250	AB4	6704	468356	0.985686
ECA250	BRC20067	23296	510366	0.954354
ECA250	CB4851	49751	525178	0.905268
ECA250	CB4852	26001	448946	0.942084
ECA250	CB4853	8767	523884	0.983265
ECA250	CB4854	33313	509856	0.934662
ECA250	CB4855	20182	524939	0.961554
ECA250	CB4856	77119	462529	0.833267
ECA250	CB4932	35358	490188	0.927868
ECA250	CX11254	35734	522527	0.931613
ECA250	CX11262	35598	502799	0.9292
ECA250	CX11264	30426	489233	0.937809
ECA250	CX11271	25311	488638	0.948201
ECA250	CX11276	27464	520776	0.947263
ECA250	CX11285	34760	493621	0.929582
ECA250	CX11292	13948	501507	0.972188
ECA250	CX11307	45252	513964	0.911955
ECA250	CX11314	25779	520394	0.950463
ECA250	CX11315	32927	520270	0.936712
ECA250	DL200	43070	522201	0.917522
ECA250	DL226	27760	509141	0.945477
ECA250	DL238	85592	516249	0.834204
ECA250	ECA243	52471	518603	0.898822
ECA250	ECA245	8589	505322	0.983003
ECA250	ECA246	8840	523782	0.983123
ECA250	ECA248	19986	513088	0.961048
ECA250	ECA249	16	528602	0.99997
ECA252	AB1	33227	518630	0.935933
ECA252	AB2	41555	540912	0.923176
ECA252	AB3	40640	543650	0.925246
ECA252	AB4	39899	482361	0.917284
ECA252	BRC20067	36550	524887	0.930366
ECA252	CB4851	12806	541303	0.976342
ECA252	CB4852	26386	462483	0.942947
ECA252	CB4853	41781	539299	0.922527
ECA252	CB4854	42397	524851	0.919221
ECA252	CB4855	44199	540569	0.918236
ECA252	CB4856	79483	476413	0.833164
ECA252	CB4932	29855	505532	0.940943
ECA252	CX11254	52143	538027	0.903085
ECA252	CX11262	57469	517476	0.888944
ECA252	CX11264	60234	503918	0.880469
ECA252	CX11271	40642	503244	0.91924
ECA252	CX11276	45144	536026	0.91578
ECA252	CX11285	56140	508370	0.889569
ECA252	CX11292	37607	516428	0.927179
ECA252	CX11307	55355	529332	0.895425
ECA252	CX11314	52890	535855	0.901298
ECA252	CX11315	49843	535467	0.906917
ECA252	DL200	44540	537496	0.917134
ECA252	DL226	48903	524314	0.90673
ECA252	DL238	87551	531718	0.835343
ECA252	ECA243	12713	534619	0.97622
ECA252	ECA245	41302	519732	0.920532
ECA252	ECA246	41647	539062	0.922742
ECA252	ECA248	44731	527258	0.915163
ECA252	ECA249	43600	544039	0.919859
ECA252	ECA250	42045	517662	0.918779
ECA253	AB1	30336	524592	0.942172
ECA253	AB2	34799	547167	0.936402
ECA253	AB3	33795	549981	0.938552
ECA253	AB4	34861	488167	0.928588
ECA253	BRC20067	29947	530833	0.943585
ECA253	CB4851	20073	547503	0.963337
ECA253	CB4852	20791	467888	0.955564
ECA253	CB4853	35112	545478	0.935631
ECA253	CB4854	36408	531015	0.931437
ECA253	CB4855	38257	546920	0.93005
ECA253	CB4856	81033	481814	0.831817
ECA253	CB4932	28707	511508	0.943878
ECA253	CX11254	46348	544216	0.914835
ECA253	CX11262	51658	523397	0.901302
ECA253	CX11264	54878	509800	0.892354
ECA253	CX11271	35803	509122	0.929677
ECA253	CX11276	39149	542157	0.92779
ECA253	CX11285	54818	514170	0.893385
ECA253	CX11292	31506	522221	0.939669
ECA253	CX11307	51585	535402	0.903652
ECA253	CX11314	46842	541923	0.913563
ECA253	CX11315	43714	541682	0.9193
ECA253	DL200	42518	543637	0.92179
ECA253	DL226	42978	530400	0.918971
ECA253	DL238	88157	537812	0.836082
ECA253	ECA243	19995	540571	0.963011
ECA253	ECA245	34890	525713	0.933633
ECA253	ECA246	34936	545243	0.935926
ECA253	ECA248	38974	532932	0.926869
ECA253	ECA249	36865	550224	0.933
ECA253	ECA250	35625	523208	0.93191
ECA253	ECA252	7020	539332	0.986984
ECA254	AB1	31688	535500	0.940825
ECA254	AB2	36531	558769	0.934622
ECA254	AB3	35481	561726	0.936836
ECA254	AB4	36605	498106	0.926512
ECA254	BRC20067	31469	542494	0.941992
ECA254	CB4851	20514	558882	0.963295
ECA254	CB4852	21884	477398	0.95416
ECA254	CB4853	36778	557093	0.933982
ECA254	CB4854	37985	542022	0.92992
ECA254	CB4855	39981	558371	0.928397
ECA254	CB4856	83970	492120	0.829371
ECA254	CB4932	29877	522008	0.942765
ECA254	CX11254	48291	555445	0.913059
ECA254	CX11262	53928	534327	0.899073
ECA254	CX11264	57185	520367	0.890106
ECA254	CX11271	37530	519737	0.92779
ECA254	CX11276	40868	553309	0.926139
ECA254	CX11285	56942	525003	0.89154
ECA254	CX11292	33053	533142	0.938003
ECA254	CX11307	53670	546468	0.901787
ECA254	CX11314	48981	553319	0.911478
ECA254	CX11315	45696	552860	0.917346
ECA254	DL200	44317	555076	0.92016
ECA254	DL226	44916	541368	0.917032
ECA254	DL238	91374	549019	0.833569
ECA254	ECA243	20423	551283	0.962954
ECA254	ECA245	36530	536628	0.931927
ECA254	ECA246	36590	556661	0.934269
ECA254	ECA248	40769	544245	0.925091
ECA254	ECA249	38593	561844	0.93131
ECA254	ECA250	37319	534239	0.930145
ECA254	ECA252	7262	550139	0.9868
ECA254	ECA253	138	556455	0.999752
ECA36	AB1	162032	494539	0.672357
ECA36	AB2	171594	515920	0.667402
ECA36	AB3	172809	518641	0.666804
ECA36	AB4	150278	459493	0.672948
ECA36	BRC20067	165995	501714	0.669144
ECA36	CB4851	167894	515862	0.674537
ECA36	CB4852	146377	440104	0.667404
ECA36	CB4853	170628	514216	0.668178
ECA36	CB4854	165978	500553	0.668411
ECA36	CB4855	172076	515766	0.666368
ECA36	CB4856	154371	454769	0.660551
ECA36	CB4932	159083	481607	0.669683
ECA36	CX11254	168151	512956	0.672192
ECA36	CX11262	164109	493451	0.667426
ECA36	CX11264	159512	480076	0.667736
ECA36	CX11271	157340	479473	0.671848
ECA36	CX11276	167791	510840	0.671539
ECA36	CX11285	158305	484598	0.673327
ECA36	CX11292	163396	491726	0.667709
ECA36	CX11307	163423	505258	0.676555
ECA36	CX11314	167884	510881	0.671383
ECA36	CX11315	170712	510661	0.665704
ECA36	DL200	170070	512613	0.668229
ECA36	DL226	168661	499669	0.662455
ECA36	DL238	172691	507651	0.659823
ECA36	ECA243	166494	508689	0.6727
ECA36	ECA245	164806	495043	0.667088
ECA36	ECA246	170524	513777	0.668097
ECA36	ECA248	167363	502363	0.666848
ECA36	ECA249	172230	518661	0.667933
ECA36	ECA250	163679	493017	0.668005
ECA36	ECA252	168036	507672	0.669007
ECA36	ECA253	169768	513501	0.669391
ECA36	ECA254	173703	524704	0.66895
ED3005	AB1	42989	517106	0.916866
ED3005	AB2	22222	539390	0.958802
ED3005	AB3	22118	542066	0.959197
ED3005	AB4	16589	481263	0.96553
ED3005	BRC20067	32461	523146	0.93795
ED3005	CB4851	56606	539241	0.895027
ED3005	CB4852	30046	461348	0.934873
ED3005	CB4853	29826	537721	0.944533
ED3005	CB4854	39958	523570	0.923682
ED3005	CB4855	30188	538852	0.943977
ED3005	CB4856	77151	475233	0.837656
ED3005	CB4932	42339	503499	0.91591
ED3005	CX11254	44649	536282	0.916743
ED3005	CX11262	41330	516199	0.919934
ED3005	CX11264	38569	502299	0.923215
ED3005	CX11271	28355	501868	0.943501
ED3005	CX11276	43345	534277	0.918872
ED3005	CX11285	42088	507401	0.917052
ED3005	CX11292	22786	514893	0.955746
ED3005	CX11307	53185	527732	0.89922
ED3005	CX11314	30016	534380	0.94383
ED3005	CX11315	36502	534225	0.931673
ED3005	DL200	54534	535898	0.898238
ED3005	DL226	33226	523041	0.936475
ED3005	DL238	87069	530053	0.835735
ED3005	ECA243	59392	532210	0.888405
ED3005	ECA245	29077	518367	0.943907
ED3005	ECA246	29856	537459	0.94445
ED3005	ECA248	29797	525293	0.943275
ED3005	ECA249	29982	542424	0.944726
ED3005	ECA250	28751	515813	0.944261
ED3005	ECA252	49826	531100	0.906183
ED3005	ECA253	43793	537207	0.91848
ED3005	ECA254	45766	548430	0.916551
ED3005	ECA36	169500	506138	0.665111
ED3011	AB1	38447	519021	0.925924
ED3011	AB2	18198	541524	0.966395
ED3011	AB3	18104	544295	0.966739
ED3011	AB4	14734	482763	0.96948
ED3011	BRC20067	22807	526085	0.956648
ED3011	CB4851	51300	541459	0.905256
ED3011	CB4852	26784	462702	0.942114
ED3011	CB4853	23932	539843	0.955669
ED3011	CB4854	34105	525286	0.935073
ED3011	CB4855	22521	541064	0.958376
ED3011	CB4856	80196	476845	0.83182
ED3011	CB4932	37582	505518	0.925656
ED3011	CX11254	42385	538514	0.921293
ED3011	CX11262	46893	517852	0.909447
ED3011	CX11264	39212	504204	0.92223
ED3011	CX11271	22965	503796	0.954416
ED3011	CX11276	37029	536424	0.930971
ED3011	CX11285	33419	509037	0.934349
ED3011	CX11292	18338	516733	0.964512
ED3011	CX11307	49415	529658	0.906704
ED3011	CX11314	34402	536358	0.93586
ED3011	CX11315	40226	535981	0.924949
ED3011	DL200	47689	538098	0.911375
ED3011	DL226	28390	524884	0.945912
ED3011	DL238	88895	532083	0.83293
ED3011	ECA243	53807	534536	0.899339
ED3011	ECA245	23575	520276	0.954688
ED3011	ECA246	24084	539606	0.955367
ED3011	ECA248	22357	528164	0.95767
ED3011	ECA249	21998	544471	0.959597
ED3011	ECA250	21136	518652	0.959248
ED3011	ECA252	46258	533430	0.913282
ED3011	ECA253	39753	539331	0.926292
ED3011	ECA254	41578	550627	0.92449
ED3011	ECA36	169554	508265	0.666406
ED3011	ED3005	20303	532135	0.961846
ED3012	AB1	31168	510942	0.938999
ED3012	AB2	34439	532689	0.935349
ED3012	AB3	33656	535331	0.93713
ED3012	AB4	29457	475021	0.937988
ED3012	BRC20067	31222	516701	0.939574
ED3012	CB4851	22073	532983	0.958586
ED3012	CB4852	19417	455883	0.957408
ED3012	CB4853	35797	531065	0.932594
ED3012	CB4854	36577	517219	0.929281
