sample_i	sample_j	discordance	number_of_sites	concordance
FX1400	CB4856	112350	1580807	0.928929
FX1400	CB4932	39152	1588604	0.975354
FX1400	CX11254	64080	1586956	0.959621
FX1400	CX11262	63827	1586883	0.959778
FX1400	CX11264	64845	1588417	0.959176
FX1400	CX11271	51415	1589112	0.967645
FX1400	CX11276	55516	1586327	0.965003
FX1400	CX11285	78934	1587258	0.95027
FX1400	CX11292	40436	1589324	0.974558
FX1400	CX11307	76050	1584115	0.951992
FX1400	CX11314	61859	1588216	0.961051
FX1400	CX11315	55410	1585226	0.965046
FX1400	DL200	58861	1587999	0.962934
FX1400	DL226	55108	1587552	0.965287
FX1400	DL238	126188	1577669	0.920016
FX1400	ECA243	34047	1587241	0.97855
FX1400	ECA244	154	1588504	0.999903
FX1400	ECA245	46741	1588643	0.970578
FX1400	ECA246	46787	1589039	0.970556
FX1400	ECA247	47501	1585559	0.970041
FX1400	ECA248	54282	1583266	0.965715
FX1400	ECA249	46434	1589367	0.970785
FX1400	ECA250	45844	1582793	0.971036
FX1400	ECA251	47925	1589350	0.969846
FX1400	ECA252	11677	1587256	0.992643
FX1400	ECA253	198	1589120	0.999875
FX1400	ECA254	241	1589408	0.999848
FX1400	ECA36	244413	1553326	0.842652
FX1400	ED3005	55246	1588514	0.965222
FX1400	ED3011	56092	1584223	0.964593
FX1400	ED3012	15882	1588808	0.990004
FX1400	ED3017	45524	1588797	0.971347
FX1400	ED3021	54541	1580107	0.965483
FX1400	ED3040	54171	1589055	0.96591
FX1400	ED3042	40563	1583298	0.974381
FX1400	ED3046	68563	1586637	0.956787
FX1400	ED3048	40779	1588577	0.97433
FX1400	ED3049	68541	1586557	0.956799
FX1400	ED3052	52755	1588930	0.966798
FX1400	ED3057	43999	1585181	0.972244
FX1400	ED3072	43922	1583634	0.972265
FX1400	ED3073	44275	1589174	0.97214
FX1400	ED3077	55614	1589151	0.965004
FX1400	EG4347	19819	1588879	0.987526
FX1400	EG4349	78149	1586949	0.950755
FX1400	EG4724	71278	1588535	0.95513
FX1400	EG4725	94169	1585903	0.940621
FX1400	EG4946	34226	1589404	0.978466
GXW1	AB1	65739	1586883	0.958574
GXW1	AB3	60813	1580546	0.961524
GXW1	AB4	61485	1587459	0.961268
GXW1	BRC20067	30046	1582552	0.981014
GXW1	BRC20113	30273	1586753	0.980921
GXW1	BRC20231	110224	1583334	0.930385
GXW1	BRC20263	60685	1586544	0.96175
GXW1	CB4851	80416	1586864	0.949324
GXW1	CB4852	45063	1587704	0.971618
GXW1	CB4853	60204	1587642	0.96208
GXW1	CB4854	63780	1584494	0.959747
GXW1	CB4855	60136	1584231	0.962041
GXW1	CB4856	117301	1579215	0.925722
GXW1	CB4932	67896	1586961	0.957216
GXW1	CX11254	79745	1585346	0.949699
GXW1	CX11262	78284	1585268	0.950618
GXW1	CX11264	78478	1586775	0.950542
GXW1	CX11271	62404	1587469	0.96069
GXW1	CX11276	69853	1584706	0.955921
GXW1	CX11285	80970	1585617	0.948935
GXW1	CX11292	54257	1587681	0.965826
GXW1	CX11307	77892	1582927	0.950792
GXW1	CX11314	78555	1586573	0.950488
GXW1	CX11315	70115	1583599	0.955724
GXW1	DL200	68678	1586360	0.956707
GXW1	DL226	68689	1585904	0.956688
GXW1	DL238	132542	1576081	0.915904
GXW1	ECA243	80223	1585595	0.949405
GXW1	ECA244	54656	1586861	0.965557
GXW1	ECA245	60081	1587001	0.962142
GXW1	ECA246	60122	1587403	0.962126
GXW1	ECA247	61262	1583924	0.961323
GXW1	ECA248	59977	1581654	0.96208
GXW1	ECA249	58306	1587724	0.963277
GXW1	ECA250	57729	1581161	0.963489
GXW1	ECA251	61679	1587707	0.961152
GXW1	ECA252	65376	1585614	0.958769
GXW1	ECA253	54736	1587477	0.96552
GXW1	ECA254	54728	1587765	0.965531
GXW1	ECA36	253466	1551710	0.836654
GXW1	ED3005	63825	1586877	0.959779
GXW1	ED3011	55725	1582585	0.964789
GXW1	ED3012	69488	1587165	0.956219
GXW1	ED3017	70352	1587156	0.955674
GXW1	ED3021	62866	1578473	0.960173
GXW1	ED3040	52405	1587417	0.966987
GXW1	ED3042	48687	1581672	0.969218
GXW1	ED3046	67528	1585060	0.957397
GXW1	ED3048	49123	1586935	0.969045
GXW1	ED3049	67480	1584983	0.957425
GXW1	ED3052	47907	1587410	0.969821
GXW1	ED3057	44790	1583545	0.971715
GXW1	ED3072	44707	1582006	0.97174
GXW1	ED3073	45125	1587535	0.971575
GXW1	ED3077	66901	1587514	0.957858
GXW1	EG4347	52560	1587239	0.966886
GXW1	EG4349	77224	1585321	0.951288
GXW1	EG4724	87008	1586895	0.945171
GXW1	EG4725	89777	1584617	0.943345
GXW1	EG4946	58382	1587761	0.96323
GXW1	FX1400	54802	1587818	0.965486
JT11398	AB1	46329	1586892	0.970805
JT11398	AB3	57467	1580738	0.963645
JT11398	AB4	58051	1587652	0.963436
JT11398	BRC20067	52093	1582524	0.967082
JT11398	BRC20113	52384	1586695	0.966985
JT11398	BRC20231	107050	1583520	0.932397
JT11398	BRC20263	68600	1586691	0.956765
JT11398	CB4851	63529	1587058	0.959971
JT11398	CB4852	41428	1587656	0.973906
JT11398	CB4853	57849	1587832	0.963567
JT11398	CB4854	49935	1584784	0.968491
JT11398	CB4855	61677	1584407	0.961073
JT11398	CB4856	112100	1579396	0.929024
JT11398	CB4932	38147	1587153	0.975965
JT11398	CX11254	67543	1585591	0.957402
JT11398	CX11262	74788	1585438	0.952828
JT11398	CX11264	74457	1586971	0.953082
JT11398	CX11271	50295	1587674	0.968322
JT11398	CX11276	59600	1584878	0.962395
JT11398	CX11285	85862	1585817	0.945856
JT11398	CX11292	51805	1587873	0.967375
JT11398	CX11307	75514	1582667	0.952287
JT11398	CX11314	72339	1586769	0.954411
JT11398	CX11315	65028	1583788	0.958941
JT11398	DL200	50398	1586586	0.968235
JT11398	DL226	61570	1586110	0.961182
JT11398	DL238	125745	1576272	0.920226
JT11398	ECA243	63329	1585791	0.960065
JT11398	ECA244	37502	1587053	0.97637
JT11398	ECA245	57706	1587192	0.963643
JT11398	ECA246	57752	1587590	0.963623
JT11398	ECA247	57831	1584119	0.963493
JT11398	ECA248	61508	1581829	0.961116
JT11398	ECA249	58134	1587916	0.96339
JT11398	ECA250	57479	1581344	0.963652
JT11398	ECA251	58244	1587899	0.96332
JT11398	ECA252	48713	1585805	0.969282
JT11398	ECA253	37572	1587669	0.976335
JT11398	ECA254	37563	1587959	0.976345
JT11398	ECA36	245816	1551957	0.841609
JT11398	ED3005	62978	1587063	0.960318
JT11398	ED3011	60714	1582783	0.961641
JT11398	ED3012	50591	1587357	0.968129
JT11398	ED3017	45088	1587348	0.971595
JT11398	ED3021	62145	1578726	0.960636
JT11398	ED3040	54897	1587623	0.965422
JT11398	ED3042	55028	1581856	0.965213
JT11398	ED3046	65815	1585205	0.958482
JT11398	ED3048	55437	1587129	0.965071
JT11398	ED3049	65783	1585128	0.9585
JT11398	ED3052	61719	1587479	0.961121
JT11398	ED3057	47677	1583731	0.969896
JT11398	ED3072	47596	1582185	0.969918
JT11398	ED3073	48025	1587723	0.969752
JT11398	ED3077	65476	1587700	0.95876
JT11398	EG4347	33913	1587444	0.978637
JT11398	EG4349	75956	1585509	0.952094
JT11398	EG4724	70902	1587102	0.955326
JT11398	EG4725	102258	1584452	0.935462
JT11398	EG4946	51753	1587953	0.967409
JT11398	FX1400	37634	1588010	0.976301
JT11398	GXW1	60426	1586367	0.961909
JU1088	AB1	78026	1586765	0.950827
JU1088	AB3	53091	1580682	0.966413
JU1088	AB4	53671	1587572	0.966193
JU1088	BRC20067	38829	1582448	0.975463
JU1088	BRC20113	39010	1586638	0.975413
JU1088	BRC20231	107202	1583466	0.932299
JU1088	BRC20263	55967	1586614	0.964726
JU1088	CB4851	84406	1586976	0.946813
JU1088	CB4852	55888	1587577	0.964797
JU1088	CB4853	53589	1587758	0.966249
JU1088	CB4854	54723	1584406	0.965462
JU1088	CB4855	61650	1584317	0.961087
JU1088	CB4856	121454	1579302	0.923096
JU1088	CB4932	75001	1587074	0.952743
JU1088	CX11254	67797	1585449	0.957238
JU1088	CX11262	72560	1585353	0.954231
JU1088	CX11264	73939	1586899	0.953407
JU1088	CX11271	62140	1587583	0.960859
JU1088	CX11276	64649	1584805	0.959207
JU1088	CX11285	84587	1585728	0.946657
JU1088	CX11292	45105	1587794	0.971593
JU1088	CX11307	62561	1583297	0.960487
JU1088	CX11314	68369	1586703	0.956911
JU1088	CX11315	64390	1583719	0.959343
JU1088	DL200	74325	1586473	0.953151
JU1088	DL226	61383	1586021	0.961297
JU1088	DL238	136178	1576200	0.913604
JU1088	ECA243	84175	1585707	0.946916
JU1088	ECA244	51000	1586974	0.967863
JU1088	ECA245	53472	1587115	0.966309
JU1088	ECA246	53494	1587512	0.966303
JU1088	ECA247	53489	1584030	0.966232
JU1088	ECA248	61480	1581736	0.961131
JU1088	ECA249	50779	1587838	0.96802
JU1088	ECA250	50285	1581268	0.9682
JU1088	ECA251	53863	1587820	0.966077
JU1088	ECA252	62222	1585729	0.960761
JU1088	ECA253	51077	1587590	0.967827
JU1088	ECA254	51075	1587878	0.967834
JU1088	ECA36	253495	1551852	0.83665
JU1088	ED3005	59977	1586986	0.962207
JU1088	ED3011	55988	1582698	0.964625
JU1088	ED3012	64341	1587278	0.959465
JU1088	ED3017	75192	1587268	0.952628
JU1088	ED3021	59063	1578594	0.962585
JU1088	ED3040	45519	1587530	0.971327
JU1088	ED3042	39910	1581794	0.974769
JU1088	ED3046	75181	1585111	0.952571
JU1088	ED3048	40298	1587048	0.974608
JU1088	ED3049	73924	1585029	0.953361
JU1088	ED3052	42672	1587439	0.973119
JU1088	ED3057	50063	1583656	0.968388
JU1088	ED3072	49889	1582123	0.968467
JU1088	ED3073	50374	1587651	0.968271
JU1088	ED3077	54191	1587628	0.965867
JU1088	EG4347	55361	1587352	0.965124
JU1088	EG4349	86002	1585474	0.945756
JU1088	EG4724	94050	1587006	0.940737
JU1088	EG4725	80967	1584967	0.948916
JU1088	EG4946	58145	1587874	0.963382
JU1088	FX1400	51141	1587931	0.967794
JU1088	GXW1	44968	1586718	0.97166
JU1088	JT11398	64831	1586482	0.959135
JU1171	AB1	108244	1578216	0.931414
JU1171	AB3	95069	1573699	0.939589
JU1171	AB4	95477	1579014	0.939534
JU1171	BRC20067	97751	1573915	0.937893
JU1171	BRC20113	98082	1578060	0.937846
JU1171	BRC20231	617	1578365	0.999609
JU1171	BRC20263	96571	1578060	0.938804
JU1171	CB4851	105355	1578444	0.933254
JU1171	CB4852	100581	1579017	0.936302
JU1171	CB4853	96878	1579197	0.938654
JU1171	CB4854	106018	1575888	0.932725
JU1171	CB4855	95677	1575913	0.939288
JU1171	CB4856	116830	1570900	0.925629
JU1171	CB4932	100404	1578515	0.936393
JU1171	CX11254	92704	1576910	0.941212
JU1171	CX11262	86321	1577116	0.945267
JU1171	CX11264	90620	1578376	0.942587
JU1171	CX11271	97806	1579032	0.93806
JU1171	CX11276	106737	1576319	0.932287
JU1171	CX11285	102058	1577202	0.935292
JU1171	CX11292	95214	1579238	0.939709
JU1171	CX11307	109707	1574163	0.930308
JU1171	CX11314	89888	1578188	0.943044
JU1171	CX11315	97465	1575224	0.938126
JU1171	DL200	107283	1577935	0.932011
JU1171	DL226	97740	1577490	0.938041
JU1171	DL238	119920	1567969	0.923519
JU1171	ECA243	105143	1577168	0.933334
JU1171	ECA244	100397	1578434	0.936395
JU1171	ECA245	96751	1578568	0.93871
JU1171	ECA246	96804	1578959	0.938691
JU1171	ECA247	95215	1575532	0.939566
JU1171	ECA248	95528	1573395	0.939285
JU1171	ECA249	94374	1579284	0.940243
JU1171	ECA250	93741	1572842	0.9404
JU1171	ECA251	95660	1579261	0.939427
JU1171	ECA252	96709	1577205	0.938683
JU1171	ECA253	100447	1579033	0.936387
JU1171	ECA254	100508	1579319	0.93636
JU1171	ECA36	251994	1543780	0.836768
JU1171	ED3005	92867	1578442	0.941165
JU1171	ED3011	92719	1574217	0.941102
JU1171	ED3012	105947	1578723	0.932891
JU1171	ED3017	106882	1578723	0.932298
JU1171	ED3021	92244	1571860	0.941315
JU1171	ED3040	98916	1578971	0.937354
JU1171	ED3042	97742	1574610	0.937926
JU1171	ED3046	117967	1576566	0.925175
JU1171	ED3048	98063	1578493	0.937876
JU1171	ED3049	117446	1576494	0.925502
JU1171	ED3052	96471	1578855	0.938898
JU1171	ED3057	104041	1576164	0.933991
JU1171	ED3072	103976	1574928	0.93398
JU1171	ED3073	104363	1579091	0.933909
JU1171	ED3077	102432	1579064	0.935131
JU1171	EG4347	102131	1578792	0.935311
JU1171	EG4349	107978	1576897	0.931525
JU1171	EG4724	112754	1578452	0.928567
JU1171	EG4725	125540	1575851	0.920335
JU1171	EG4946	99376	1579315	0.937077
JU1171	FX1400	100576	1579371	0.936319
JU1171	GXW1	108908	1577748	0.930973
JU1171	JT11398	105783	1577931	0.932961
JU1171	JU1088	105878	1577877	0.932898
JU1172	AB1	66701	1587335	0.957979
JU1172	AB3	13692	1581245	0.991341
JU1172	AB4	13648	1588144	0.991406
JU1172	BRC20067	43891	1583020	0.972274
JU1172	BRC20113	44091	1587187	0.972221
JU1172	BRC20231	97805	1584054	0.938257
JU1172	BRC20263	59517	1587181	0.962501
JU1172	CB4851	82568	1587546	0.94799
JU1172	CB4852	50789	1588146	0.96802
JU1172	CB4853	17949	1588325	0.988699
JU1172	CB4854	58939	1584975	0.962814
JU1172	CB4855	33495	1584903	0.978866
JU1172	CB4856	112833	1579930	0.928584
JU1172	CB4932	70768	1587643	0.955426
JU1172	CX11254	52739	1586010	0.966747
JU1172	CX11262	48647	1585951	0.969326
JU1172	CX11264	44221	1587463	0.972144
JU1172	CX11271	47767	1588153	0.969923
JU1172	CX11276	45696	1585378	0.971177
JU1172	CX11285	63202	1586309	0.960158
JU1172	CX11292	26149	1588365	0.983537
JU1172	CX11307	71452	1583176	0.954868
JU1172	CX11314	36528	1587292	0.976987
JU1172	CX11315	42670	1584289	0.973067
JU1172	DL200	62040	1587058	0.960909
JU1172	DL226	43962	1586610	0.972292
JU1172	DL238	127104	1577057	0.919404
JU1172	ECA243	82342	1586279	0.948091
JU1172	ECA244	50651	1587546	0.968095
JU1172	ECA245	17896	1587717	0.988728
JU1172	ECA246	17928	1588116	0.988711
JU1172	ECA247	13719	1584639	0.991343
JU1172	ECA248	33366	1582343	0.978914
JU1172	ECA249	17270	1588418	0.989128
JU1172	ECA250	17062	1581883	0.989214
JU1172	ECA251	13803	1588400	0.99131
JU1172	ECA252	60670	1586301	0.961754
JU1172	ECA253	50732	1588160	0.968056
JU1172	ECA254	50732	1588450	0.968062
JU1172	ECA36	248443	1552470	0.839969
JU1172	ED3005	37232	1587586	0.976548
JU1172	ED3011	35476	1583283	0.977593
JU1172	ED3012	61857	1587847	0.961043
JU1172	ED3017	65548	1587837	0.958719
JU1172	ED3021	36823	1579160	0.976682
JU1172	ED3040	59822	1588094	0.962331
JU1172	ED3042	42684	1582340	0.973025
JU1172	ED3046	72137	1585677	0.954507
JU1172	ED3048	42843	1587623	0.973014
JU1172	ED3049	73223	1585596	0.95382
JU1172	ED3052	59728	1587970	0.962387
JU1172	ED3057	53259	1584225	0.966382
JU1172	ED3072	53187	1582684	0.966394
JU1172	ED3073	53551	1588223	0.966282
JU1172	ED3077	55398	1588190	0.965119
JU1172	EG4347	48364	1587919	0.969543
JU1172	EG4349	82210	1586004	0.948165
JU1172	EG4724	84252	1587579	0.946931
JU1172	EG4725	106355	1584946	0.932897
JU1172	EG4946	25423	1588452	0.983995
JU1172	FX1400	50801	1588500	0.96802
JU1172	GXW1	66084	1586860	0.958355
JU1172	JT11398	60582	1587049	0.961827
JU1172	JU1088	56571	1586972	0.964353
JU1172	JU1171	96648	1578465	0.938771
JU1200	AB1	44494	1588186	0.971984
JU1200	AB3	50642	1582069	0.96799
JU1200	AB4	51069	1588993	0.967861
JU1200	BRC20067	45427	1583852	0.971319
JU1200	BRC20113	45657	1588037	0.971249
JU1200	BRC20231	102761	1584861	0.935161
JU1200	BRC20263	66562	1588033	0.958085
JU1200	CB4851	34117	1588397	0.978521
JU1200	CB4852	24083	1588998	0.984844
JU1200	CB4853	50550	1589174	0.968191
JU1200	CB4854	51382	1585818	0.967599
JU1200	CB4855	57756	1585728	0.963578
JU1200	CB4856	112180	1580699	0.929031
JU1200	CB4932	39564	1588495	0.975093
JU1200	CX11254	67417	1586847	0.957515
JU1200	CX11262	67165	1586774	0.957672
JU1200	CX11264	68191	1588308	0.957067
JU1200	CX11271	54764	1589003	0.965536
JU1200	CX11276	58859	1586218	0.962893
JU1200	CX11285	79234	1587149	0.950078
JU1200	CX11292	43778	1589215	0.972453
JU1200	CX11307	79705	1584006	0.949681
JU1200	CX11314	65203	1588107	0.958943
JU1200	CX11315	58749	1585117	0.962937
JU1200	DL200	62513	1587890	0.960631
JU1200	DL226	58769	1587439	0.962979
JU1200	DL238	125905	1577560	0.92019
JU1200	ECA243	33947	1587128	0.978611
JU1200	ECA244	4460	1588395	0.997192
JU1200	ECA245	50395	1588534	0.968276
JU1200	ECA246	50444	1588930	0.968253
JU1200	ECA247	50826	1585450	0.967942
JU1200	ECA248	57623	1583158	0.963602
JU1200	ECA249	49777	1589258	0.968679
JU1200	ECA250	49163	1582685	0.968937
JU1200	ECA251	51264	1589241	0.967743
JU1200	ECA252	15727	1587147	0.990091
JU1200	ECA253	4512	1589011	0.99716
JU1200	ECA254	4499	1589299	0.997169
JU1200	ECA36	244583	1553258	0.842535
JU1200	ED3005	58578	1588405	0.963121
JU1200	ED3011	59417	1584114	0.962492
JU1200	ED3012	15631	1588703	0.990161
JU1200	ED3017	49180	1588688	0.969044
JU1200	ED3021	57853	1579997	0.963384
JU1200	ED3040	57826	1588946	0.963607
JU1200	ED3042	41717	1583190	0.97365
JU1200	ED3046	71188	1586528	0.95513
JU1200	ED3048	41951	1588468	0.97359
JU1200	ED3049	71166	1586448	0.955141
JU1200	ED3052	56417	1588821	0.964491
JU1200	ED3057	47644	1585072	0.969942
JU1200	ED3072	47556	1583525	0.969968
JU1200	ED3073	47927	1589065	0.969839
JU1200	ED3077	59262	1589042	0.962706
JU1200	EG4347	23484	1588770	0.985219
JU1200	EG4349	79210	1586840	0.950083
JU1200	EG4724	70952	1588429	0.955332
JU1200	EG4725	94063	1585795	0.940684
JU1200	EG4946	37928	1589295	0.976135
JU1200	FX1400	4561	1589352	0.99713
JU1200	GXW1	58457	1587709	0.963182
JU1200	JT11398	41288	1587901	0.973998
JU1200	JU1088	54809	1587822	0.965482
JU1200	JU1171	101541	1579262	0.935704
JU1200	JU1172	54145	1588391	0.965912
JU1212	AB1	76871	1575667	0.951214
JU1212	AB3	95558	1569788	0.939127
JU1212	AB4	96173	1576469	0.938995
JU1212	BRC20067	87572	1571666	0.944281
JU1212	BRC20113	87884	1575514	0.944219
JU1212	BRC20231	113313	1572411	0.927937
JU1212	BRC20263	104423	1575715	0.93373
JU1212	CB4851	65163	1575877	0.95865
JU1212	CB4852	71645	1576476	0.954554
JU1212	CB4853	97214	1576647	0.938341
JU1212	CB4854	95329	1573324	0.939409
JU1212	CB4855	97010	1573282	0.938339
JU1212	CB4856	118180	1568429	0.924651
JU1212	CB4932	61679	1575980	0.960863
JU1212	CX11254	111153	1574378	0.929399
JU1212	CX11262	110261	1574277	0.929961
JU1212	CX11264	110041	1575785	0.930168
JU1212	CX11271	96198	1576480	0.938979
JU1212	CX11276	102217	1574028	0.93506
JU1212	CX11285	109396	1574652	0.930527
JU1212	CX11292	88980	1576687	0.943565
JU1212	CX11307	122400	1571541	0.922115
JU1212	CX11314	109833	1575606	0.930292
JU1212	CX11315	102095	1572906	0.935091
JU1212	DL200	78054	1575472	0.950457
JU1212	DL226	99280	1574998	0.936965
JU1212	DL238	125179	1565241	0.920026
JU1212	ECA243	64983	1574796	0.958736
JU1212	ECA244	56917	1576043	0.963886
JU1212	ECA245	97048	1576065	0.938424
JU1212	ECA246	97107	1576415	0.9384
JU1212	ECA247	95826	1573353	0.939094
JU1212	ECA248	96846	1571141	0.938359
JU1212	ECA249	94900	1576733	0.939812
JU1212	ECA250	94164	1570914	0.940058
JU1212	ECA251	96369	1576713	0.93888
JU1212	ECA252	57471	1574886	0.963508
JU1212	ECA253	56977	1576521	0.963859
JU1212	ECA254	56980	1576780	0.963863
JU1212	ECA36	248519	1541006	0.838729
JU1212	ED3005	100785	1575893	0.936046
JU1212	ED3011	98588	1572149	0.937291
JU1212	ED3012	64896	1576176	0.958827
JU1212	ED3017	62322	1576192	0.96046
JU1212	ED3021	99858	1567797	0.936307
JU1212	ED3040	88998	1576451	0.943545
JU1212	ED3042	88801	1570870	0.94347
JU1212	ED3046	94117	1574058	0.940207
JU1212	ED3048	89202	1576023	0.943401
JU1212	ED3049	94005	1573981	0.940276
JU1212	ED3052	86621	1576300	0.945048
JU1212	ED3057	87602	1572674	0.944297
JU1212	ED3072	87516	1571203	0.9443
JU1212	ED3073	88014	1576549	0.944173
JU1212	ED3077	78230	1576551	0.950379
JU1212	EG4347	69481	1576244	0.95592
JU1212	EG4349	80963	1574417	0.948576
JU1212	EG4724	94757	1575904	0.939871
JU1212	EG4725	103488	1573320	0.934223
JU1212	EG4946	84522	1576768	0.946395
JU1212	FX1400	57041	1576824	0.963825
JU1212	GXW1	93407	1575188	0.940701
JU1212	JT11398	80169	1575388	0.949112
JU1212	JU1088	99703	1575324	0.93671
JU1212	JU1171	112298	1567003	0.928336
JU1212	JU1172	97258	1575887	0.938284
JU1212	JU1200	55131	1576717	0.965034
JU1213	AB1	67704	1583163	0.957235
JU1213	AB3	80894	1577152	0.948709
JU1213	AB4	81486	1583968	0.948556
JU1213	BRC20067	76791	1578952	0.951366
JU1213	BRC20113	77144	1583014	0.951268
JU1213	BRC20231	109423	1579845	0.930738
JU1213	BRC20263	84181	1583009	0.946822
JU1213	CB4851	75466	1583370	0.952338
JU1213	CB4852	65575	1583970	0.958601
JU1213	CB4853	79914	1584145	0.949554
JU1213	CB4854	79383	1580809	0.949783
JU1213	CB4855	82735	1580724	0.94766
JU1213	CB4856	115786	1575707	0.926518
JU1213	CB4932	49338	1583467	0.968842
JU1213	CX11254	91750	1581858	0.941999
JU1213	CX11262	94349	1581765	0.940352
JU1213	CX11264	92508	1583287	0.941572
JU1213	CX11271	70210	1583979	0.955675
JU1213	CX11276	77078	1581319	0.951257
JU1213	CX11285	92401	1582129	0.941597
JU1213	CX11292	75257	1584187	0.952495
JU1213	CX11307	91916	1578998	0.941788
JU1213	CX11314	92064	1583096	0.941846
JU1213	CX11315	82267	1580314	0.947943
JU1213	DL200	50401	1583011	0.968161
JU1213	DL226	86878	1582417	0.945098
JU1213	DL238	123232	1572575	0.921637
JU1213	ECA243	75289	1582191	0.952415
JU1213	ECA244	63780	1583504	0.959722
JU1213	ECA245	79763	1583550	0.94963
JU1213	ECA246	79818	1583920	0.949607
JU1213	ECA247	81212	1580759	0.948625
JU1213	ECA248	82521	1578375	0.947718
JU1213	ECA249	80370	1584229	0.949269
JU1213	ECA250	79652	1578163	0.949529
JU1213	ECA251	81678	1584214	0.948443
JU1213	ECA252	67160	1582245	0.957554
JU1213	ECA253	63801	1584010	0.959722
JU1213	ECA254	63857	1584271	0.959693
JU1213	ECA36	247478	1548308	0.840162
JU1213	ED3005	83086	1583388	0.947526
JU1213	ED3011	84686	1579411	0.946381
JU1213	ED3012	69869	1583672	0.955882
JU1213	ED3017	38493	1583693	0.975694
JU1213	ED3021	82222	1575138	0.9478
JU1213	ED3040	79995	1583926	0.949496
JU1213	ED3042	74553	1578243	0.952762
JU1213	ED3046	80985	1581517	0.948793
JU1213	ED3048	74953	1583466	0.952665
JU1213	ED3049	80950	1581432	0.948812
JU1213	ED3052	76346	1583800	0.951796
JU1213	ED3057	68855	1580102	0.956424
JU1213	ED3072	68784	1578592	0.956427
JU1213	ED3073	69194	1584042	0.956318
JU1213	ED3077	55456	1584050	0.964991
JU1213	EG4347	59271	1583743	0.962575
JU1213	EG4349	68982	1581869	0.956392
JU1213	EG4724	71144	1583402	0.955069
JU1213	EG4725	82728	1580786	0.947667
JU1213	EG4946	75065	1584266	0.952618
JU1213	FX1400	63926	1584323	0.959651
JU1213	GXW1	79834	1582689	0.949558
JU1213	JT11398	54873	1582917	0.965334
JU1213	JU1088	89313	1582802	0.943573
JU1213	JU1171	108250	1574328	0.931241
JU1213	JU1172	78850	1583368	0.950201
JU1213	JU1200	62007	1584215	0.960859
JU1213	JU1212	60142	1572464	0.961753
JU1242	AB1	62947	1587039	0.960337
JU1242	AB3	63702	1580933	0.959706
JU1242	AB4	64125	1587842	0.959615
JU1242	BRC20067	62360	1582711	0.960599
JU1242	BRC20113	62671	1586888	0.960507
JU1242	BRC20231	103131	1583725	0.934881
JU1242	BRC20263	79012	1586883	0.950209
JU1242	CB4851	68047	1587247	0.957129
JU1242	CB4852	55173	1587847	0.965253
JU1242	CB4853	63925	1588023	0.959746
JU1242	CB4854	72053	1584669	0.954531
JU1242	CB4855	74182	1584584	0.953185
JU1242	CB4856	113507	1579565	0.92814
JU1242	CB4932	42920	1587361	0.972961
JU1242	CX11254	73303	1585833	0.953776
JU1242	CX11262	81251	1585632	0.948758
JU1242	CX11264	79640	1587160	0.949822
JU1242	CX11271	54779	1587856	0.965501
JU1242	CX11276	67819	1585082	0.957214
JU1242	CX11285	79979	1586002	0.949572
JU1242	CX11292	58200	1588066	0.963352
JU1242	CX11307	82201	1582986	0.948072
JU1242	CX11314	78070	1586962	0.950805
JU1242	CX11315	74575	1583975	0.952919
JU1242	DL200	54155	1586763	0.965871
JU1242	DL226	72959	1586295	0.954007
JU1242	DL238	127993	1576466	0.91881
JU1242	ECA243	67845	1586000	0.957223
JU1242	ECA244	54989	1587253	0.965356
JU1242	ECA245	63783	1587390	0.959819
JU1242	ECA246	63830	1587781	0.959799
JU1242	ECA247	63870	1584314	0.959686
JU1242	ECA248	73937	1582032	0.953265
JU1242	ECA249	60826	1588108	0.961699
JU1242	ECA250	60250	1581568	0.961905
JU1242	ECA251	64315	1588091	0.959502
JU1242	ECA252	55782	1586012	0.964829
JU1242	ECA253	55075	1587861	0.965315
JU1242	ECA254	55068	1588151	0.965326
JU1242	ECA36	243256	1552390	0.843302
JU1242	ED3005	72381	1587263	0.954399
JU1242	ED3011	69994	1582992	0.955784
JU1242	ED3012	61621	1587549	0.961185
JU1242	ED3017	53545	1587539	0.966272
JU1242	ED3021	71604	1578862	0.954648
JU1242	ED3040	65045	1587798	0.959034
JU1242	ED3042	54426	1582051	0.965598
JU1242	ED3046	70291	1585380	0.955663
JU1242	ED3048	54685	1587333	0.965549
JU1242	ED3049	70788	1585300	0.955347
JU1242	ED3052	63255	1587675	0.960159
JU1242	ED3057	55438	1583940	0.965
JU1242	ED3072	55354	1582384	0.965019
JU1242	ED3073	55742	1587917	0.964896
JU1242	ED3077	66478	1587893	0.958134
JU1242	EG4347	51361	1587622	0.967649
JU1242	EG4349	75873	1585704	0.952152
JU1242	EG4724	72323	1587283	0.954436
JU1242	EG4725	100393	1584658	0.936647
JU1242	EG4946	59559	1588144	0.962498
JU1242	FX1400	55129	1588201	0.965288
JU1242	GXW1	72698	1586561	0.954179
JU1242	JT11398	54375	1586751	0.965732
JU1242	JU1088	75059	1586672	0.952694
JU1242	JU1171	101982	1578131	0.935378
JU1242	JU1172	66301	1587258	0.958229
JU1242	JU1200	51420	1588095	0.967622
JU1242	JU1212	79156	1575617	0.949762
JU1242	JU1213	59363	1583092	0.962502
JU1246	AB1	76426	1585335	0.951792
JU1246	AB3	90125	1579261	0.942932
JU1246	AB4	90784	1586132	0.942764
