sample_i	sample_j	discordance	number_of_sites	concordance
CB4856	AB4	114125	1580455	0.92779
CB4856	BRC20067	111038	1575352	0.929515
CB4856	BRC20113	111435	1579512	0.92945
CB4856	BRC20231	118004	1576484	0.925147
CB4856	BRC20263	107774	1579534	0.931768
CB4856	CB4851	118048	1579864	0.92528
CB4856	CB4852	110767	1580461	0.929915
CB4856	CB4853	113618	1580647	0.928119
CB4856	CB4854	112389	1577579	0.928759
CB4856	CB4855	115299	1577238	0.926898
CB4932	AB1	46254	1587447	0.970863
CB4932	AB3	68088	1581321	0.956942
CB4932	AB4	68690	1588245	0.956751
CB4932	BRC20067	64191	1583105	0.959452
CB4932	BRC20113	64537	1587289	0.959341
CB4932	BRC20231	101594	1584112	0.935867
CB4932	BRC20263	79200	1587289	0.950104
CB4932	CB4851	48320	1587651	0.969565
CB4932	CB4852	46375	1588250	0.970801
CB4932	CB4853	68523	1588426	0.956861
CB4932	CB4854	65515	1585083	0.958668
CB4932	CB4855	70377	1584986	0.955598
CB4932	CB4856	106836	1579970	0.932381
CX11254	AB1	77591	1585790	0.951071
CX11254	AB3	47868	1579703	0.969698
CX11254	AB4	48087	1586601	0.969692
CX11254	BRC20067	62241	1581476	0.960644
CX11254	BRC20113	62430	1585641	0.960628
CX11254	BRC20231	93840	1582486	0.940701
CX11254	BRC20263	66864	1585648	0.957832
CX11254	CB4851	96162	1586014	0.939369
CX11254	CB4852	65251	1586602	0.958874
CX11254	CB4853	46463	1586783	0.970719
CX11254	CB4854	68312	1583600	0.956863
CX11254	CB4855	53397	1583518	0.96628
CX11254	CB4856	112372	1578361	0.928805
CX11254	CB4932	79144	1586099	0.950101
CX11262	AB1	79232	1585720	0.950034
CX11262	AB3	41283	1579634	0.973865
CX11262	AB4	41538	1586526	0.973818
CX11262	BRC20067	61808	1581404	0.960916
CX11262	BRC20113	62045	1585571	0.960869
CX11262	BRC20231	87401	1582664	0.944776
CX11262	BRC20263	63584	1585598	0.959899
CX11262	CB4851	96195	1585943	0.939345
CX11262	CB4852	63781	1586530	0.959798
CX11262	CB4853	44923	1586709	0.971688
CX11262	CB4854	72153	1583370	0.954431
CX11262	CB4855	44357	1583785	0.971993
CX11262	CB4856	111984	1578350	0.92905
CX11262	CB4932	81846	1586026	0.948396
CX11262	CX11254	35597	1585051	0.977542
CX11264	AB1	78538	1587252	0.95052
CX11264	AB3	36415	1581159	0.976969
CX11264	AB4	36533	1588065	0.976995
CX11264	BRC20067	64100	1582918	0.959505
CX11264	BRC20113	64371	1587102	0.959441
CX11264	BRC20231	91720	1583945	0.942094
CX11264	BRC20263	65824	1587099	0.958526
CX11264	CB4851	94949	1587465	0.940188
CX11264	CB4852	65158	1588063	0.95897
CX11264	CB4853	43939	1588244	0.972335
CX11264	CB4854	74585	1584893	0.95294
CX11264	CB4855	42654	1584970	0.973088
CX11264	CB4856	111671	1579787	0.929313
CX11264	CB4932	82050	1587560	0.948317
CX11264	CX11254	31489	1586390	0.980151
CX11264	CX11262	23910	1586361	0.984928
CX11271	AB1	60054	1587946	0.962181
CX11271	AB3	39342	1581844	0.975129
CX11271	AB4	39591	1588759	0.975081
CX11271	BRC20067	47229	1583616	0.970176
CX11271	BRC20113	47488	1587800	0.970092
CX11271	BRC20231	98930	1584624	0.937569
CX11271	BRC20263	55415	1587795	0.965099
CX11271	CB4851	80314	1588158	0.949429
CX11271	CB4852	50689	1588758	0.968095
CX11271	CB4853	45454	1588938	0.971393
CX11271	CB4854	62623	1585598	0.960505
CX11271	CB4855	48327	1585497	0.969519
CX11271	CB4856	112812	1580470	0.928621
CX11271	CB4932	59801	1588255	0.962348
CX11271	CX11254	57776	1586628	0.963586
CX11271	CX11262	64414	1586553	0.9594
CX11271	CX11264	56839	1588085	0.964209
CX11276	AB1	72035	1585161	0.954557
CX11276	AB3	35914	1579106	0.977257
CX11276	AB4	36099	1585972	0.977239
CX11276	BRC20067	52586	1580886	0.966736
CX11276	BRC20113	52850	1585017	0.966657
CX11276	BRC20231	107975	1581881	0.931743
CX11276	BRC20263	63384	1585015	0.96001
CX11276	CB4851	88463	1585375	0.944201
CX11276	CB4852	53798	1585974	0.966079
CX11276	CB4853	37712	1586161	0.976224
CX11276	CB4854	66201	1582810	0.958175
CX11276	CB4855	48551	1582735	0.969325
CX11276	CB4856	112317	1577779	0.928813
CX11276	CB4932	67339	1585470	0.957527
CX11276	CX11254	54939	1583870	0.965313
CX11276	CX11262	55572	1583864	0.964914
CX11276	CX11264	54090	1585292	0.96588
CX11276	CX11271	37442	1586030	0.976393
CX11285	AB1	75047	1586102	0.952685
CX11285	AB3	60953	1579997	0.961422
CX11285	AB4	61223	1586905	0.96142
CX11285	BRC20067	67231	1581792	0.957497
CX11285	BRC20113	67560	1585968	0.957401
CX11285	BRC20231	103144	1582806	0.934835
CX11285	BRC20263	69550	1585969	0.956147
CX11285	CB4851	95772	1586329	0.939627
CX11285	CB4852	74967	1586905	0.952759
CX11285	CB4853	60621	1587085	0.961804
CX11285	CB4854	85195	1583736	0.946206
CX11285	CB4855	64624	1583811	0.959197
CX11285	CB4856	123545	1578702	0.921743
CX11285	CB4932	88211	1586404	0.944396
CX11285	CX11254	82017	1584760	0.948246
CX11285	CX11262	79975	1584767	0.949535
CX11285	CX11264	75429	1586253	0.952448
CX11285	CX11271	56158	1586938	0.964612
CX11285	CX11276	70085	1584155	0.955759
CX11292	AB1	57367	1588158	0.963878
CX11292	AB3	12588	1582055	0.992043
CX11292	AB4	12558	1588967	0.992097
CX11292	BRC20067	32838	1583824	0.979267
CX11292	BRC20113	33013	1588009	0.979211
CX11292	BRC20231	96397	1584834	0.939175
CX11292	BRC20263	47416	1588005	0.970141
CX11292	CB4851	73409	1588370	0.953783
CX11292	CB4852	38578	1588970	0.975721
CX11292	CB4853	22702	1589148	0.985714
CX11292	CB4854	43763	1585792	0.972403
CX11292	CB4855	30936	1585703	0.980491
CX11292	CB4856	112335	1580671	0.928932
CX11292	CB4932	62435	1588467	0.960695
CX11292	CX11254	55489	1586820	0.965031
CX11292	CX11262	49375	1586748	0.968883
CX11292	CX11264	44648	1588281	0.971889
CX11292	CX11271	35911	1588979	0.9774
CX11292	CX11276	43076	1586192	0.972843
CX11292	CX11285	67119	1587125	0.95771
CX11307	AB1	90990	1582949	0.942519
CX11307	AB3	67917	1576873	0.956929
CX11307	AB4	68514	1583756	0.95674
CX11307	BRC20067	71863	1578645	0.954478
CX11307	BRC20113	72103	1582801	0.954446
CX11307	BRC20231	110972	1579719	0.929752
CX11307	BRC20263	72691	1582801	0.954074
CX11307	CB4851	105855	1583176	0.933138
CX11307	CB4852	77152	1583761	0.951286
CX11307	CB4853	69983	1583940	0.955817
CX11307	CB4854	83245	1580610	0.947334
CX11307	CB4855	77071	1580516	0.951237
CX11307	CB4856	118041	1575694	0.925086
CX11307	CB4932	85287	1583259	0.946132
CX11307	CX11254	56994	1581925	0.963972
CX11307	CX11262	69696	1581602	0.955933
CX11307	CX11264	71055	1583088	0.955116
CX11307	CX11271	59243	1583809	0.962595
CX11307	CX11276	61603	1581071	0.961037
CX11307	CX11285	92911	1581991	0.94127
CX11307	CX11292	66490	1583979	0.958023
CX11314	AB1	77869	1587050	0.950935
CX11314	AB3	26511	1580948	0.983231
CX11314	AB4	26444	1587864	0.983346
CX11314	BRC20067	58049	1582726	0.963323
CX11314	BRC20113	58257	1586901	0.963289
CX11314	BRC20231	90988	1583771	0.94255
CX11314	BRC20263	61842	1586897	0.96103
CX11314	CB4851	94785	1587261	0.940284
CX11314	CB4852	62553	1587862	0.960606
CX11314	CB4853	35269	1588041	0.977791
CX11314	CB4854	69320	1584693	0.956257
CX11314	CB4855	36380	1584800	0.977044
CX11314	CB4856	110833	1579580	0.929834
CX11314	CB4932	81959	1587359	0.948368
CX11314	CX11254	31355	1586366	0.980235
CX11314	CX11262	22935	1586287	0.985542
CX11314	CX11264	12646	1587710	0.992035
CX11314	CX11271	53702	1587878	0.96618
CX11314	CX11276	53750	1585096	0.96609
CX11314	CX11285	75358	1586019	0.952486
CX11314	CX11292	34495	1588081	0.978279
CX11314	CX11307	62511	1582930	0.960509
CX11315	AB1	72121	1584065	0.954471
CX11315	AB3	33791	1578018	0.978586
CX11315	AB4	33932	1584872	0.97859
CX11315	BRC20067	56246	1579805	0.964397
CX11315	BRC20113	56514	1583915	0.96432
CX11315	BRC20231	98639	1580754	0.9376
CX11315	BRC20263	61217	1584007	0.961353
CX11315	CB4851	85500	1584287	0.946033
CX11315	CB4852	56237	1584873	0.964516
CX11315	CB4853	41681	1585052	0.973704
CX11315	CB4854	64857	1581763	0.958997
CX11315	CB4855	39087	1581968	0.975292
CX11315	CB4856	110902	1576661	0.92966
CX11315	CB4932	72021	1584369	0.954543
CX11315	CX11254	46319	1583657	0.970752
CX11315	CX11262	38298	1583374	0.975812
CX11315	CX11264	21195	1584914	0.986627
CX11315	CX11271	49447	1584890	0.968801
CX11315	CX11276	43744	1582248	0.972353
CX11315	CX11285	68026	1583076	0.957029
CX11315	CX11292	41756	1585091	0.973657
CX11315	CX11307	73507	1579936	0.953475
CX11315	CX11314	29260	1584700	0.981536
DL200	AB1	66329	1586838	0.958201
DL200	AB3	61654	1580732	0.960997
DL200	AB4	62108	1587641	0.96088
DL200	BRC20067	54489	1582525	0.965568
DL200	BRC20113	54711	1586690	0.965519
DL200	BRC20231	108457	1583516	0.931509
DL200	BRC20263	74775	1586693	0.952874
DL200	CB4851	78591	1587046	0.95048
DL200	CB4852	56238	1587649	0.964578
DL200	CB4853	61420	1587822	0.961318
DL200	CB4854	66246	1584512	0.958192
DL200	CB4855	69349	1584399	0.95623
DL200	CB4856	114240	1579374	0.927668
DL200	CB4932	57976	1587143	0.963471
DL200	CX11254	72411	1585521	0.95433
DL200	CX11262	78946	1585432	0.950205
DL200	CX11264	76104	1586959	0.952044
DL200	CX11271	55594	1587655	0.964984
DL200	CX11276	59953	1584888	0.962172
DL200	CX11285	82138	1585800	0.948204
DL200	CX11292	55794	1587864	0.964862
DL200	CX11307	78497	1582665	0.950402
DL200	CX11314	77288	1586762	0.951292
DL200	CX11315	69835	1583807	0.955907
DL226	AB1	63810	1586390	0.959777
DL226	AB3	35446	1580288	0.97757
DL226	AB4	35666	1587191	0.977529
DL226	BRC20067	52509	1582054	0.96681
DL226	BRC20113	52783	1586234	0.966724
DL226	BRC20231	98964	1583068	0.937486
DL226	BRC20263	60992	1586237	0.961549
DL226	CB4851	83139	1586617	0.9476
DL226	CB4852	51876	1587193	0.967316
DL226	CB4853	36227	1587369	0.977178
DL226	CB4854	58551	1584027	0.963037
DL226	CB4855	42974	1584457	0.972878
DL226	CB4856	117299	1579015	0.925714
DL226	CB4932	71889	1586694	0.954693
DL226	CX11254	60536	1585056	0.961808
DL226	CX11262	53250	1585145	0.966407
DL226	CX11264	56552	1586547	0.964355
DL226	CX11271	58984	1587199	0.962838
DL226	CX11276	56978	1584481	0.96404
DL226	CX11285	64999	1585471	0.959003
DL226	CX11292	37086	1587410	0.976637
DL226	CX11307	77539	1582399	0.950999
DL226	CX11314	51812	1586318	0.967338
DL226	CX11315	54067	1583373	0.965853
DL226	DL200	70053	1586095	0.955833
DL238	AB1	123635	1576547	0.921579
DL238	AB3	129106	1570437	0.91779
DL238	AB4	129817	1577319	0.917698
DL238	BRC20067	125997	1572228	0.919861
DL238	BRC20113	126424	1576391	0.919802
DL238	BRC20231	120915	1573498	0.923155
DL238	BRC20263	119449	1576470	0.92423
DL238	CB4851	133144	1576736	0.915557
DL238	CB4852	126818	1577343	0.9196
DL238	CB4853	129850	1577503	0.917686
DL238	CB4854	132854	1574231	0.915607
DL238	CB4855	129222	1574188	0.917912
DL238	CB4856	116665	1569792	0.925681
DL238	CB4932	123183	1576824	0.921879
DL238	CX11254	125784	1575247	0.92015
DL238	CX11262	126196	1575402	0.919896
DL238	CX11264	128296	1576652	0.918628
DL238	CX11271	123817	1577328	0.921502
DL238	CX11276	128537	1574626	0.91837
DL238	CX11285	127401	1575674	0.919145
DL238	CX11292	127819	1577538	0.918976
DL238	CX11307	128039	1572567	0.91858
DL238	CX11314	128131	1576447	0.918722
DL238	CX11315	126385	1573545	0.919681
DL238	DL200	128129	1576233	0.918712
DL238	DL226	132923	1575850	0.91565
ECA243	AB1	62163	1586075	0.960807
ECA243	AB3	79872	1579976	0.949447
ECA243	AB4	80468	1586879	0.949292
ECA243	BRC20067	74729	1581818	0.952758
ECA243	BRC20113	75066	1585941	0.952668
ECA243	BRC20231	106312	1582750	0.932831
ECA243	BRC20263	90948	1585920	0.942653
ECA243	CB4851	60	1587010	0.999962
ECA243	CB4852	51801	1586885	0.967357
ECA243	CB4853	79704	1587058	0.949779
ECA243	CB4854	78090	1583711	0.950692
ECA243	CB4855	80453	1583615	0.949197
ECA243	CB4856	117820	1578607	0.925365
ECA243	CB4932	48162	1586384	0.96964
ECA243	CX11254	95931	1584764	0.939467
ECA243	CX11262	95966	1584674	0.939441
ECA243	CX11264	94721	1586196	0.940284
ECA243	CX11271	80081	1586889	0.949536
ECA243	CX11276	88231	1584138	0.944303
ECA243	CX11285	95548	1585062	0.93972
ECA243	CX11292	73181	1587100	0.95389
ECA243	CX11307	105621	1581913	0.933232
ECA243	CX11314	94546	1585993	0.940387
ECA243	CX11315	85280	1583065	0.94613
ECA243	DL200	78382	1585793	0.950572
ECA243	DL226	82903	1585356	0.947707
ECA243	DL238	132928	1575484	0.915627
ECA244	AB1	40733	1587338	0.974339
ECA244	AB3	47179	1581239	0.970163
ECA244	AB4	47587	1588145	0.970036
ECA244	BRC20067	41655	1583050	0.973687
ECA244	BRC20113	41863	1587189	0.973624
ECA244	BRC20231	101609	1584012	0.935853
ECA244	BRC20263	62752	1587185	0.960463
ECA244	CB4851	34095	1587549	0.978523
ECA244	CB4852	20331	1588150	0.987198
ECA244	CB4853	46746	1588326	0.970569
ECA244	CB4854	47565	1584976	0.96999
ECA244	CB4855	54261	1584887	0.965763
ECA244	CB4856	112167	1579854	0.929002
ECA244	CB4932	39029	1587647	0.975417
ECA244	CX11254	63922	1586010	0.959696
ECA244	CX11262	63675	1585929	0.95985
ECA244	CX11264	64698	1587461	0.959244
ECA244	CX11271	51264	1588158	0.967721
ECA244	CX11276	55366	1585411	0.965078
ECA244	CX11285	78759	1586301	0.950351
ECA244	CX11292	40297	1588367	0.97463
ECA244	CX11307	75879	1583162	0.952071
ECA244	CX11314	61705	1587268	0.961125
ECA244	CX11315	55265	1584345	0.965118
ECA244	DL200	58715	1587057	0.963004
ECA244	DL226	54959	1586591	0.96536
ECA244	DL238	125976	1576717	0.920102
ECA244	ECA243	33920	1586316	0.978617
ECA245	AB1	59780	1587478	0.962343
ECA245	AB3	10265	1581395	0.993509
ECA245	AB4	10148	1588291	0.993611
ECA245	BRC20067	38127	1583175	0.975917
ECA245	BRC20113	38316	1587330	0.975861
ECA245	BRC20231	97950	1584155	0.938169
ECA245	BRC20263	52682	1587329	0.966811
ECA245	CB4851	79767	1587690	0.949759
ECA245	CB4852	42755	1588289	0.973081
ECA245	CB4853	51	1588606	0.999968
ECA245	CB4854	49055	1585115	0.969053
ECA245	CB4855	31240	1585037	0.980291
ECA245	CB4856	113465	1580002	0.928187
ECA245	CB4932	68361	1587786	0.956946
ECA245	CX11254	46361	1586166	0.970772
ECA245	CX11262	44817	1586082	0.971744
ECA245	CX11264	43871	1587600	0.972366
ECA245	CX11271	45331	1588297	0.971459
ECA245	CX11276	37642	1585547	0.976259
ECA245	CX11285	60549	1586442	0.961833
ECA245	CX11292	22616	1588507	0.985763
ECA245	CX11307	69875	1583311	0.955868
ECA245	CX11314	35187	1587421	0.977834
ECA245	CX11315	41572	1584467	0.973763
ECA245	DL200	61274	1587188	0.961395
ECA245	DL226	36171	1586744	0.977204
ECA245	DL238	129693	1576861	0.917752
ECA245	ECA243	79545	1586441	0.949859
ECA245	ECA244	46594	1587706	0.970653
ECA246	AB1	59830	1587873	0.962321
ECA246	AB3	10280	1581788	0.993501
ECA246	AB4	10162	1588686	0.993604
ECA246	BRC20067	38155	1583547	0.975905
ECA246	BRC20113	38344	1587727	0.97585
ECA246	BRC20231	98016	1584549	0.938143
ECA246	BRC20263	52713	1587725	0.9668
ECA246	CB4851	79819	1588084	0.949739
ECA246	CB4852	42794	1588685	0.973063
ECA246	CB4853	49	1588998	0.999969
ECA246	CB4854	49080	1585514	0.969045
ECA246	CB4855	31256	1585437	0.980286
ECA246	CB4856	113536	1580398	0.92816
ECA246	CB4932	68416	1588182	0.956922
ECA246	CX11254	46377	1586549	0.970769
ECA246	CX11262	44839	1586483	0.971737
ECA246	CX11264	43880	1587997	0.972368
ECA246	CX11271	45364	1588691	0.971446
ECA246	CX11276	37665	1585941	0.976251
ECA246	CX11285	60587	1586840	0.961819
ECA246	CX11292	22645	1588903	0.985748
ECA246	CX11307	69901	1583700	0.955862
ECA246	CX11314	35194	1587807	0.977835
ECA246	CX11315	41590	1584846	0.973758
ECA246	DL200	61327	1587583	0.961371
ECA246	DL226	36187	1587139	0.9772
ECA246	DL238	129757	1577252	0.917732
ECA246	ECA243	79596	1586815	0.949839
ECA246	ECA244	46640	1588083	0.970631
ECA246	ECA245	32	1588425	0.99998
ECA247	AB1	63512	1584395	0.959914
ECA247	AB3	423	1578400	0.999732
ECA247	AB4	53	1585211	0.999967
ECA247	BRC20067	39937	1580212	0.974727
ECA247	BRC20113	40123	1584250	0.974674
ECA247	BRC20231	96393	1581081	0.939033
ECA247	BRC20263	54817	1584247	0.965399
ECA247	CB4851	80391	1584604	0.949267
ECA247	CB4852	45589	1585206	0.971241
ECA247	CB4853	10281	1585387	0.993515
ECA247	CB4854	55154	1582052	0.965138
ECA247	CB4855	23892	1581968	0.984897
ECA247	CB4856	113741	1576920	0.927871
ECA247	CB4932	68395	1584703	0.95684
ECA247	CX11254	48003	1583111	0.969678
ECA247	CX11262	41498	1583014	0.973785
ECA247	CX11264	36498	1584536	0.976966
ECA247	CX11271	39538	1585220	0.975058
ECA247	CX11276	36073	1582564	0.977206
ECA247	CX11285	61038	1583368	0.961451
ECA247	CX11292	12611	1585433	0.992046
ECA247	CX11307	68386	1580257	0.956725
ECA247	CX11314	26464	1584416	0.983297
ECA247	CX11315	33855	1581653	0.978595
ECA247	DL200	61901	1584114	0.960924
ECA247	DL226	35597	1583660	0.977522
ECA247	DL238	129432	1573792	0.917758
ECA247	ECA243	80164	1583462	0.949374
ECA247	ECA244	47369	1584712	0.970109
ECA247	ECA245	10226	1584852	0.993548
ECA247	ECA246	10234	1585196	0.993544
ECA248	AB1	67186	1582103	0.957534
ECA248	AB3	23632	1576192	0.985007
ECA248	AB4	23740	1582917	0.985002
ECA248	BRC20067	46195	1578008	0.970726
ECA248	BRC20113	46412	1581962	0.970662
ECA248	BRC20231	96702	1578890	0.938753
ECA248	BRC20263	57927	1581994	0.963384
ECA248	CB4851	80506	1582311	0.949121
ECA248	CB4852	53594	1582915	0.966142
ECA248	CB4853	31182	1583091	0.980303
ECA248	CB4854	62384	1579773	0.960511
ECA248	CB4855	77	1580994	0.999951
ECA248	CB4856	114997	1574681	0.926971
ECA248	CB4932	70191	1582418	0.955643
ECA248	CX11254	53182	1581050	0.966363
ECA248	CX11262	44183	1581280	0.972059
ECA248	CX11264	42527	1582397	0.973125
ECA248	CX11271	48175	1582919	0.969566
ECA248	CX11276	48331	1580283	0.969416
ECA248	CX11285	64467	1581248	0.95923
ECA248	CX11292	30882	1583130	0.980493
ECA248	CX11307	76874	1577961	0.951283
ECA248	CX11314	36238	1582263	0.977097
ECA248	CX11315	38883	1579562	0.975384
ECA248	DL200	69130	1581849	0.956298
ECA248	DL226	42819	1581901	0.972932
ECA248	DL238	128926	1571650	0.917968
ECA248	ECA243	80273	1581141	0.949231
ECA248	ECA244	54132	1582401	0.965791
ECA248	ECA245	31089	1582540	0.980355
ECA248	ECA246	31111	1582883	0.980345
ECA248	ECA247	23786	1579667	0.984942
ECA249	AB1	61968	1588201	0.960982
ECA249	AB3	4658	1582102	0.997056
ECA249	AB4	4489	1589010	0.997175
ECA249	BRC20067	36171	1583871	0.977163
ECA249	BRC20113	36331	1588052	0.977122
ECA249	BRC20231	95568	1584878	0.9397
ECA249	BRC20263	51028	1588048	0.967867
ECA249	CB4851	79405	1588412	0.95001
ECA249	CB4852	44472	1589013	0.972013
ECA249	CB4853	11557	1589202	0.992728
ECA249	CB4854	54289	1585834	0.965766
ECA249	CB4855	28198	1585746	0.982218
ECA249	CB4856	114228	1580721	0.927737
ECA249	CB4932	67347	1588510	0.957604
ECA249	CX11254	46173	1586867	0.970903
ECA249	CX11262	39187	1586799	0.975304
ECA249	CX11264	36926	1588326	0.976752
ECA249	CX11271	42439	1589018	0.973292
ECA249	CX11276	36216	1586242	0.977169
ECA249	CX11285	58483	1587175	0.963153
ECA249	CX11292	17028	1589231	0.989285
ECA249	CX11307	69395	1584024	0.956191
ECA249	CX11314	29174	1588131	0.98163
ECA249	CX11315	33583	1585137	0.978814
ECA249	DL200	59352	1587908	0.962623
ECA249	DL226	33558	1587456	0.978861
ECA249	DL238	129582	1577580	0.91786
ECA249	ECA243	79180	1587142	0.950112
ECA249	ECA244	46295	1588410	0.970855
ECA249	ECA245	11545	1588570	0.992732
ECA249	ECA246	11555	1588957	0.992728
ECA249	ECA247	4596	1585480	0.997101
ECA249	ECA248	28098	1583188	0.982252
ECA250	AB1	61358	1581631	0.961206
ECA250	AB3	4608	1575730	0.997076
ECA250	AB4	4440	1582440	0.997194
ECA250	BRC20067	35778	1577579	0.977321
ECA250	BRC20113	35929	1581482	0.977281
ECA250	BRC20231	94916	1578319	0.939863
ECA250	BRC20263	50582	1581482	0.968016
ECA250	CB4851	78667	1581839	0.950269
ECA250	CB4852	43926	1582441	0.972242
ECA250	CB4853	11427	1582628	0.99278
ECA250	CB4854	53681	1579299	0.96601
ECA250	CB4855	27903	1579229	0.982331
ECA250	CB4856	113388	1574178	0.92797
ECA250	CB4932	66638	1581938	0.957876
ECA250	CX11254	45782	1580369	0.971031
ECA250	CX11262	38821	1580268	0.975434
ECA250	CX11264	36601	1581762	0.976861
ECA250	CX11271	42039	1582448	0.973434
ECA250	CX11276	35888	1579851	0.977284
ECA250	CX11285	58043	1580609	0.963278
ECA250	CX11292	16812	1582657	0.989377
ECA250	CX11307	68869	1577472	0.956342
ECA250	CX11314	28947	1581594	0.981698
ECA250	CX11315	33230	1578861	0.978953
ECA250	DL200	58815	1581389	0.962808
ECA250	DL226	33210	1580899	0.978993
ECA250	DL238	128656	1571060	0.918109
ECA250	ECA243	78450	1580708	0.95037
ECA250	ECA244	45712	1581974	0.971104
ECA250	ECA245	11378	1582090	0.992808
ECA250	ECA246	11397	1582429	0.992798
ECA250	ECA247	4520	1579436	0.997138
ECA250	ECA248	27796	1577186	0.982376
ECA250	ECA249	38	1582749	0.999976
ECA251	AB1	63954	1588184	0.959731
ECA251	AB3	395	1582083	0.99975
ECA251	AB4	25	1589000	0.999984
ECA251	BRC20067	40247	1583850	0.974589
ECA251	BRC20113	40444	1588037	0.974532
ECA251	BRC20231	96855	1584859	0.938887
ECA251	BRC20263	55161	1588033	0.965265
ECA251	CB4851	80893	1588395	0.949072
ECA251	CB4852	45998	1588996	0.971052
ECA251	CB4853	10320	1589176	0.993506
ECA251	CB4854	55573	1585816	0.964956
ECA251	CB4855	23995	1585731	0.984868
ECA251	CB4856	114304	1580698	0.927688
ECA251	CB4932	68884	1588493	0.956636
ECA251	CX11254	48277	1586848	0.969577
ECA251	CX11262	41735	1586778	0.973698
ECA251	CX11264	36684	1588324	0.976904
ECA251	CX11271	39809	1589010	0.974947
ECA251	CX11276	36277	1586224	0.97713
ECA251	CX11285	61393	1587150	0.961319
ECA251	CX11292	12730	1589219	0.99199
ECA251	CX11307	68695	1584006	0.956632
ECA251	CX11314	26599	1588178	0.983252
ECA251	CX11315	34094	1585187	0.978492
ECA251	DL200	62296	1587890	0.960768
ECA251	DL226	35843	1587439	0.977421
ECA251	DL238	130002	1577559	0.917593
ECA251	ECA243	80659	1587125	0.949179
ECA251	ECA244	47784	1588394	0.969917
ECA251	ECA245	10309	1588538	0.99351
ECA251	ECA246	10320	1588936	0.993505
ECA251	ECA247	44	1585556	0.999972
ECA251	ECA248	23922	1583162	0.98489
ECA251	ECA249	4648	1589259	0.997075
ECA251	ECA250	4602	1582692	0.997092
ECA252	AB1	46821	1586094	0.97048
ECA252	AB3	58360	1580018	0.963064
ECA252	AB4	58792	1586898	0.962952
ECA252	BRC20067	52859	1581848	0.966584
ECA252	BRC20113	53080	1585942	0.966531
ECA252	BRC20231	97853	1582767	0.938176
ECA252	BRC20263	73908	1585940	0.953398
