sample_i	sample_j	discordance	number_of_sites	concordance
JU751	BRC20231	149455	2758408	0.945818
JU751	BRC20263	89953	2805529	0.967937
JU751	CB4852	99698	2864419	0.965194
JU751	CB4854	105384	2828749	0.962745
JU751	CB4856	168696	2781372	0.939348
JU751	CB4932	115837	2849490	0.959348
JU751	CX11254	100482	2742085	0.963356
JU751	CX11262	110871	2780104	0.96012
JU751	CX11264	124296	2823826	0.955983
JU751	CX11271	90908	2856624	0.968176
JU751	CX11276	86474	2716810	0.968171
JU751	CX11285	109682	2819302	0.961096
JU751	CX11292	85339	2866398	0.970228
JU751	CX11307	119282	2794458	0.957315
JU751	CX11314	96530	2800494	0.965531
JU751	CX11315	98051	2690244	0.963553
JU751	DL200	118673	2724693	0.956445
JU751	DL226	94729	2821831	0.96643
JU751	DL238	174609	2774556	0.937068
JU751	ECA189	135667	2549228	0.946781
JU751	ECA190	144669	2652445	0.945458
JU751	ECA192	106880	2147987	0.950242
JU751	ECA193	142918	2644634	0.945959
JU751	ECA243	139050	2855971	0.951313
JU751	ECA245	82134	2753811	0.970174
JU751	ECA246	87186	2859224	0.969507
JU751	ECA248	90261	2842871	0.96825
JU751	ECA249	87376	2855840	0.969404
JU751	ECA250	77838	2620160	0.970293
JU751	ECA251	76547	2855615	0.973194
JU751	ECA252	115088	2727258	0.957801
JU751	ECA253	106262	2808417	0.962163
JU751	ECA254	107829	2843352	0.962077
JU751	ECA259	118922	2814882	0.957752
JU751	ECA36	344880	2677668	0.871201
JU751	ED3005	74050	2806432	0.973614
JU751	ED3011	71637	2652647	0.972994
JU751	ED3012	109477	2848703	0.96157
JU751	ED3017	119304	2833436	0.957894
JU751	ED3021	70106	2707608	0.974108
JU751	ED3040	106033	2843291	0.962708
JU751	ED3042	90330	2732899	0.966947
JU751	ED3046	109892	2816634	0.960985
JU751	ED3048	91632	2764540	0.966855
JU751	ED3049	109330	2818521	0.96121
JU751	ED3052	112055	2838510	0.960523
JU751	ED3057	86559	2733681	0.968336
JU751	ED3072	86391	2730707	0.968363
JU751	ED3073	92540	2837557	0.967387
JU751	ED3077	114523	2816533	0.959339
JU751	EG4347	97522	2855781	0.965851
JU751	EG4348	50771	1620076	0.968661
JU751	EG4349	97484	2759566	0.964674
JU751	EG4724	120032	2807093	0.95724
JU751	EG4725	146522	2765409	0.947016
JU751	EG4946	81640	2864200	0.971496
JU751	GXW1	108716	2841478	0.96174
JU751	JT11398	109684	2847951	0.961487
JU751	JU1088	109544	2831283	0.961309
JU751	JU1172	83738	2812742	0.970229
JU751	JU1200	106675	2873738	0.962879
JU751	JU1212	123184	2570510	0.952078
JU751	JU1213	106486	2596840	0.958994
JU751	JU1242	122357	2774993	0.955907
JU751	JU1246	132194	2688340	0.950827
JU751	JU1395	73201	2783522	0.973702
JU751	JU1400	114786	2810187	0.959154
JU751	JU1401	89491	2748059	0.967435
JU751	JU1409	95215	2851338	0.966607
JU751	JU1440	96418	2847158	0.966135
JU751	JU1491	119487	2823322	0.957679
JU751	JU1516	120346	2817400	0.957285
JU751	JU1530	103736	2849022	0.963589
JU751	JU1568	106570	2803670	0.961989
JU751	JU1580	143395	2825711	0.949253
JU751	JU1581	123130	2840504	0.956652
JU751	JU1586	114645	2867881	0.960024
JU751	JU1652	108327	2786499	0.961124
JU751	JU1656	102075	2508148	0.959303
JU751	JU1666	131216	2804472	0.953212
JU751	JU1762	119788	2786324	0.957009
JU751	JU1770	121129	2795106	0.956664
JU751	JU1792	117946	2838499	0.958448
JU751	JU1793	126596	2585758	0.951041
JU751	JU1807	122155	2828858	0.956818
JU751	JU1808	94702	2840149	0.966656
JU751	JU1893	159214	238572	0.332638
JU751	JU1896	124083	2835190	0.956235
JU751	JU1920	142616	2751596	0.94817
JU751	JU1922	139949	2732488	0.948783
JU751	JU1924	115143	2716596	0.957615
JU751	JU1929	139895	2732908	0.948811
JU751	JU1934	110815	2696658	0.958907
JU751	JU1960	76734	2856108	0.973133
JU751	JU2001	129958	2806481	0.953694
JU751	JU2007	102192	2844522	0.964074
JU751	JU2016	81118	2839598	0.971433
JU751	JU2017	105181	2813826	0.96262
JU751	JU2106	142963	2772070	0.948427
JU751	JU2131	137770	2777726	0.950402
JU751	JU2139	133178	2651313	0.949769
JU751	JU2141	118063	2808185	0.957958
JU751	JU2151	114159	2710397	0.957881
JU751	JU2234	109049	2612391	0.958257
JU751	JU2250	123182	2806753	0.956112
JU751	JU2257	113495	2692646	0.95785
JU751	JU2287	104287	2514363	0.958523
JU751	JU2316	168237	2624529	0.935898
JU751	JU2460	125624	2831364	0.955631
JU751	JU2461	108801	167584	0.350767
JU751	JU2464	91723	2644331	0.965313
JU751	JU2466	87664	2695486	0.967477
JU751	JU2467	99576	2796720	0.964395
JU751	JU2468	96011	2729685	0.964827
JU751	JU2478	102034	2848077	0.964174
JU751	JU2513	101239	2791998	0.96374
JU751	JU2519	138043	2513533	0.94508
JU751	JU2522	108711	2772952	0.960796
JU751	JU2526	189045	2675681	0.929347
JU751	JU2527	125071	2828475	0.955781
JU751	JU2534	94372	2854516	0.966939
JU751	JU2565	113214	2834258	0.960055
JU751	JU2566	121225	2857591	0.957578
JU751	JU2570	122473	2825144	0.956649
JU751	JU2572	114288	2770095	0.958742
JU751	JU2575	116218	2849126	0.959209
JU751	JU2576	120733	2818100	0.957158
JU751	JU2578	94574	2825498	0.966528
JU751	JU258	139929	2770081	0.949486
JU751	JU2581	35175	1895759	0.981445
JU751	JU2586	104308	2781233	0.962496
JU751	JU2587	55346	2216071	0.975025
JU751	JU2592	116769	2810470	0.958452
JU751	JU2593	57212	2846669	0.979902
JU751	JU2600	120751	2795523	0.956806
JU751	JU2604	142415	2753668	0.948282
JU751	JU2605	95906	2167587	0.955754
JU751	JU2610	121672	2801149	0.956564
JU751	JU2611	120520	2850449	0.957719
JU751	JU2619	26776	944042	0.971637
JU751	JU263	97204	2749847	0.964651
JU751	JU2771	98976	157382	0.37111
JU751	JU2800	116992	2829254	0.958649
JU751	JU2802	112871	2764837	0.959176
JU751	JU2811	106406	2795288	0.961934
JU751	JU2825	111536	2535124	0.956004
JU751	JU2828	44674	1923434	0.976774
JU751	JU2829	72980	2833506	0.974244
JU751	JU2830	70702	2779572	0.974564
JU751	JU2838	116872	2815201	0.958485
JU751	JU2841	120118	2801942	0.95713
JU751	JU2853	90854	2694162	0.966277
JU751	JU2860	79073	2285717	0.965406
JU751	JU2862	105335	2840998	0.962923
JU751	JU2866	103917	2839428	0.963402
JU751	JU2878	119910	2818716	0.957459
JU751	JU2879	121971	2812385	0.956631
JU751	JU300	96596	2739226	0.964736
JU751	JU310	103234	2844834	0.963712
JU751	JU311	108201	2766259	0.960885
JU751	JU312	113217	2849541	0.960268
JU751	JU315	112907	2844174	0.960302
JU751	JU319	106308	2752747	0.961381
JU751	JU322	98723	2717805	0.963675
JU751	JU323	103383	2812394	0.96324
JU751	JU345	102258	2783170	0.963258
JU751	JU346	104978	2840968	0.963049
JU751	JU360	83031	2844565	0.970811
JU751	JU361	102079	2751754	0.962904
JU751	JU363	81558	2817441	0.971052
JU751	JU367	106920	2850194	0.962487
JU751	JU393	100673	2702029	0.962742
JU751	JU394	133549	2813716	0.952536
JU751	JU397	121720	2771532	0.956082
JU751	JU400	125695	2720375	0.953795
JU751	JU406	111474	2686949	0.958513
JU751	JU440	114897	2854414	0.959748
JU751	JU533	112675	2696902	0.958221
JU751	JU561	103666	2780321	0.962714
JU751	JU642	98369	2845242	0.965427
JU774	AB1	95312	2982915	0.968047
JU774	AB2	96168	2946660	0.967364
JU774	AB3	89126	2784688	0.967994
JU774	AB4	98433	2977283	0.966939
JU774	BRC20067	85829	2694512	0.968147
JU774	BRC20113	96736	2953604	0.967248
JU774	BRC20231	165320	2830766	0.941599
JU774	BRC20263	105627	2909109	0.963691
JU774	CB4852	103514	2997330	0.965465
JU774	CB4854	109374	2911285	0.962431
JU774	CB4856	174128	2902935	0.940017
JU774	CB4932	128104	2972816	0.956908
JU774	CX11254	107516	2756280	0.960992
JU774	CX11262	119996	2818000	0.957418
JU774	CX11264	136902	2935980	0.953371
JU774	CX11271	97190	2976380	0.967346
JU774	CX11276	108771	2723016	0.960055
JU774	CX11285	109893	2932929	0.962531
JU774	CX11292	98548	2994370	0.967089
JU774	CX11307	130562	2831288	0.953886
JU774	CX11314	97877	2839528	0.965531
JU774	CX11315	116749	2682500	0.956478
JU774	DL200	125644	2749474	0.954303
JU774	DL226	108549	2891200	0.962455
JU774	DL238	178068	2887127	0.938323
JU774	ECA189	134517	2567119	0.9476
JU774	ECA190	144288	2669751	0.945955
JU774	ECA192	103781	2153738	0.951814
JU774	ECA193	143586	2662992	0.946081
JU774	ECA243	146953	2984889	0.950768
JU774	ECA245	95726	2761203	0.965332
JU774	ECA246	106351	2970215	0.964194
JU774	ECA248	108073	2949188	0.963355
JU774	ECA249	105939	2946625	0.964047
JU774	ECA250	91485	2619539	0.965076
JU774	ECA251	96048	2935266	0.967278
JU774	ECA252	113434	2748529	0.958729
JU774	ECA253	107893	2841864	0.962034
JU774	ECA254	111522	2925540	0.96188
JU774	ECA259	119017	2910859	0.959113
JU774	ECA36	345732	2773281	0.875335
JU774	ED3005	91227	2810447	0.96754
JU774	ED3011	85426	2651072	0.967777
JU774	ED3012	116917	2972518	0.960667
JU774	ED3017	122930	2963561	0.958519
JU774	ED3021	88154	2747907	0.96792
JU774	ED3040	95182	2984326	0.968106
JU774	ED3042	92981	2809440	0.966904
JU774	ED3046	115031	2939908	0.960873
JU774	ED3048	91608	2792336	0.967193
JU774	ED3049	115085	2941347	0.960873
JU774	ED3052	109652	2946369	0.962784
JU774	ED3057	91296	2826471	0.9677
JU774	ED3072	91056	2823188	0.967747
JU774	ED3073	98261	2976598	0.966989
JU774	ED3077	114989	2959647	0.961148
JU774	EG4347	108676	2975875	0.963481
JU774	EG4348	65719	1704397	0.961441
JU774	EG4349	117706	2810539	0.95812
JU774	EG4724	124353	2942043	0.957732
JU774	EG4725	145773	2883486	0.949446
JU774	EG4946	93567	2980323	0.968605
JU774	GXW1	105515	2971112	0.964486
JU774	JT11398	114511	2940483	0.961057
JU774	JU1088	110642	2956983	0.962583
JU774	JU1172	93175	2864581	0.967473
JU774	JU1200	112354	3009061	0.962661
JU774	JU1212	141425	2581276	0.945211
JU774	JU1213	127872	2607500	0.95096
JU774	JU1242	123221	2808327	0.956123
JU774	JU1246	148664	2701405	0.944968
JU774	JU1395	80853	2905523	0.972173
JU774	JU1400	117759	2944402	0.960006
JU774	JU1401	89640	2827801	0.9683
JU774	JU1409	96269	2984365	0.967742
JU774	JU1440	85416	2955084	0.971095
JU774	JU1491	108520	2958843	0.963324
JU774	JU1516	130055	2910589	0.955317
JU774	JU1530	112886	2983215	0.96216
JU774	JU1568	116833	2832032	0.958746
JU774	JU1580	168563	2949080	0.942842
JU774	JU1581	134826	2969089	0.95459
JU774	JU1586	125026	2991567	0.958207
JU774	JU1652	131285	2867844	0.954222
JU774	JU1656	126693	2577778	0.950852
JU774	JU1666	142072	2905817	0.951108
JU774	JU1762	148931	2884375	0.948366
JU774	JU1770	150250	2891201	0.948032
JU774	JU1792	131802	2927698	0.954981
JU774	JU1793	145778	2639107	0.944762
JU774	JU1807	132706	2935247	0.954789
JU774	JU1808	110645	2952236	0.962522
JU774	JU1893	159183	238623	0.33291
JU774	JU1896	143324	2942512	0.951292
JU774	JU1920	164642	2828977	0.941802
JU774	JU1922	162901	2822727	0.942289
JU774	JU1924	127493	2776341	0.954079
JU774	JU1929	162548	2819778	0.942354
JU774	JU1934	118300	2777662	0.95741
JU774	JU1960	97105	2952958	0.967116
JU774	JU2001	118349	2931652	0.959631
JU774	JU2007	100146	2969419	0.966274
JU774	JU2016	93982	2933926	0.967967
JU774	JU2017	121332	2904215	0.958222
JU774	JU2106	163802	2857036	0.942667
JU774	JU2131	131843	2884496	0.954293
JU774	JU2139	152089	2697810	0.943625
JU774	JU2141	128177	2892200	0.955682
JU774	JU2151	127835	2785901	0.954114
JU774	JU2234	115045	2660901	0.956765
JU774	JU2250	130071	2903589	0.955203
JU774	JU2257	120979	2779585	0.956476
JU774	JU2287	109741	2561942	0.957165
JU774	JU2316	172406	2673462	0.935512
JU774	JU2460	133614	2947336	0.954666
JU774	JU2461	108812	167634	0.350895
JU774	JU2464	99402	2660011	0.962631
JU774	JU2466	86292	2725079	0.968334
JU774	JU2467	109824	2864042	0.961654
JU774	JU2468	104673	2762661	0.962112
JU774	JU2478	110872	2961121	0.962557
JU774	JU2513	100051	2851764	0.964916
JU774	JU2519	115762	2547062	0.954551
JU774	JU2522	96453	2833385	0.965958
JU774	JU2526	184111	2716252	0.932219
JU774	JU2527	132750	2940596	0.954856
JU774	JU2534	108640	2954654	0.963231
JU774	JU2565	128681	2933631	0.956136
JU774	JU2566	124030	2971288	0.958257
JU774	JU2570	131481	2914097	0.954881
JU774	JU2572	113168	2860369	0.960436
JU774	JU2575	119924	2946635	0.959301
JU774	JU2576	134653	2907911	0.953694
JU774	JU2578	106255	2924354	0.963665
JU774	JU258	156959	2848930	0.944906
JU774	JU2581	70378	1915949	0.963267
JU774	JU2586	112659	2885617	0.960958
JU774	JU2587	74120	2222730	0.966654
JU774	JU2592	118144	2893859	0.959174
JU774	JU2593	122877	2912939	0.957817
JU774	JU2600	137198	2916479	0.952958
JU774	JU2604	166188	2850742	0.941704
JU774	JU2605	110624	2196096	0.949627
JU774	JU2610	136780	2898365	0.952808
JU774	JU2611	138260	2970324	0.953453
JU774	JU2619	29971	964290	0.968919
JU774	JU263	105494	2834023	0.962776
JU774	JU2771	98984	157390	0.371091
JU774	JU2800	143674	2954838	0.951377
JU774	JU2802	136827	2857753	0.952121
JU774	JU2811	115636	2924560	0.96046
JU774	JU2825	124173	2576567	0.951807
JU774	JU2828	71464	1935380	0.963075
JU774	JU2829	128982	2910410	0.955683
JU774	JU2830	121450	2819654	0.956927
JU774	JU2838	106158	2949223	0.964005
JU774	JU2841	133323	2888770	0.953848
JU774	JU2853	93207	2736315	0.965937
JU774	JU2860	81257	2312496	0.964862
JU774	JU2862	114686	2959356	0.961246
JU774	JU2866	116674	2943403	0.960361
JU774	JU2878	104769	2953539	0.964528
JU774	JU2879	130094	2925135	0.955525
JU774	JU300	104613	2816687	0.96286
JU774	JU310	113701	2974866	0.961779
JU774	JU311	121313	2780737	0.956374
JU774	JU312	132202	2962818	0.95538
JU774	JU315	132076	2956108	0.955321
JU774	JU319	122363	2846846	0.957018
JU774	JU322	105235	2790109	0.962283
JU774	JU323	108441	2858407	0.962062
JU774	JU345	116474	2883837	0.959611
JU774	JU346	120016	2958657	0.959436
JU774	JU360	113839	2947785	0.961382
JU774	JU361	101294	2834166	0.96426
JU774	JU363	108362	2854573	0.962039
JU774	JU367	105225	2916260	0.963918
JU774	JU393	114966	2727259	0.957846
JU774	JU394	138980	2893548	0.951969
JU774	JU397	125705	2795323	0.95503
JU774	JU400	129691	2767334	0.953135
JU774	JU406	101463	2711121	0.962575
JU774	JU440	122787	2981854	0.958822
JU774	JU533	138845	2769685	0.94987
JU774	JU561	103542	2817731	0.963253
JU774	JU642	108420	2961387	0.963389
JU774	JU751	111944	2818465	0.960282
JU775	AB1	189728	2957271	0.935844
JU775	AB2	190614	2897551	0.934215
JU775	AB3	178145	2740467	0.934995
JU775	AB4	194139	2929810	0.933737
JU775	BRC20067	165099	2672463	0.938222
JU775	BRC20113	183070	2926382	0.937442
JU775	BRC20231	207715	2810543	0.926094
JU775	BRC20263	162540	2884387	0.943648
JU775	CB4852	193792	2970086	0.934752
JU775	CB4854	189058	2889222	0.934564
JU775	CB4856	211249	2886043	0.926803
JU775	CB4932	176389	2972423	0.940658
JU775	CX11254	170435	2733931	0.937659
JU775	CX11262	176262	2789573	0.936814
JU775	CX11264	185220	2908375	0.936315
JU775	CX11271	164323	2964545	0.944571
JU775	CX11276	171208	2695057	0.936473
JU775	CX11285	196553	2895006	0.932106
JU775	CX11292	183269	2967331	0.938238
JU775	CX11307	180899	2812434	0.935679
JU775	CX11314	176331	2799069	0.937004
JU775	CX11315	174337	2664094	0.93456
JU775	DL200	163635	2764208	0.940802
JU775	DL226	187158	2857758	0.934509
JU775	DL238	213703	2866048	0.925436
JU775	ECA189	181835	2546576	0.928596
JU775	ECA190	192302	2649818	0.927428
JU775	ECA192	145200	2136390	0.932035
JU775	ECA193	191111	2642562	0.92768
JU775	ECA243	207044	2975136	0.930409
JU775	ECA245	180883	2719261	0.933481
JU775	ECA246	197534	2926003	0.93249
JU775	ECA248	201366	2900352	0.930572
JU775	ECA249	191470	2898905	0.933951
JU775	ECA250	167919	2577808	0.93486
JU775	ECA251	190609	2886694	0.93397
JU775	ECA252	186283	2737251	0.931945
JU775	ECA253	181489	2826796	0.935797
JU775	ECA254	186862	2907552	0.935732
JU775	ECA259	213329	2858993	0.925383
JU775	ECA36	349700	2763917	0.873477
JU775	ED3005	177083	2774510	0.936175
JU775	ED3011	167658	2611089	0.93579
JU775	ED3012	202520	2931068	0.930906
JU775	ED3017	176731	2963996	0.940374
JU775	ED3021	171770	2712835	0.936682
JU775	ED3040	158499	2973982	0.946705
JU775	ED3042	160999	2794181	0.942381
JU775	ED3046	169558	2921585	0.941964
JU775	ED3048	160161	2776599	0.942318
JU775	ED3049	170238	2924301	0.941785
JU775	ED3052	189338	2918195	0.935118
JU775	ED3057	168743	2807653	0.939899
JU775	ED3072	168376	2804177	0.939955
JU775	ED3073	178653	2954080	0.939523
JU775	ED3077	191347	2946731	0.935065
JU775	EG4347	184473	2960880	0.937697
JU775	EG4348	94000	1713983	0.945157
JU775	EG4349	144998	2823273	0.948642
JU775	EG4724	154284	2952552	0.947746
JU775	EG4725	188727	2875335	0.934363
JU775	EG4946	193546	2927165	0.933879
JU775	GXW1	193605	2949405	0.934358
JU775	JT11398	174574	2939899	0.940619
JU775	JU1088	207131	2914162	0.928923
JU775	JU1172	182600	2821271	0.935277
JU775	JU1200	193763	2987790	0.935148
JU775	JU1212	171211	2594813	0.934018
JU775	JU1213	153223	2626878	0.941671
JU775	JU1242	165024	2811426	0.941302
JU775	JU1246	177065	2714682	0.934775
JU775	JU1395	136140	2896702	0.953002
JU775	JU1400	184858	2914085	0.936564
JU775	JU1401	162091	2816827	0.942456
JU775	JU1409	171850	2969223	0.942123
JU775	JU1440	180750	2932269	0.938358
JU775	JU1491	166384	2951421	0.943626
JU775	JU1516	177451	2901604	0.938844
JU775	JU1530	184322	2965190	0.937838
JU775	JU1568	178284	2819879	0.936776
JU775	JU1580	152438	2958061	0.948467
JU775	JU1581	182113	2959413	0.938463
JU775	JU1586	197289	2979878	0.933793
JU775	JU1652	186563	2846252	0.934453
JU775	JU1656	152704	2593399	0.941118
JU775	JU1666	178295	2914134	0.938817
JU775	JU1762	173764	2901339	0.940109
JU775	JU1770	174749	2908436	0.939917
JU775	JU1792	183690	2926100	0.937224
JU775	JU1793	135964	2667247	0.949025
JU775	JU1807	179810	2925602	0.938539
JU775	JU1808	170364	2943734	0.942127
JU775	JU1893	159403	238629	0.332005
JU775	JU1896	212517	2914591	0.927085
JU775	JU1920	148394	2859287	0.948101
JU775	JU1922	147739	2852505	0.948207
JU775	JU1924	165841	2776978	0.94028
JU775	JU1929	147220	2849602	0.948337
JU775	JU1934	160308	2779541	0.942326
JU775	JU1960	191868	2903454	0.933917
JU775	JU2001	167402	2916565	0.942603
JU775	JU2007	159066	2965857	0.946368
JU775	JU2016	178749	2893581	0.938226
JU775	JU2017	208104	2859652	0.927228
JU775	JU2106	166806	2877447	0.94203
JU775	JU2131	160787	2898815	0.944534
JU775	JU2139	139973	2727191	0.948675
JU775	JU2141	169878	2893563	0.941291
JU775	JU2151	166602	2788999	0.940265
JU775	JU2234	180739	2648529	0.931759
JU775	JU2250	165351	2905233	0.943085
JU775	JU2257	183720	2770204	0.93368
JU775	JU2287	168426	2554817	0.934075
JU775	JU2316	67736	2723392	0.975128
JU775	JU2460	167991	2950319	0.94306
JU775	JU2461	108929	167630	0.350182
JU775	JU2464	171012	2627626	0.934918
JU775	JU2466	167758	2702951	0.937935
JU775	JU2467	185665	2827628	0.934339
JU775	JU2468	178558	2728240	0.934552
JU775	JU2478	173624	2945860	0.941062
JU775	JU2513	188768	2811076	0.932848
JU775	JU2519	79816	2566100	0.968896
JU775	JU2522	129220	2837745	0.954464
JU775	JU2526	81374	2741836	0.970321
JU775	JU2527	167456	2942752	0.943095
JU775	JU2534	175998	2939901	0.940135
JU775	JU2565	186520	2925460	0.936243
JU775	JU2566	199941	2956262	0.932367
JU775	JU2570	163589	2917874	0.943936
JU775	JU2572	179327	2844865	0.936965
JU775	JU2575	181403	2935975	0.938214
JU775	JU2576	192422	2881894	0.933231
JU775	JU2578	186034	2897625	0.935798
JU775	JU258	177653	2842687	0.937505
JU775	JU2581	122515	1894932	0.935346
JU775	JU2586	122586	2900558	0.957737
JU775	JU2587	139010	2197914	0.936754
JU775	JU2592	174438	2873513	0.939295
JU775	JU2593	194764	2878564	0.93234
JU775	JU2600	174940	2915650	0.94
JU775	JU2604	149807	2880965	0.948001
JU775	JU2605	109982	2219615	0.95045
JU775	JU2610	174618	2898350	0.939753
JU775	JU2611	196782	2959419	0.933507
JU775	JU2619	55876	952177	0.941318
JU775	JU263	173126	2819352	0.938594
JU775	JU2771	99104	157389	0.370324
JU775	JU2800	189530	2945291	0.93565
JU775	JU2802	181887	2848374	0.936144
JU775	JU2811	162241	2884658	0.943757
JU775	JU2825	175535	2569652	0.931689
JU775	JU2828	118070	1916290	0.938386
JU775	JU2829	190792	2879595	0.933743
JU775	JU2830	182369	2789202	0.934616
JU775	JU2838	158104	2938131	0.946189
JU775	JU2841	204636	2864988	0.928574
JU775	JU2853	165058	2726426	0.93946
JU775	JU2860	145329	2300314	0.936822
JU775	JU2862	171438	2954143	0.941967
JU775	JU2866	210471	2891571	0.927212
JU775	JU2878	184236	2938686	0.937307
JU775	JU2879	208502	2880838	0.927625
JU775	JU300	171845	2802082	0.938672
JU775	JU310	184008	2956606	0.937764
JU775	JU311	178322	2758316	0.935351
JU775	JU312	190208	2941138	0.935328
JU775	JU315	190409	2931864	0.935055
JU775	JU319	180264	2823243	0.93615
JU775	JU322	177203	2754407	0.935666
JU775	JU323	182621	2820497	0.935252
JU775	JU345	178249	2868282	0.937855
JU775	JU346	182705	2943619	0.937932
JU775	JU360	165803	2946774	0.943734
JU775	JU361	179092	2813872	0.936354
JU775	JU363	159346	2853510	0.944158
JU775	JU367	184622	2893852	0.936202
JU775	JU393	141916	2738397	0.948176
JU775	JU394	202186	2886788	0.929962
JU775	JU397	163030	2799951	0.941774
JU775	JU400	191161	2761431	0.930775
JU775	JU406	172285	2700151	0.936194
JU775	JU440	198596	2956146	0.932819
JU775	JU533	165023	2788714	0.940825
JU775	JU561	193395	2776992	0.930358
JU775	JU642	167176	2954358	0.943414
JU775	JU751	168428	2788535	0.9396
JU775	JU774	172291	2915011	0.940895
JU778	AB1	107725	2878614	0.962577
JU778	AB2	102876	2837377	0.963743
JU778	AB3	95585	2729508	0.964981
JU778	AB4	106068	2866840	0.963002
JU778	BRC20067	92459	2687773	0.9656
JU778	BRC20113	102842	2860481	0.964047
JU778	BRC20231	161870	2764703	0.941451
JU778	BRC20263	111964	2826230	0.960384
JU778	CB4852	115442	2885686	0.959995
JU778	CB4854	107305	2853011	0.962389
JU778	CB4856	180359	2794555	0.935461
JU778	CB4932	90410	2900066	0.968825
JU778	CX11254	117730	2756749	0.957294
JU778	CX11262	139571	2781626	0.949824
JU778	CX11264	147976	2825894	0.947636
JU778	CX11271	85562	2895100	0.970446
JU778	CX11276	102509	2730158	0.962453
JU778	CX11285	120395	2822796	0.957349
JU778	CX11292	98436	2887312	0.965907
JU778	CX11307	130130	2828382	0.953991
JU778	CX11314	130510	2796463	0.95333
JU778	CX11315	123297	2696651	0.954278
JU778	DL200	97101	2781449	0.96509
JU778	DL226	119397	2818561	0.957639
JU778	DL238	195097	2783306	0.929905
JU778	ECA189	131949	2556508	0.948387
JU778	ECA190	142251	2660010	0.946522
JU778	ECA192	100833	2152580	0.953157
JU778	ECA193	141677	2654274	0.946623
JU778	ECA243	99833	2908635	0.965677
JU778	ECA245	103851	2755933	0.962317
JU778	ECA246	111952	2859806	0.960853
JU778	ECA248	114059	2843537	0.959888
JU778	ECA249	107045	2854627	0.962501
JU778	ECA250	93244	2622931	0.96445
JU778	ECA251	104379	2852711	0.963411
JU778	ECA252	97013	2776533	0.96506
JU778	ECA253	101910	2853687	0.964288
JU778	ECA254	103162	2883849	0.964228
JU778	ECA259	143557	2811998	0.948948
JU778	ECA36	346295	2695630	0.871535
JU778	ED3005	116934	2790051	0.958089
JU778	ED3011	89966	2656566	0.966134
JU778	ED3012	95748	2880658	0.966762
JU778	ED3017	117596	2869192	0.959014
JU778	ED3021	109633	2695730	0.959331
JU778	ED3040	84291	2885211	0.970785
JU778	ED3042	87037	2760596	0.968472
JU778	ED3046	93782	2841441	0.966995
JU778	ED3048	89012	2794766	0.96815
JU778	ED3049	94706	2844140	0.966701
JU778	ED3052	73533	2895075	0.974601
JU778	ED3057	102695	2756398	0.962743
JU778	ED3072	102741	2753687	0.96269
JU778	ED3073	109956	2859083	0.961542
JU778	ED3077	122546	2840121	0.956852
JU778	EG4347	97834	2896548	0.966224
JU778	EG4348	74322	1621578	0.954167
JU778	EG4349	142036	2770497	0.948733
JU778	EG4724	130335	2833298	0.953999
JU778	EG4725	159277	2781525	0.942738
JU778	EG4946	105401	2864182	0.9632
JU778	GXW1	112321	2866638	0.960818
JU778	JT11398	95157	2899596	0.967183
JU778	JU1088	107373	2865545	0.96253
JU778	JU1172	102690	2810073	0.963456
JU778	JU1200	102193	2912859	0.964917
JU778	JU1212	129651	2601278	0.950159
JU778	JU1213	110458	2636644	0.958107
JU778	JU1242	84041	2838563	0.970393
JU778	JU1246	115960	2737961	0.957647
JU778	JU1395	56585	2826131	0.979978
JU778	JU1400	141639	2824442	0.949852
JU778	JU1401	83370	2783203	0.970045
JU778	JU1409	88682	2886636	0.969278
JU778	JU1440	95420	2876909	0.966832
JU778	JU1491	77917	2872464	0.972875
JU778	JU1516	101563	2859772	0.964486
JU778	JU1530	107976	2883884	0.962559
JU778	JU1568	101559	2846496	0.964321
JU778	JU1580	147876	2868034	0.94844
JU778	JU1581	103824	2883620	0.963995
JU778	JU1586	106193	2907865	0.963481
JU778	JU1652	101922	2820521	0.963864
JU778	JU1656	104459	2541839	0.958904
JU778	JU1666	116900	2841050	0.958853
JU778	JU1762	122566	2824597	0.956608
JU778	JU1770	123940	2833935	0.956266
JU778	JU1792	93630	2888180	0.967582
JU778	JU1793	134136	2614369	0.948693
JU778	JU1807	103184	2872148	0.964074
JU778	JU1808	102589	2868698	0.964238
JU778	JU1893	159245	238624	0.332653
JU778	JU1896	116742	2860041	0.959182
JU778	JU1920	150288	2782506	0.945988
JU778	JU1922	147449	2761514	0.946606
JU778	JU1924	97973	2763881	0.964552
JU778	JU1929	147317	2762362	0.94667
JU778	JU1934	86033	2749613	0.968711
JU778	JU1960	104548	2852660	0.963351
JU778	JU2001	125972	2827191	0.955443
JU778	JU2007	103866	2879119	0.963924
JU778	JU2016	90324	2854107	0.968353
JU778	JU2017	109045	2825580	0.961408
JU778	JU2106	145228	2813797	0.948387
JU778	JU2131	112861	2821331	0.959997
JU778	JU2139	140681	2681476	0.947536
JU778	JU2141	83210	2865545	0.970962
JU778	JU2151	97065	2755397	0.964773
JU778	JU2234	91976	2640298	0.965165
JU778	JU2250	86288	2862413	0.969855
JU778	JU2257	95481	2736271	0.965105
JU778	JU2287	87733	2556988	0.965689
JU778	JU2316	175651	2648625	0.933682
JU778	JU2460	85888	2889201	0.970273
