sample_i	sample_j	discordance	number_of_sites	concordance
AB2	AB1	86077	2982631	0.971141
AB3	AB1	77512	2823862	0.972551
AB3	AB2	490	2838297	0.999827
AB4	AB1	89151	3015655	0.970437
AB4	AB2	523	3021709	0.999827
AB4	AB3	350	2853904	0.999877
BRC20067	AB1	62238	2760803	0.977457
BRC20067	AB2	49896	2709456	0.981584
BRC20067	AB3	46705	2633438	0.982265
BRC20067	AB4	52241	2732878	0.980884
BRC20113	AB1	74404	3019890	0.975362
BRC20113	AB2	57856	2970872	0.980526
BRC20113	AB3	51973	2820558	0.981574
BRC20113	AB4	60575	2998131	0.979796
BRC20113	BRC20067	355	2791747	0.999873
BRC20231	AB1	175984	2860681	0.938482
BRC20231	AB2	158763	2838726	0.944072
BRC20231	AB3	148947	2701086	0.944857
BRC20231	AB4	161050	2863919	0.943766
BRC20231	BRC20067	151782	2630465	0.942298
BRC20231	BRC20113	168327	2853983	0.94102
BRC20263	AB1	117672	2933188	0.959883
BRC20263	AB2	92002	2903973	0.968319
BRC20263	AB3	83939	2759041	0.969577
BRC20263	AB4	94299	2931157	0.967829
BRC20263	BRC20067	80346	2691252	0.970145
BRC20263	BRC20113	89886	2937534	0.969401
BRC20263	BRC20231	163143	2817347	0.942093
CB4852	AB1	53680	3070175	0.982516
CB4852	AB2	67411	3007533	0.977586
CB4852	AB3	60178	2844193	0.978842
CB4852	AB4	70792	3044422	0.976747
CB4852	BRC20067	33336	2789922	0.988051
CB4852	BRC20113	38821	3059139	0.98731
CB4852	BRC20231	171993	2876038	0.940198
CB4852	BRC20263	101450	2955909	0.965679
CB4854	AB1	78648	2983025	0.973635
CB4854	AB2	68371	2924907	0.976625
CB4854	AB3	63588	2828614	0.97752
CB4854	AB4	71267	2954964	0.975882
CB4854	BRC20067	46389	2760783	0.983197
CB4854	BRC20113	52705	2976524	0.982293
CB4854	BRC20231	170233	2810913	0.939439
CB4854	BRC20263	99089	2885594	0.965661
CB4854	CB4852	59057	3009612	0.980377
CB4856	AB1	188942	2925619	0.935418
CB4856	AB2	181704	2888289	0.937089
CB4856	AB3	168229	2731112	0.938403
CB4856	AB4	185408	2920663	0.936519
CB4856	BRC20067	162023	2646657	0.938782
CB4856	BRC20113	182324	2898570	0.937099
CB4856	BRC20231	180940	2802220	0.93543
CB4856	BRC20263	169625	2864801	0.94079
CB4856	CB4852	183364	2946850	0.937776
CB4856	CB4854	181008	2864342	0.936806
CB4932	AB1	81208	3043863	0.973321
CB4932	AB2	114118	2972489	0.961609
CB4932	AB3	101978	2811440	0.963727
CB4932	AB4	118908	3009117	0.960484
CB4932	BRC20067	88309	2746880	0.967851
CB4932	BRC20113	104952	3010709	0.96514
CB4932	BRC20231	170767	2866932	0.940436
CB4932	BRC20263	139190	2936221	0.952596
CB4932	CB4852	93152	3061460	0.969573
CB4932	CB4854	103874	2972580	0.965056
CB4932	CB4856	176648	2941780	0.939952
CX11254	AB1	121689	2779915	0.956226
CX11254	AB2	82771	2771582	0.970136
CX11254	AB3	79091	2682638	0.970517
CX11254	AB4	84573	2797457	0.969768
CX11254	BRC20067	97200	2637264	0.963144
CX11254	BRC20113	104590	2773966	0.962296
CX11254	BRC20231	142177	2698180	0.947306
CX11254	BRC20263	105303	2745833	0.96165
CX11254	CB4852	112912	2794451	0.959594
CX11254	CB4854	109277	2774142	0.960609
CX11254	CB4856	168609	2719477	0.937999
CX11254	CB4932	124655	2785979	0.955256
CX11262	AB1	130681	2843015	0.954034
CX11262	AB2	77922	2838057	0.972544
CX11262	AB3	72691	2723158	0.973306
CX11262	AB4	79290	2862786	0.972303
CX11262	BRC20067	100768	2652806	0.962015
CX11262	BRC20113	111107	2836979	0.960836
CX11262	BRC20231	140926	2751908	0.94879
CX11262	BRC20263	107172	2809354	0.961852
CX11262	CB4852	115462	2862121	0.959659
CX11262	CB4854	119358	2822801	0.957716
CX11262	CB4856	165220	2784611	0.940667
CX11262	CB4932	143649	2843981	0.94949
CX11262	CX11254	61898	2766391	0.977625
CX11264	AB1	147547	2963718	0.950216
CX11264	AB2	97141	2952050	0.967094
CX11264	AB3	88772	2790794	0.968191
CX11264	AB4	98699	2987776	0.966966
CX11264	BRC20067	115325	2680309	0.956973
CX11264	BRC20113	132172	2936640	0.954992
CX11264	BRC20231	146047	2836051	0.948503
CX11264	BRC20263	130391	2897776	0.955003
CX11264	CB4852	139125	2982435	0.953352
CX11264	CB4854	138101	2897484	0.952338
CX11264	CB4856	176160	2899442	0.939243
CX11264	CB4932	158047	2966619	0.946725
CX11264	CX11254	54446	2792531	0.980503
CX11264	CX11262	43248	2866325	0.984912
CX11271	AB1	86071	3041080	0.971697
CX11271	AB2	61323	2988376	0.979479
CX11271	AB3	54516	2825985	0.980709
CX11271	AB4	64430	3018867	0.978658
CX11271	BRC20067	58285	2758157	0.978868
CX11271	BRC20113	70028	3019968	0.976812
CX11271	BRC20231	165711	2869609	0.942253
CX11271	BRC20263	94857	2945829	0.9678
CX11271	CB4852	80112	3059737	0.973817
CX11271	CB4854	81444	2976940	0.972642
CX11271	CB4856	182181	2927515	0.937769
CX11271	CB4932	94775	3049695	0.968923
CX11271	CX11254	89729	2801701	0.967973
CX11271	CX11262	107692	2852417	0.962245
CX11271	CX11264	123354	2971786	0.958492
CX11276	AB1	104782	2747267	0.96186
CX11276	AB2	60958	2743213	0.977779
CX11276	AB3	57669	2666765	0.978375
CX11276	AB4	62655	2767062	0.977357
CX11276	BRC20067	77622	2630906	0.970496
CX11276	BRC20113	83893	2749054	0.969483
CX11276	BRC20231	160310	2655911	0.93964
CX11276	BRC20263	98948	2715107	0.963557
CX11276	CB4852	89941	2768245	0.96751
CX11276	CB4854	94164	2751386	0.965776
CX11276	CB4856	161261	2694251	0.940146
CX11276	CB4932	101197	2761215	0.963351
CX11276	CX11254	76264	2716969	0.97193
CX11276	CX11262	98077	2715416	0.963881
CX11276	CX11264	101261	2734579	0.96297
CX11276	CX11271	61798	2771754	0.977704
CX11285	AB1	111673	2960417	0.962278
CX11285	AB2	90541	2943898	0.969245
CX11285	AB3	83696	2781464	0.969909
CX11285	AB4	91755	2977475	0.969184
CX11285	BRC20067	89272	2674998	0.966627
CX11285	BRC20113	102099	2931873	0.965176
CX11285	BRC20231	165899	2820837	0.941188
CX11285	BRC20263	118013	2891064	0.95918
CX11285	CB4852	117842	2975908	0.960401
CX11285	CB4854	118158	2892059	0.959144
CX11285	CB4856	192754	2886791	0.933229
CX11285	CB4932	141918	2958207	0.952026
CX11285	CX11254	122739	2753149	0.955419
CX11285	CX11262	134772	2811537	0.952065
CX11285	CX11264	143037	2932515	0.951224
CX11285	CX11271	96075	2965550	0.967603
CX11285	CX11276	100418	2721004	0.963095
CX11292	AB1	74823	3059734	0.975546
CX11292	AB2	21706	3017881	0.992808
CX11292	AB3	19602	2851660	0.993126
CX11292	AB4	23552	3050920	0.99228
CX11292	BRC20067	38837	2777892	0.986019
CX11292	BRC20113	45934	3044388	0.984912
CX11292	BRC20231	162931	2875055	0.943329
CX11292	BRC20263	87288	2953337	0.970444
CX11292	CB4852	55540	3087016	0.982009
CX11292	CB4854	51007	3002414	0.983011
CX11292	CB4856	186116	2934210	0.93657
CX11292	CB4932	106105	3045455	0.96516
CX11292	CX11254	95915	2798255	0.965723
CX11292	CX11262	92687	2862236	0.967617
CX11292	CX11264	112657	2985201	0.962262
CX11292	CX11271	54439	3064681	0.982237
CX11292	CX11276	73947	2764768	0.973254
CX11292	CX11285	103547	2975908	0.965205
CX11307	AB1	137319	2873399	0.95221
CX11307	AB2	112627	2841451	0.960363
CX11307	AB3	104126	2731419	0.961878
CX11307	AB4	116012	2870542	0.959585
CX11307	BRC20067	106475	2687834	0.960386
CX11307	BRC20113	116317	2867634	0.959438
CX11307	BRC20231	170805	2762019	0.938159
CX11307	BRC20263	119436	2821398	0.957668
CX11307	CB4852	125779	2894215	0.956541
CX11307	CB4854	124519	2857105	0.956418
CX11307	CB4856	177734	2800514	0.936535
CX11307	CB4932	130023	2890190	0.955012
CX11307	CX11254	75715	2768800	0.972654
CX11307	CX11262	118264	2794410	0.957678
CX11307	CX11264	118776	2836936	0.958132
CX11307	CX11271	94796	2898311	0.967293
CX11307	CX11276	84506	2740812	0.969168
CX11307	CX11285	140101	2819968	0.950318
CX11307	CX11292	114629	2889557	0.96033
CX11314	AB1	114412	2861777	0.960021
CX11314	AB2	49474	2859898	0.982701
CX11314	AB3	47204	2745569	0.982807
CX11314	AB4	49958	2884014	0.982678
CX11314	BRC20067	85944	2670623	0.967819
CX11314	BRC20113	93634	2853370	0.967185
CX11314	BRC20231	145607	2760396	0.947251
CX11314	BRC20263	96323	2816910	0.965805
CX11314	CB4852	100993	2878065	0.964909
CX11314	CB4854	99316	2843737	0.965076
CX11314	CB4856	169806	2788804	0.939112
CX11314	CB4932	137793	2850665	0.951663
CX11314	CX11254	49150	2782988	0.982339
CX11314	CX11262	38348	2828054	0.98644
CX11314	CX11264	44029	2870913	0.984664
CX11314	CX11271	88305	2868129	0.969212
CX11314	CX11276	88094	2726419	0.967689
CX11314	CX11285	114982	2832142	0.959401
CX11314	CX11292	64111	2886134	0.977787
CX11314	CX11307	108036	2806061	0.961499
CX11315	AB1	111902	2716004	0.958799
CX11315	AB2	70319	2707049	0.974024
CX11315	AB3	66764	2635911	0.974671
CX11315	AB4	72016	2731262	0.973633
CX11315	BRC20067	88327	2601856	0.966052
CX11315	BRC20113	95229	2713000	0.964899
CX11315	BRC20231	134942	2647330	0.949027
CX11315	BRC20263	100119	2682724	0.96268
CX11315	CB4852	102301	2731910	0.962553
CX11315	CB4854	103690	2718055	0.961851
CX11315	CB4856	156525	2659810	0.941152
CX11315	CB4932	117508	2726470	0.956901
CX11315	CX11254	72286	2699500	0.973222
CX11315	CX11262	65492	2702131	0.975763
CX11315	CX11264	52314	2720369	0.98077
CX11315	CX11271	85229	2733665	0.968822
CX11315	CX11276	78103	2675479	0.970808
CX11315	CX11285	116689	2681650	0.956486
CX11315	CX11292	84023	2730893	0.969232
CX11315	CX11307	109086	2703579	0.959651
CX11315	CX11314	59483	2706007	0.978018
DL200	AB1	99071	2814733	0.964803
DL200	AB2	97796	2759684	0.964563
DL200	AB3	91834	2675111	0.965671
DL200	AB4	101323	2785466	0.963624
DL200	BRC20067	79099	2677709	0.97046
DL200	BRC20113	86028	2814695	0.969436
DL200	BRC20231	165981	2696177	0.938438
DL200	BRC20263	126060	2747061	0.954111
DL200	CB4852	89141	2835082	0.968558
DL200	CB4854	97765	2809989	0.965208
DL200	CB4856	167119	2727302	0.938724
DL200	CB4932	77643	2838075	0.972642
DL200	CX11254	115145	2715241	0.957593
DL200	CX11262	131429	2719063	0.951664
DL200	CX11264	137270	2746566	0.950021
DL200	CX11271	83282	2831378	0.970586
DL200	CX11276	93726	2698416	0.965266
DL200	CX11285	126853	2740392	0.95371
DL200	CX11292	89184	2824202	0.968422
DL200	CX11307	115637	2768467	0.958231
DL200	CX11314	129202	2728147	0.952641
DL200	CX11315	115573	2671186	0.956733
DL226	AB1	99157	2919067	0.966031
DL226	AB2	67163	2902152	0.976858
DL226	AB3	61640	2766785	0.977721
DL226	AB4	68560	2930292	0.976603
DL226	BRC20067	80369	2672233	0.969924
DL226	BRC20113	92977	2893729	0.967869
DL226	BRC20231	156829	2798316	0.943956
DL226	BRC20263	105509	2862532	0.963141
DL226	CB4852	94267	2929636	0.967823
DL226	CB4854	94802	2874241	0.967017
DL226	CB4856	175466	2850715	0.938448
DL226	CB4932	122134	2916387	0.958121
DL226	CX11254	99486	2760820	0.963965
DL226	CX11262	95603	2822007	0.966122
DL226	CX11264	106240	2900748	0.963375
DL226	CX11271	99728	2918341	0.965827
DL226	CX11276	78133	2736338	0.971446
DL226	CX11285	98527	2896273	0.965981
DL226	CX11292	74418	2932398	0.974622
DL226	CX11307	129538	2819359	0.954054
DL226	CX11314	89231	2835525	0.968531
DL226	CX11315	88028	2695549	0.967343
DL226	DL200	117400	2740795	0.957166
DL238	AB1	187933	2920326	0.935647
DL238	AB2	192593	2882221	0.933179
DL238	AB3	179354	2728314	0.934262
DL238	AB4	195984	2914319	0.932751
DL238	BRC20067	171802	2643262	0.935004
DL238	BRC20113	192003	2891584	0.933599
DL238	BRC20231	185054	2798526	0.933874
DL238	BRC20263	172664	2853219	0.939484
DL238	CB4852	193192	2937742	0.934238
DL238	CB4854	193819	2855995	0.932136
DL238	CB4856	177986	2863919	0.937852
DL238	CB4932	192324	2923551	0.934216
DL238	CX11254	180084	2708649	0.933515
DL238	CX11262	184121	2774343	0.933634
DL238	CX11264	201072	2880689	0.9302
DL238	CX11271	190086	2918773	0.934875
DL238	CX11276	181221	2673094	0.932206
DL238	CX11285	192427	2873445	0.933033
DL238	CX11292	194260	2928561	0.933667
DL238	CX11307	182973	2790525	0.934431
DL238	CX11314	182413	2781341	0.934415
DL238	CX11315	175176	2652918	0.933969
DL238	DL200	178984	2716128	0.934103
DL238	DL226	197015	2828715	0.930352
ECA189	AB1	143485	2591098	0.944624
ECA189	AB2	129390	2577736	0.949805
ECA189	AB3	123992	2499149	0.950386
ECA189	AB4	130845	2596307	0.949603
ECA189	BRC20067	137105	2492315	0.944989
ECA189	BRC20113	144686	2589935	0.944135
ECA189	BRC20231	133032	2538799	0.9476
ECA189	BRC20263	139894	2565573	0.945473
ECA189	CB4852	147605	2599726	0.943223
ECA189	CB4854	143620	2576189	0.944251
ECA189	CB4856	165163	2539387	0.93496
ECA189	CB4932	149118	2594341	0.942522
ECA189	CX11254	119481	2528472	0.952746
ECA189	CX11262	112759	2555601	0.955878
ECA189	CX11264	115508	2581860	0.955262
ECA189	CX11271	137466	2594686	0.94702
ECA189	CX11276	128738	2506539	0.948639
ECA189	CX11285	121448	2568518	0.952717
ECA189	CX11292	138736	2599281	0.946625
ECA189	CX11307	144526	2550240	0.943328
ECA189	CX11314	116941	2560189	0.954323
ECA189	CX11315	112021	2496703	0.955132
ECA189	DL200	152718	2516653	0.939317
ECA189	DL226	127491	2566618	0.950327
ECA189	DL238	168719	2538857	0.933545
ECA190	AB1	154610	2697637	0.942687
ECA190	AB2	138859	2681982	0.948225
ECA190	AB3	132825	2595606	0.948827
ECA190	AB4	140493	2703484	0.948033
ECA190	BRC20067	146582	2571677	0.943001
ECA190	BRC20113	155885	2693053	0.942116
ECA190	BRC20231	141591	2637890	0.946324
ECA190	BRC20263	149498	2666311	0.943931
ECA190	CB4852	159447	2707014	0.941099
ECA190	CB4854	155008	2682514	0.942215
ECA190	CB4856	176104	2641993	0.933344
ECA190	CB4932	160972	2701462	0.940413
ECA190	CX11254	128066	2626998	0.95125
ECA190	CX11262	120474	2657562	0.954667
ECA190	CX11264	123401	2686822	0.954072
ECA190	CX11271	148137	2701226	0.945159
ECA190	CX11276	138383	2601615	0.946809
ECA190	CX11285	130060	2671528	0.951316
ECA190	CX11292	149477	2706104	0.944763
ECA190	CX11307	154671	2653546	0.941712
ECA190	CX11314	125378	2662598	0.952911
ECA190	CX11315	119465	2591205	0.953896
ECA190	DL200	163925	2614551	0.937303
ECA190	DL226	136699	2670549	0.948812
ECA190	DL238	178711	2642093	0.93236
ECA190	ECA189	865	2553425	0.999661
ECA192	AB1	109724	2171702	0.949476
ECA192	AB2	99772	2161632	0.953844
ECA192	AB3	97803	2130663	0.954097
ECA192	AB4	100609	2173606	0.953713
ECA192	BRC20067	107161	2127667	0.949635
ECA192	BRC20113	110523	2171080	0.949093
ECA192	BRC20231	104465	2132274	0.951008
ECA192	BRC20263	107506	2153480	0.950078
ECA192	CB4852	112116	2177169	0.948504
ECA192	CB4854	110822	2170309	0.948937
ECA192	CB4856	129368	2131794	0.939315
ECA192	CB4932	114581	2171991	0.947246
ECA192	CX11254	93301	2142909	0.956461
ECA192	CX11262	87447	2152877	0.959381
ECA192	CX11264	89232	2163910	0.958764
ECA192	CX11271	105490	2173507	0.951466
ECA192	CX11276	100751	2134950	0.952809
ECA192	CX11285	93488	2156043	0.956639
ECA192	CX11292	106051	2176988	0.951285
ECA192	CX11307	112475	2147488	0.947625
ECA192	CX11314	90271	2156536	0.958141
ECA192	CX11315	88615	2127327	0.958344
ECA192	DL200	119185	2136316	0.94421
ECA192	DL226	98425	2155882	0.954346
ECA192	DL238	132933	2131998	0.937649
ECA192	ECA189	1255	2127157	0.99941
ECA192	ECA190	977	2164233	0.999549
ECA193	AB1	153574	2690784	0.942926
ECA193	AB2	137654	2675782	0.948556
ECA193	AB3	131240	2583199	0.949195
ECA193	AB4	139305	2697458	0.948357
ECA193	BRC20067	146216	2575096	0.943219
ECA193	BRC20113	154894	2687989	0.942376
ECA193	BRC20231	140764	2632600	0.94653
ECA193	BRC20263	148413	2660247	0.944211
ECA193	CB4852	158632	2700508	0.941258
ECA193	CB4854	153695	2672123	0.942482
ECA193	CB4856	175097	2634179	0.933529
ECA193	CB4932	159994	2695363	0.940641
ECA193	CX11254	127198	2619957	0.95145
ECA193	CX11262	119722	2650091	0.954823
ECA193	CX11264	122736	2679505	0.954195
ECA193	CX11271	146923	2694912	0.945481
ECA193	CX11276	137202	2594615	0.94712
ECA193	CX11285	129236	2663759	0.951484
ECA193	CX11292	148404	2699932	0.945034
ECA193	CX11307	154162	2648087	0.941784
ECA193	CX11314	124428	2654605	0.953127
ECA193	CX11315	118290	2585141	0.954242
ECA193	DL200	162895	2606316	0.9375
ECA193	DL226	135285	2662374	0.949186
ECA193	DL238	177738	2634819	0.932543
ECA193	ECA189	843	2548300	0.999669
ECA193	ECA190	790	2633170	0.9997
ECA193	ECA192	1001	2154922	0.999535
ECA243	AB1	103665	3054675	0.966063
ECA243	AB2	127331	2985108	0.957345
ECA243	AB3	115298	2822846	0.959155
ECA243	AB4	133050	3023044	0.955988
ECA243	BRC20067	98248	2763356	0.964446
ECA243	BRC20113	115352	3030636	0.961938
ECA243	BRC20231	177685	2883434	0.938377
ECA243	BRC20263	153670	2949034	0.947891
ECA243	CB4852	98848	3083624	0.967944
ECA243	CB4854	113457	2992151	0.962082
ECA243	CB4856	191112	2952772	0.935277
ECA243	CB4932	76989	3090506	0.975089
ECA243	CX11254	135945	2799906	0.951447
ECA243	CX11262	159497	2853668	0.944108
ECA243	CX11264	174855	2978077	0.941286
ECA243	CX11271	113758	3066928	0.962908
ECA243	CX11276	119204	2770382	0.956972
ECA243	CX11285	150640	2972413	0.949321
ECA243	CX11292	116252	3066205	0.962086
ECA243	CX11307	144795	2902033	0.950106
ECA243	CX11314	151599	2862196	0.947034
ECA243	CX11315	129974	2736367	0.952501
ECA243	DL200	107148	2842054	0.962299
ECA243	DL226	138002	2922936	0.952787
ECA243	DL238	203079	2937969	0.930878
ECA243	ECA189	146875	2604338	0.943604
ECA243	ECA190	158848	2712416	0.941437
ECA243	ECA192	112633	2178646	0.948301
ECA243	ECA193	158104	2706463	0.941583
ECA245	AB1	78861	2799946	0.971835
ECA245	AB2	21376	2805694	0.992381
ECA245	AB3	20882	2718736	0.992319
ECA245	AB4	21373	2825175	0.992435
ECA245	BRC20067	45454	2673111	0.982996
ECA245	BRC20113	48731	2801436	0.982605
ECA245	BRC20231	150553	2695321	0.944143
ECA245	BRC20263	91771	2741836	0.966529
ECA245	CB4852	63849	2817360	0.977337
ECA245	CB4854	65160	2798783	0.976718
ECA245	CB4856	168166	2711228	0.937974
ECA245	CB4932	104132	2784202	0.962599
ECA245	CX11254	81178	2730584	0.970271
ECA245	CX11262	86707	2742145	0.96838
ECA245	CX11264	92920	2766036	0.966407
ECA245	CX11271	70252	2800013	0.97491
ECA245	CX11276	63378	2714862	0.976655
ECA245	CX11285	78954	2759270	0.971386
ECA245	CX11292	40399	2822344	0.985686
ECA245	CX11307	109123	2753104	0.960364
ECA245	CX11314	66612	2765499	0.975913
ECA245	CX11315	78338	2685647	0.970831
ECA245	DL200	95787	2716417	0.964738
ECA245	DL226	67646	2761427	0.975503
ECA245	DL238	179401	2709790	0.933795
ECA245	ECA189	130152	2526988	0.948495
ECA245	ECA190	139335	2624989	0.94692
ECA245	ECA192	102420	2144819	0.952248
ECA245	ECA193	138024	2619202	0.947303
ECA245	ECA243	117802	2795060	0.957853
ECA246	AB1	90462	3010523	0.969951
ECA246	AB2	24027	3014982	0.992031
ECA246	AB3	22472	2848668	0.992111
ECA246	AB4	24270	3048950	0.99204
ECA246	BRC20067	48708	2729712	0.982156
ECA246	BRC20113	55829	2994506	0.981356
ECA246	BRC20231	162843	2859206	0.943046
ECA246	BRC20263	101167	2925448	0.965418
ECA246	CB4852	73915	3037789	0.975668
ECA246	CB4854	72827	2949782	0.975311
ECA246	CB4856	186217	2915542	0.93613
ECA246	CB4932	121221	2999229	0.959583
ECA246	CX11254	85420	2794193	0.969429
ECA246	CX11262	93133	2854009	0.967368
ECA246	CX11264	105125	2977379	0.964692
ECA246	CX11271	81345	3008911	0.972965
ECA246	CX11276	66637	2760676	0.975862
ECA246	CX11285	87633	2973184	0.970526
ECA246	CX11292	46125	3040030	0.984827
ECA246	CX11307	117913	2863096	0.958816
ECA246	CX11314	70511	2876464	0.975487
ECA246	CX11315	82136	2727601	0.969887
ECA246	DL200	102083	2782282	0.96331
ECA246	DL226	74930	2924591	0.974379
ECA246	DL238	196875	2909819	0.932341
ECA246	ECA189	135295	2590380	0.94777
ECA246	ECA190	145070	2697191	0.946214
ECA246	ECA192	104522	2168858	0.951808
ECA246	ECA193	143771	2691248	0.946578
ECA246	ECA243	135971	3012739	0.954868
ECA246	ECA245	278	2828623	0.999902
ECA248	AB1	95252	2987213	0.968113
ECA248	AB2	40064	2986348	0.986584
ECA248	AB3	35995	2823050	0.98725
ECA248	AB4	40725	3010677	0.986473
ECA248	BRC20067	60092	2711367	0.977837
ECA248	BRC20113	70389	2968242	0.976286
ECA248	BRC20231	161712	2838938	0.943038
ECA248	BRC20263	102157	2912037	0.964919
ECA248	CB4852	83514	3008184	0.972238
ECA248	CB4854	82582	2930468	0.97182
ECA248	CB4856	187145	2895121	0.935358
ECA248	CB4932	117519	2981014	0.960578
ECA248	CX11254	88286	2780877	0.968252
ECA248	CX11262	87017	2852201	0.969491
ECA248	CX11264	102802	2959434	0.965263
ECA248	CX11271	81746	2989397	0.972655
ECA248	CX11276	76488	2745723	0.972143
ECA248	CX11285	96033	2946911	0.967412
ECA248	CX11292	53623	3012472	0.9822
ECA248	CX11307	123392	2849135	0.956691
ECA248	CX11314	67602	2866093	0.976413
ECA248	CX11315	76331	2721168	0.971949
ECA248	DL200	107481	2767807	0.961167
ECA248	DL226	73915	2906815	0.974572
ECA248	DL238	194250	2895429	0.932911
ECA248	ECA189	126924	2584719	0.950894
ECA248	ECA190	136239	2690924	0.949371
ECA248	ECA192	97442	2167389	0.955042
ECA248	ECA193	134748	2683952	0.949795
ECA248	ECA243	132417	2994471	0.95578
ECA248	ECA245	48051	2798182	0.982828
ECA248	ECA246	55102	3002186	0.981646
ECA249	AB1	93692	2985341	0.968616
ECA249	AB2	19440	2992887	0.993505
ECA249	AB3	18705	2837075	0.993407
ECA249	AB4	19310	3019956	0.993606
ECA249	BRC20067	53441	2727501	0.980407
ECA249	BRC20113	60064	2978455	0.979834
ECA249	BRC20231	156373	2847655	0.945087
ECA249	BRC20263	99174	2911818	0.965941
ECA249	CB4852	75623	3009217	0.97487
ECA249	CB4854	77761	2933513	0.973492
ECA249	CB4856	185816	2889120	0.935684
ECA249	CB4932	115847	2973161	0.961036
ECA249	CX11254	82678	2789766	0.970364
ECA249	CX11262	88625	2850947	0.968914
ECA249	CX11264	94576	2953106	0.967974
ECA249	CX11271	77732	2986795	0.973975
ECA249	CX11276	62589	2759778	0.977321
ECA249	CX11285	84065	2946359	0.971468
ECA249	CX11292	40359	3015334	0.986615
ECA249	CX11307	113363	2858379	0.96034
ECA249	CX11314	65570	2874917	0.977192
ECA249	CX11315	77897	2722895	0.971392
ECA249	DL200	98635	2775775	0.964466
ECA249	DL226	69383	2915167	0.976199
ECA249	DL238	194835	2884207	0.932448
ECA249	ECA189	130636	2589816	0.949558
ECA249	ECA190	140184	2696351	0.94801
ECA249	ECA192	100732	2170501	0.95359
ECA249	ECA193	138991	2689934	0.948329
ECA249	ECA243	132253	2986150	0.955711
ECA249	ECA245	16912	2822403	0.994008
ECA249	ECA246	19087	3016039	0.993672
ECA249	ECA248	50814	2982364	0.982962
ECA250	AB1	77324	2657418	0.970903
ECA250	AB2	17268	2663850	0.993518
ECA250	AB3	17217	2612818	0.993411
ECA250	AB4	17149	2679826	0.993601
ECA250	BRC20067	48605	2588138	0.98122
ECA250	BRC20113	50641	2661638	0.980974
ECA250	BRC20231	136431	2563247	0.946774
ECA250	BRC20263	85474	2605133	0.96719
ECA250	CB4852	62102	2672891	0.976766
ECA250	CB4854	65673	2663991	0.975348
ECA250	CB4856	159196	2572207	0.938109
ECA250	CB4932	92942	2643280	0.964838
ECA250	CX11254	75048	2612767	0.971276
ECA250	CX11262	78051	2610592	0.970102
ECA250	CX11264	78720	2626001	0.970023
ECA250	CX11271	64085	2658232	0.975892
ECA250	CX11276	56243	2614892	0.978491
ECA250	CX11285	71079	2618696	0.972857
ECA250	CX11292	34563	2678100	0.987094
ECA250	CX11307	98624	2620507	0.962365
ECA250	CX11314	59806	2631271	0.977271
ECA250	CX11315	70998	2588070	0.972567
ECA250	DL200	87664	2605484	0.966354
ECA250	DL226	58493	2622371	0.977695
ECA250	DL238	168637	2570966	0.934407
ECA250	ECA189	120582	2445394	0.95069
ECA250	ECA190	128645	2529183	0.949136
ECA250	ECA192	96719	2112485	0.954216
ECA250	ECA193	127368	2523025	0.949518
ECA250	ECA243	108017	2652357	0.959275
ECA250	ECA245	15447	2658597	0.99419
ECA250	ECA246	15868	2675971	0.99407
ECA250	ECA248	41998	2657404	0.984196
ECA250	ECA249	224	2681408	0.999916
ECA251	AB1	86210	2973436	0.971007
ECA251	AB2	910	2983152	0.999695
ECA251	AB3	904	2833585	0.999681
ECA251	AB4	376	3010229	0.999875
ECA251	BRC20067	51260	2726574	0.9812
ECA251	BRC20113	58613	2969063	0.980259
ECA251	BRC20231	159239	2841421	0.943958
ECA251	BRC20263	92344	2904422	0.968206
ECA251	CB4852	67867	2996879	0.977354
ECA251	CB4854	69331	2929102	0.97633
ECA251	CB4856	181353	2877505	0.936976
ECA251	CB4932	114515	2960732	0.961322
ECA251	CX11254	83817	2789234	0.96995
ECA251	CX11262	78704	2849344	0.972378
ECA251	CX11264	96516	2941359	0.967187
ECA251	CX11271	61892	2976787	0.979208
ECA251	CX11276	61960	2760599	0.977556
ECA251	CX11285	89761	2932999	0.969396
ECA251	CX11292	22585	3006395	0.992488
ECA251	CX11307	114139	2855446	0.960028
ECA251	CX11314	49770	2875417	0.982691
ECA251	CX11315	71326	2723508	0.973811
ECA251	DL200	99817	2775683	0.964039
ECA251	DL226	67453	2908080	0.976805
ECA251	DL238	192277	2872967	0.933074
ECA251	ECA189	130359	2589968	0.949668
ECA251	ECA190	139949	2696617	0.948102
ECA251	ECA192	100434	2171039	0.953739
ECA251	ECA193	138677	2689704	0.948442
ECA251	ECA243	128347	2973867	0.956842
ECA251	ECA245	21475	2822204	0.992391
ECA251	ECA246	23568	3002757	0.992151
ECA251	ECA248	40030	2972681	0.986534
ECA251	ECA249	19131	2993558	0.993609
ECA251	ECA250	17313	2679117	0.993538
ECA252	AB1	72655	2818525	0.974222
ECA252	AB2	86353	2756418	0.968672
ECA252	AB3	81567	2685213	0.969624
ECA252	AB4	90946	2786311	0.96736
ECA252	BRC20067	69354	2708818	0.974397
ECA252	BRC20113	75130	2817756	0.973337
ECA252	BRC20231	155286	2690307	0.942279
ECA252	BRC20263	120307	2740128	0.956094
ECA252	CB4852	63189	2841209	0.97776
ECA252	CB4854	81472	2824224	0.971152
