isotype	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9
LKC34	MMP-ML_2-LKC34	UNKNOWN	LKC34	4246496	4185664	0	89.4047	4146740	86343	4549	2490	1851	1436	1006	624	372	190	103	59	81	102	97	162	291	287858	240654	190333	141228	100222	68136	44324	27556	17933	11535
LKC34	MMP-ML_3-LKC34	UNKNOWN	LKC34	6709304	6633390	0	93.6931	6551252	136684	7083	3965	2934	2203	1619	944	594	348	163	109	132	140	181	349	604	464171	391874	311086	230294	163087	112052	72063	45094	28683	18637
LKC34	MMP-ML_5-LKC34	UNKNOWN	LKC34	3421351	3383386	0	103.686	3340190	69904	3682	1997	1597	1162	781	529	300	147	75	39	28	45	88	301	486	236946	201777	160249	118987	84610	57560	36888	23169	14832	9545
LKC34	MMP-ML_6-LKC34	UNKNOWN	LKC34	4608770	4547670	0	94.0434	4499310	94627	4852	2689	2099	1639	1077	657	358	181	93	62	56	75	137	308	550	318755	269775	214216	159597	113092	77419	50120	31689	20157	12758
LKC34	MMP-ML_7-LKC34	UNKNOWN	LKC34	8589635	8476128	0	91.5814	8386638	176174	9019	4848	3828	2810	1906	1195	714	319	142	98	75	127	206	539	997	591157	498565	395697	292343	206903	141555	90418	56595	35912	22794
LKC34	Princeton1-PL_9-LKC34	UNKNOWN	LKC34	16563893	16228670	0	93.6079	16183552	336520	16409	8422	6176	4633	3136	1913	985	520	249	118	177	524	339	167	53	960905	770210	584941	398407	259049	130777	80227	42335	20812	10898
LSJ1	BGI1-RET4-LSJ1	UNKNOWN	LSJ1	13019065	13006023	0	185.451	12689581	254389	18243	13227	10763	8483	6211	3399	1631	869	467	492	1264	1403	5446	3197	0	599504	1091438	904932	704926	519705	188895	273879	167799	101926	60181
LSJ1	BGI2-RET4-LSJ1	UNKNOWN	LSJ1	12351868	12339974	0	189.616	12040236	239439	17354	12732	10562	8239	5818	3280	1611	884	443	436	1128	1515	5343	2848	0	566968	1030558	854018	662935	488723	178373	259637	158968	97176	57900
LSJ1	BGI3-RET4a-LSJ1	UNKNOWN	LSJ1	32993368	32958077	0	124.486	32171593	642488	46621	33368	28247	22441	16232	9253	4494	2294	977	731	997	2438	8098	3096	0	1540093	2818882	2359536	1857031	1372999	508276	744715	465014	284853	172575
LSJ1	Princeton1-PL_15-LSJ1	UNKNOWN	LSJ1	8412191	8405402	0	224.109	8202525	178711	10078	5541	4254	3381	2282	1280	665	331	138	105	204	900	896	601	299	445256	350112	259927	169297	118095	56802	35664	19764	9949	5069
LSJ1	Princeton1-PL_16-LSJ1	UNKNOWN	LSJ1	38050769	38015753	0	130.637	37084603	824791	45843	24762	18996	14638	10622	6342	3511	1724	829	413	357	633	1066	3289	8350	2592317	2190129	1727793	1269395	902098	565924	364952	221159	126252	75265
MY10	BGI1-RET3-MY10	UNKNOWN	MY10	12381723	12236823	0	113.566	12069486	247688	18635	12550	9942	7589	5307	3084	1549	709	300	220	453	590	2162	1459	0	553041	1012262	847343	666940	489738	180664	265673	166128	104360	63081
MY10	BGI2-RET3-MY10	UNKNOWN	MY10	14072887	13902611	0	111.627	13718241	280867	21413	14253	11391	8845	6093	3632	1675	822	326	257	444	667	2375	1586	0	626982	1151034	965220	760224	557396	206169	302953	189985	120098	73692
MY10	BGI3-RET3b-MY10	UNKNOWN	MY10	23319813	23040431	0	90.956	22733001	471545	35058	22941	18158	13850	9671	5581	2803	1264	528	335	355	785	2443	1495	0	1029574	1881975	1569907	1235999	904668	335010	493990	311583	195650	120459
MY10	Princeton1-PL_18-MY10	UNKNOWN	MY10	8422123	8312152	0	105.475	8220195	174609	9353	5077	4061	3009	2195	1382	686	314	115	73	75	242	276	222	239	524004	429952	323922	231519	161148	87371	56292	32002	17564	9664
MY10	Princeton1-PL_19-MY10	UNKNOWN	MY10	16304755	16088114	0	91.2405	15905534	345226	18493	9981	7493	5686	4176	2536	1424	707	317	140	108	277	402	801	1454	1123811	947942	756864	557902	395620	251737	161572	98762	57760	35024
MY16	BGI1-RET2-MY16	UNKNOWN	MY16	14927539	14701305	0	179.236	14504797	307234	28531	21235	18758	14994	10909	6544	3251	1503	669	493	853	1195	4262	2311	0	683383	1259424	1049897	826428	619432	231290	344649	219812	136239	81909
MY16	BGI2-RET2-MY16	UNKNOWN	MY16	14560255	14339676	0	178.316	14151647	297533	27407	20813	17936	14417	10471	6305	3213	1434	673	453	772	1112	3916	2153	0	661345	1220370	1012360	793643	593477	219042	327280	207698	128193	76820
MY16	BGI3-RET2a-MY16	UNKNOWN	MY16	25979023	25554870	0	146.163	25251533	535359	49130	36208	31923	25344	18563	11148	5633	2621	1093	693	713	1533	5277	2252	0	1191727	2217425	1864616	1479421	1112612	419627	629691	407115	254368	154992
MY16	MMP-ML_2-MY16	UNKNOWN	MY16	4206385	4124212	0	114.113	4105382	86978	4457	2488	1855	1465	1027	624	355	201	152	114	139	164	190	317	477	297965	248725	195217	144247	102317	70915	45861	29315	18466	11779
MY16	MMP-ML_3-MY16	UNKNOWN	MY16	7567918	7444286	0	131.906	7384744	156507	8026	4687	3444	2737	1918	1227	771	380	245	187	234	299	383	661	1468	543445	456291	359336	267378	190778	130280	84271	53304	33665	21284
MY16	MMP-ML_5-MY16	UNKNOWN	MY16	3289192	3234978	0	146.52	3209032	68078	3579	2030	1569	1195	833	518	319	153	80	43	50	68	156	582	907	237942	200008	158824	117360	84480	57496	37239	23530	14750	9214
MY16	MMP-ML_6-MY16	UNKNOWN	MY16	3966046	3892545	0	132.797	3868962	82879	4233	2464	1945	1440	970	612	360	179	107	67	72	119	215	475	947	285958	241079	190798	141390	102242	69492	45070	28717	18018	11382
MY16	MMP-ML_7-MY16	UNKNOWN	MY16	7499246	7360334	0	126.289	7318350	154772	8132	4629	3471	2514	1858	1085	622	308	153	107	131	184	347	905	1678	537517	451989	355635	264125	188098	128054	82898	52824	32548	20957
MY16	Princeton1-PL_22-MY16	UNKNOWN	MY16	20344598	20067946	0	150.171	19840017	429090	24139	13343	9923	7577	5369	3265	1728	886	395	264	485	2141	2252	2867	857	1405956	1167625	907729	647875	463123	266102	175314	104261	57478	33132
MY16	Rockman-R076.2-MY16	UNKNOWN	MY16	0	0	0	UNKNOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MY16	Rockman-R096.2-MY16	UNKNOWN	MY16	8344766	8214634	0	143.156	8145067	172507	9188	4926	3807	2851	2039	1375	758	405	193	167	213	381	346	255	288	506270	407238	306437	209460	144422	76931	50094	29004	15250	8494
MY18	BGI1-RET7-MY18	UNKNOWN	MY18	18924125	18699949	0	117.948	18420284	385481	32401	23073	19562	15623	10927	6293	2963	1246	562	342	584	762	2416	1606	0	859951	1562786	1304095	1020201	751334	277315	406440	249972	151547	89497
MY18	BGI2-RET7-MY18	UNKNOWN	MY18	17058149	16853541	0	123.328	16601113	347460	29648	21212	18229	14280	10105	5836	2864	1243	513	310	587	713	2445	1591	0	775092	1420227	1186354	929826	689137	255231	375589	232095	141856	85569
MY18	BGI3-RET7a-MY18	UNKNOWN	MY18	31550014	31165402	0	111.232	30703460	642326	55412	40401	34667	27279	19138	10797	5223	2397	1081	663	808	1572	3288	1502	0	1428806	2612552	2195792	1730387	1289128	488124	723326	460031	288375	177510
MY18	MMP-ML_2-MY6	UNKNOWN	MY18	4089235	4012513	0	66.7055	3992640	84594	4271	2257	1721	1282	947	563	320	155	74	62	53	51	62	73	110	276450	231649	184281	137505	98024	67119	43504	28120	17553	11276
MY18	MMP-ML_3-MY6	UNKNOWN	MY18	7232758	7118508	0	66.1354	7060192	151072	7570	4147	2995	2334	1702	976	587	278	144	81	69	77	101	136	297	496848	418267	333025	248272	177499	122824	78828	50128	31077	19941
MY18	MMP-ML_5-MY6	UNKNOWN	MY18	3283864	3231773	0	72.529	3205007	68852	3478	1811	1450	1152	721	451	273	106	76	25	26	28	47	149	212	226851	192550	154061	114441	82107	56812	36448	23063	14214	9193
MY18	MMP-ML_6-MY6	UNKNOWN	MY18	4062359	3989410	0	70.0676	3965540	84672	4315	2256	1680	1283	946	591	322	146	65	34	36	35	59	138	241	279401	236267	189530	142012	101666	70418	45589	29179	17927	11332
MY18	MMP-ML_7-MY6	UNKNOWN	MY18	7687218	7550390	0	64.2311	7504412	160161	8018	4362	3209	2487	1752	984	544	285	116	56	57	53	99	234	389	526258	445324	353322	263841	187295	129927	83577	52589	32112	20859
MY18	Princeton1-PL_18-MY18	UNKNOWN	MY18	9556386	9438237	0	103.873	9323000	202420	11088	5816	4267	3353	2484	1459	799	367	157	92	68	219	291	233	273	574615	469993	353595	251722	177650	97961	63131	36372	19255	11006
MY18	Princeton1-PL_19-MY18	UNKNOWN	MY18	22434069	22130652	0	89.9566	21874985	485054	25952	13469	10081	7969	5622	3436	2024	914	384	184	157	395	502	936	2005	1496364	1261865	1002976	741709	533618	345784	222609	136777	78941	48653
MY18	Rockman-R096.4-MY18	UNKNOWN	MY18	9675350	9547249	0	85.6442	9449063	199432	10246	5157	3785	2885	2064	1163	630	295	117	46	61	136	116	73	81	550360	437096	326339	221103	150625	78923	51201	29042	14963	8178
MY1	BGI1-RET2-MY1	UNKNOWN	MY1	15929168	15814693	0	142.702	15513542	318791	25019	18075	15627	12170	8921	5226	2511	1121	516	385	820	1128	3315	2001	0	716467	1301474	1088626	852452	631034	231802	340994	207541	127884	76019
MY1	BGI2-RET2-MY1	UNKNOWN	MY1	15576538	15463834	0	137.505	15171764	311969	24300	17775	15072	11532	8364	4844	2369	1000	470	403	704	1121	3058	1793	0	699067	1266722	1053331	823574	606086	223031	325547	199257	123047	72799
MY1	BGI3-RET2b-MY1	UNKNOWN	MY1	24946860	24760752	0	122.863	24295840	498232	39951	28938	24974	19613	14717	8600	4298	1862	848	566	745	1582	4166	1928	0	1143936	2103034	1775618	1415604	1053818	394118	581959	362625	228072	137630
MY1	MMP-ML_2-MY1	UNKNOWN	MY1	4068441	3998479	0	64.7562	3973023	83411	4079	2277	1781	1297	950	601	311	153	93	46	63	53	57	106	140	281034	239414	192537	147421	106282	75002	49300	31108	19712	12810
MY1	MMP-ML_3-MY1	UNKNOWN	MY1	6961990	6865325	0	65.5943	6797183	143896	7218	3964	3050	2200	1582	983	598	281	133	90	69	66	131	187	359	490167	418905	340604	258655	187125	132326	85920	54000	33573	22081
MY1	MMP-ML_5-MY1	UNKNOWN	MY1	3412962	3365914	0	71.475	3332660	69891	3347	1952	1562	1149	818	524	282	133	62	29	19	38	55	219	222	240950	207887	169842	128583	93604	66591	42528	26900	16693	11141
MY1	MMP-ML_6-MY1	UNKNOWN	MY1	4345037	4275306	0	65.871	4242256	89629	4471	2441	1969	1402	1020	606	342	167	71	40	40	53	90	160	280	305907	262218	214512	163421	118666	84366	54699	34540	21585	14270
MY1	MMP-ML_7-MY1	UNKNOWN	MY1	8139887	8010015	0	65.6663	7947785	167586	8470	4625	3527	2593	1927	1136	621	318	131	64	62	71	150	327	494	570222	490213	396680	300078	216981	154661	98554	62206	38177	25611
MY1	Princeton1-PL_15-MY1	UNKNOWN	MY1	14177467	14030019	0	123.15	13821927	304664	17661	9825	7533	5784	3929	2381	1262	498	250	122	182	515	465	324	145	808656	649891	495187	335332	240413	120448	79344	44677	22280	12718
MY1	Princeton1-PL_16-MY1	UNKNOWN	MY1	56923085	56275910	0	95.8403	55462993	1248204	70633	38746	29659	22822	16699	10241	5854	2764	1263	569	540	1014	1481	3533	6070	4012546	3429956	2760480	2085754	1522822	992516	649426	399043	236703	145890
MY1	Rockman-R076.3-MY1	UNKNOWN	MY1	0	0	0	UNKNOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MY23	BGI1-RET1-MY23	UNKNOWN	MY23	13817977	13633855	0	198.019	13434598	267084	24878	20470	18951	15517	11645	7031	4198	2071	950	688	903	1476	5018	2499	0	684643	1278865	1103410	885792	663387	243727	358104	225254	138295	80386
MY23	BGI2-RET1-MY23	UNKNOWN	MY23	13642437	13460478	0	196.469	13264629	264435	24510	20247	18326	14832	11134	7128	4067	1892	870	606	853	1560	5031	2317	0	676927	1261063	1086757	875243	654646	240849	352935	223088	138379	81958
MY23	BGI3-RET1a-MY23	UNKNOWN	MY23	51370518	50689701	0	141.142	50009831	1004720	85597	68514	60791	48721	35056	21377	11187	5139	2169	1353	1825	2586	8313	3339	0	2421947	4429249	3723781	2931045	2146304	789526	1144994	718365	436067	256779
MY23	MMP-ML_2-MY2	UNKNOWN	MY23	3088747	3022364	0	86.2178	3016703	62281	3228	1823	1368	1038	747	487	269	149	87	54	70	69	89	103	182	215576	182826	145848	109498	77294	53495	34728	22922	14389	9224
MY23	MMP-ML_3-MY2	UNKNOWN	MY23	5154771	5058754	0	86.2288	5034220	104042	5240	3116	2446	1833	1192	807	432	259	119	80	82	105	124	225	449	366536	313364	248954	186580	133584	91388	59618	38224	24197	15242
MY23	MMP-ML_5-MY2	UNKNOWN	MY23	2792116	2740418	0	95.6809	2726468	56415	2968	1714	1293	977	656	428	263	103	51	35	29	42	60	246	368	199270	170861	136325	101974	72790	50053	32605	21124	13220	8267
MY23	MMP-ML_6-MY2	UNKNOWN	MY23	5355144	5247513	0	87.6709	5228806	109135	5522	3263	2413	1816	1309	838	398	231	124	66	62	63	134	353	611	380448	325410	260856	195748	141031	96576	62790	40421	25603	16205
MY23	MMP-ML_7-MY2	UNKNOWN	MY23	9431768	9239036	0	82.7926	9211242	190691	9758	5597	4325	3288	2170	1368	768	452	185	105	88	116	219	540	856	668416	571427	454771	339848	243463	166884	107882	68802	43292	27360
MY23	Princeton1-PL_12-MY23	UNKNOWN	MY23	15303096	14930245	0	98.6769	14945728	313724	15707	8277	6293	4711	3307	2053	1073	547	254	111	149	510	374	207	71	920251	744348	568698	387963	258553	133531	82212	44906	22464	11414
MY23	Princeton2-P-MY23	UNKNOWN	MY23	49349847	48635001	0	146.188	48039261	965613	82445	65530	58101	46940	33990	20318	10942	5293	2183	1423	1920	2847	9027	4014	0	2323603	4265886	3600051	2845353	2095728	772360	1128987	713433	437202	259136
N2	BGI1-RET1-ECA253	UNKNOWN	N2	12936483	12927700	0	190.63	12555131	262582	26521	21504	20039	16535	12344	7586	3781	1769	846	538	799	1015	3374	2119	0	629056	1178408	1005590	804424	603335	224845	331240	204876	127770	77843
N2	BGI1-RET6-N2	UNKNOWN	N2	3258613	3257021	0	202.564	3167968	66850	5769	4386	3861	3069	2169	1136	550	315	157	149	317	419	900	598	0	144770	262868	214853	164060	118854	43294	60886	35700	20934	11940
N2	BGI2-RET1-ECA253	UNKNOWN	N2	13158637	13149788	0	185.321	12772384	266770	26746	21916	20133	16478	12711	7447	3721	1866	795	569	824	1123	3298	1856	0	639755	1196823	1020067	814856	612004	227100	334774	206937	128583	78661
N2	BGI2-RET6-N2	UNKNOWN	N2	10269815	10264320	0	150.931	9988817	209805	18139	13326	11816	9104	6622	3889	1914	853	400	255	471	642	2341	1421	0	464235	855126	721139	570930	425368	158621	234592	144619	89254	53936
N2	BGI3-RET1a-ECA253	UNKNOWN	N2	16700107	16688952	0	171.776	16219063	341700	32565	25901	23749	19560	14513	8526	4248	1948	821	517	781	1132	3171	1912	0	780079	1443465	1210861	957368	707735	263097	385358	237388	144458	87476
N2	BGI3-RET6b-N2	UNKNOWN	N2	20104231	20093339	0	134.408	19559004	410217	35574	26217	22732	17901	12585	7209	3559	1746	902	586	706	1242	2846	1205	0	894259	1626605	1349954	1060881	782908	293429	432569	269685	167113	101439
N2	Princeton2-P-ECA253	UNKNOWN	N2	48071807	47976410	0	144.383	46717157	980224	91632	71334	64615	52683	38767	22652	11356	5275	2346	1353	1579	2095	5734	3005	0	2232770	4110538	3459406	2734360	2020572	754523	1107178	688600	424728	260737
N2	UChicago-EA1-N2Baer	UNKNOWN	N2	15766851	15113825	0	86.211	15364036	343744	19637	10321	7781	6131	4527	2838	1524	768	390	223	165	342	418	947	3059	1134905	989016	819316	647760	508005	387538	277951	199885	134739	89141
N2	UChicago2-L007-ECA254	UNKNOWN	N2	14779695	14191223	0	72.7382	14396366	328603	18973	10273	7504	5814	4120	2617	1370	703	337	177	116	96	216	333	2077	1052319	911752	751229	596155	453870	345824	248416	176979	117392	77689
NIC166	BGI1-RET5-NIC166	UNKNOWN	NIC166	12612989	12021336	0	157.24	12261461	251552	22826	18618	16749	13700	10329	5693	2889	1378	577	423	739	1002	3126	1927	0	583058	1082355	928658	755440	588065	228623	352336	236769	154177	92541
NIC166	BGI2-RET5-NIC166	UNKNOWN	NIC166	11361094	10820753	0	164.853	11041852	227069	20774	17213	15311	12772	9172	5389	2813	1251	539	365	676	1061	2988	1849	0	525539	976603	839752	686702	535005	207858	323367	218181	143518	86974
NIC166	BGI3-RET5a-NIC166	UNKNOWN	NIC166	21056851	20034206	0	135.954	20473347	421591	37966	30582	27571	23097	16902	9706	4951	2280	922	541	662	1201	3465	2067	0	969356	1805057	1552654	1267798	986055	386295	600759	409956	270436	165454
NIC195	BGI1-RET2-NIC196	UNKNOWN	NIC195	16026514	14257895	0	114.346	15612491	313207	25391	18578	16601	13234	9663	5886	3014	1300	587	343	518	800	2989	1912	0	697989	1305360	1130314	943176	774018	323410	536784	395078	273489	171152
NIC195	BGI1-RET3-NIC197	UNKNOWN	NIC195	12387064	11062143	0	141.787	12063213	239014	19770	15102	13277	10829	8054	4857	2697	1135	548	369	748	1087	3968	2396	0	551730	1038149	914060	772243	641426	266868	439192	322899	223013	137844
NIC195	BGI1-RET4-NIC198	UNKNOWN	NIC195	9997091	8191923	0	127.012	9746305	188214	14173	11080	9530	7805	5710	3380	1887	837	414	315	733	1004	3320	2384	0	419532	794832	717810	638128	564280	248591	430942	336917	240020	151142
NIC195	BGI1-RET5-NIC195	UNKNOWN	NIC195	15493196	14943876	0	174.316	15044522	314638	30620	24635	22499	18645	13821	8494	4460	1953	819	510	786	1108	3610	2076	0	744086	1386306	1175650	937878	714962	273258	412300	267838	169849	102629
NIC195	BGI2-RET2-NIC196	UNKNOWN	NIC195	15582780	13892236	0	108.021	15184366	303733	24434	18018	15457	12385	8708	5319	2745	1114	542	325	518	843	2622	1651	0	679271	1266646	1092129	907880	741367	308491	507472	372800	258339	162389
NIC195	BGI2-RET3-NIC197	UNKNOWN	NIC195	14774913	13166855	0	134.323	14390402	283496	23641	18127	16250	13045	9657	5983	3269	1275	586	427	853	1102	4339	2461	0	657027	1238179	1093500	929786	770941	321907	530937	390932	272236	170871
NIC195	BGI2-RET4-NIC198	UNKNOWN	NIC195	9315722	7632336	0	126.305	9083296	175015	13253	10038	8773	7146	5109	3143	1676	765	334	259	569	907	3273	2166	0	387885	738144	665597	589626	520565	229168	397124	311890	223942	140763
NIC195	BGI2-RET5-NIC195	UNKNOWN	NIC195	13634848	13152575	0	178.773	13242490	274778	26879	21558	19916	15970	11797	7449	3848	1709	742	455	661	1160	3500	1936	0	655451	1217166	1036611	825169	627559	240701	363967	236038	150639	92444
NIC195	BGI3-RET2b-NIC196	UNKNOWN	NIC195	29561575	25702561	0	92.2706	28808571	573089	46180	33843	29971	23970	17716	10846	5566	2473	1045	581	460	1292	4018	1954	0	1286733	2439704	2152366	1841471	1548816	664517	1122118	853990	607893	389526
NIC195	BGI3-RET3a-NIC197	UNKNOWN	NIC195	23203973	20768239	0	102.968	22616870	447490	35806	26028	22888	18303	13304	8064	4381	1889	855	460	466	1221	4020	1928	0	1014463	1902041	1663857	1402743	1153328	482276	795566	587839	408372	257281
NIC195	BGI3-RET4a-NIC198	UNKNOWN	NIC195	22466319	18095669	0	89.2839	21911345	422764	32215	24244	21822	17421	13129	7919	4317	1878	789	452	418	1245	4237	2124	0	937087	1793223	1641621	1471242	1307203	586775	1031969	824467	600901	385623
NIC195	BGI3-RET5a-NIC195	UNKNOWN	NIC195	25713187	24787275	0	152.067	24982571	520125	50165	39247	35711	29388	21921	13806	7169	2960	1268	692	550	1291	4191	2132	0	1217952	2265035	1926142	1538964	1169064	450956	681264	448294	286234	176453
NIC199	BGI1-RET6-NIC199	UNKNOWN	NIC199	3767592	3712371	0	163.771	3672637	75491	5394	3516	3013	2147	1420	909	391	185	124	151	345	423	883	563	0	161632	289387	235499	180837	129124	46390	65831	39234	22877	12732
NIC199	BGI1-RET7-NIC200	UNKNOWN	NIC199	15116283	14499194	0	110.835	14742352	299689	21575	14092	11320	8758	5915	3307	1630	727	321	288	640	836	2980	1853	0	651799	1192748	998717	790211	593545	227553	342580	224831	143342	86406
NIC199	BGI2-RET6-NIC199	UNKNOWN	NIC199	11631789	11449098	0	116.094	11346878	229543	16208	10574	8337	6171	4198	2347	1162	544	223	202	515	701	2604	1582	0	512662	929254	775242	607750	449258	166301	241842	150246	92108	54363
NIC199	BGI2-RET7-NIC200	UNKNOWN	NIC199	13353505	12788004	0	118.136	13021862	263638	19158	12752	10572	7735	5541	3247	1536	726	308	268	522	802	2962	1876	0	578501	1063963	899267	714027	541364	208475	317857	211432	136971	85091
NIC199	BGI3-RET6a-NIC199	UNKNOWN	NIC199	30311584	29830782	0	85.9185	29578058	599271	42214	27017	21307	15563	10358	5702	2775	1299	674	548	659	1427	3313	1399	0	1298484	2331289	1919715	1490729	1088940	409218	596645	374860	232378	140658
NIC199	BGI3-RET7a-NIC200	UNKNOWN	NIC199	24425448	23381979	0	102.542	23817724	482434	35866	24120	19849	15109	10520	5998	3025	1392	718	560	767	1788	3833	1745	0	1056923	1948776	1642614	1318134	1004792	393679	603955	408121	270556	173146
NIC1	BGI1-RET3-NIC1	UNKNOWN	NIC1	13274662	10961962	0	106.38	12948624	251118	17987	13322	11708	9309	6771	3983	1836	922	448	403	854	1049	3947	2381	0	555246	1054580	956237	849341	746957	328889	573621	446824	318876	200074
NIC1	BGI2-RET3-NIC1	UNKNOWN	NIC1	14936068	12270503	0	101.89	14570722	281372	20401	15115	13113	10524	7596	4311	2260	1012	512	460	903	1128	4254	2385	0	622933	1187070	1078416	962577	847563	375223	657714	517059	372453	238938
NIC1	BGI3-RET3a-NIC1	UNKNOWN	NIC1	23516267	19457400	0	76.8891	22952268	446217	31519	22113	19004	14691	10803	6157	3161	1520	667	471	617	1238	3951	1870	0	969158	1833463	1650926	1461489	1279614	569077	992999	782845	564703	361093
NIC1	Princeton1-PL_3-NIC1	UNKNOWN	NIC1	18674671	18366388	0	131.295	18237062	382291	19033	9977	7674	5834	4091	2384	1282	612	284	147	262	849	908	954	1027	1104584	888539	674313	463884	317032	162747	100984	54933	28696	15478
NIC1	Princeton1-PL_4-NIC1	UNKNOWN	NIC1	5806629	5755132	0	122.007	5668844	119667	6205	3247	2406	1966	1391	814	486	224	94	74	92	391	331	298	99	372209	303680	232634	161977	112533	59569	37653	20415	10310	5623
NIC207	BGI1-RET3-NIC207	UNKNOWN	NIC207	12591641	12512041	0	228.929	12268862	246410	17982	12316	10566	7788	5427	3066	1631	884	557	637	1663	2220	8262	3370	0	568237	1047920	875308	690803	516652	187604	275847	169812	104704	62012
