sample_i	sample_j	discordance	number_of_sites	concordance
CX11285	CB4856	209145	2782195	0.924827
CX11285	CB4932	152527	2858934	0.946649
CX11285	CX11254	128346	2675857	0.952036
CX11285	CX11262	141813	2727951	0.948015
CX11285	CX11264	146494	2834282	0.948314
CX11285	CX11271	98538	2866843	0.965628
CX11285	CX11276	104430	2647292	0.960552
CX11292	AB1	87043	2952548	0.970519
CX11292	AB2	21809	2918144	0.992526
CX11292	AB3	19683	2761880	0.992873
CX11292	AB4	23649	2944526	0.991968
CX11292	BRC20067	42512	2706349	0.984292
CX11292	BRC20113	50957	2945722	0.982701
CX11292	BRC20231	172331	2788704	0.938204
CX11292	BRC20263	90246	2861432	0.968461
CX11292	CB4852	64885	2981480	0.978237
CX11292	CB4854	61397	2901891	0.978842
CX11292	CB4856	202749	2827294	0.928289
CX11292	CB4932	118149	2942517	0.959848
CX11292	CX11254	102591	2717418	0.962247
CX11292	CX11262	101104	2774539	0.96356
CX11292	CX11264	118117	2882639	0.959025
CX11292	CX11271	57373	2961764	0.980629
CX11292	CX11276	81284	2686723	0.969746
CX11292	CX11285	108918	2873968	0.962102
CX11307	AB1	148444	2784695	0.946693
CX11307	AB2	116184	2761022	0.95792
CX11307	AB3	107043	2652579	0.959646
CX11307	AB4	119604	2783170	0.957026
CX11307	BRC20067	111744	2619646	0.957344
CX11307	BRC20113	122695	2784058	0.955929
CX11307	BRC20231	179515	2686031	0.933167
CX11307	BRC20263	124422	2742187	0.954627
CX11307	CB4852	135553	2806923	0.951708
CX11307	CB4854	134172	2768860	0.951543
CX11307	CB4856	191487	2710963	0.929366
CX11307	CB4932	140814	2804039	0.949782
CX11307	CX11254	81598	2689943	0.969666
CX11307	CX11262	127135	2712578	0.953131
CX11307	CX11264	126683	2750645	0.953944
CX11307	CX11271	100671	2811653	0.964195
CX11307	CX11276	93330	2663640	0.964961
CX11307	CX11285	147891	2734869	0.945924
CX11307	CX11292	118229	2803043	0.957821
CX11314	AB1	124632	2773665	0.955066
CX11314	AB2	49559	2778957	0.982166
CX11314	AB3	47296	2666201	0.982261
CX11314	AB4	50029	2797211	0.982115
CX11314	BRC20067	89503	2604049	0.965629
CX11314	BRC20113	98015	2771406	0.964633
CX11314	BRC20231	153823	2685020	0.942711
CX11314	BRC20263	98892	2739659	0.963904
CX11314	CB4852	108564	2792670	0.961125
CX11314	CB4854	108627	2755971	0.960585
CX11314	CB4856	184035	2700877	0.931861
CX11314	CB4932	147746	2767002	0.946604
CX11314	CX11254	55640	2703983	0.979423
CX11314	CX11262	46250	2744668	0.983149
CX11314	CX11264	48373	2784579	0.982628
CX11314	CX11271	90676	2784214	0.967432
CX11314	CX11276	95253	2652139	0.964084
CX11314	CX11285	119240	2748754	0.95662
CX11314	CX11292	64202	2800288	0.977073
CX11314	CX11307	111528	2726077	0.959088
CX11315	AB1	119772	2639805	0.954628
CX11315	AB2	74016	2636830	0.97193
CX11315	AB3	70096	2564342	0.972665
CX11315	AB4	75823	2655574	0.971448
CX11315	BRC20067	93035	2538642	0.963352
CX11315	BRC20113	100753	2641013	0.961851
CX11315	BRC20231	141431	2581173	0.945207
CX11315	BRC20263	104386	2614177	0.960069
CX11315	CB4852	107687	2658229	0.959489
CX11315	CB4854	112372	2640388	0.957441
CX11315	CB4856	167971	2583295	0.934978
CX11315	CB4932	124765	2653280	0.952977
CX11315	CX11254	76798	2627844	0.970775
CX11315	CX11262	71154	2629176	0.972937
CX11315	CX11264	52747	2646553	0.98007
CX11315	CX11271	88384	2659985	0.966773
CX11315	CX11276	81826	2605983	0.968601
CX11315	CX11285	118656	2610094	0.95454
CX11315	CX11292	87806	2655902	0.966939
CX11315	CX11307	115789	2629237	0.955961
CX11315	CX11314	63163	2632661	0.976008
DL200	AB1	106035	2736157	0.961247
DL200	AB2	104343	2685950	0.961152
DL200	AB3	97642	2601310	0.962464
DL200	AB4	108076	2706946	0.960075
DL200	BRC20067	84384	2612877	0.967705
DL200	BRC20113	92387	2738574	0.966265
DL200	BRC20231	173913	2627859	0.93382
DL200	BRC20263	131997	2675100	0.950657
DL200	CB4852	94584	2758261	0.965709
DL200	CB4854	105701	2730646	0.961291
DL200	CB4856	179283	2647739	0.932288
DL200	CB4932	83988	2761389	0.969585
DL200	CX11254	119675	2644820	0.954751
DL200	CX11262	139258	2645523	0.947361
DL200	CX11264	141856	2671177	0.946894
DL200	CX11271	89066	2753472	0.967653
DL200	CX11276	98615	2628122	0.962477
DL200	CX11285	131206	2665587	0.950778
DL200	CX11292	95933	2745421	0.965057
DL200	CX11307	123593	2692435	0.954096
DL200	CX11314	135754	2654919	0.948867
DL200	CX11315	119322	2604224	0.954181
DL226	AB1	110241	2821100	0.960923
DL226	AB2	73836	2811667	0.973739
DL226	AB3	67089	2680482	0.974971
DL226	AB4	75343	2832726	0.973403
DL226	BRC20067	85998	2602423	0.966955
DL226	BRC20113	100202	2803394	0.964257
DL226	BRC20231	165569	2716442	0.939049
DL226	BRC20263	111342	2776437	0.959898
DL226	CB4852	104790	2833865	0.963022
DL226	CB4854	104390	2780058	0.96245
DL226	CB4856	190941	2753222	0.930648
DL226	CB4932	133208	2822724	0.952809
DL226	CX11254	105900	2681616	0.960509
DL226	CX11262	103222	2736932	0.962286
DL226	CX11264	116183	2805735	0.958591
DL226	CX11271	109052	2823479	0.961377
DL226	CX11276	87222	2658701	0.967194
DL226	CX11285	107502	2801192	0.961623
DL226	CX11292	81205	2835959	0.971366
DL226	CX11307	134696	2735054	0.950752
DL226	CX11314	95444	2750106	0.965294
DL226	CX11315	95240	2619752	0.963645
DL226	DL200	124955	2663863	0.953093
DL238	AB1	204008	2818077	0.927607
DL238	AB2	207836	2787070	0.925428
DL238	AB3	191742	2641140	0.927402
DL238	AB4	211585	2811374	0.92474
DL238	BRC20067	181705	2574359	0.929417
DL238	BRC20113	206174	2797376	0.926297
DL238	BRC20231	200148	2713611	0.926243
DL238	BRC20263	187699	2761923	0.93204
DL238	CB4852	209549	2836123	0.926114
DL238	CB4854	209272	2760393	0.924188
DL238	CB4856	191978	2760467	0.930455
DL238	CB4932	208099	2824010	0.926311
DL238	CX11254	191232	2632246	0.92735
DL238	CX11262	197894	2690136	0.926437
DL238	CX11264	215866	2781138	0.922382
DL238	CX11271	205252	2819113	0.927193
DL238	CX11276	192960	2598934	0.925754
DL238	CX11285	207757	2773665	0.925097
DL238	CX11292	209767	2826439	0.925784
DL238	CX11307	196018	2705018	0.927535
DL238	CX11314	195683	2697215	0.92745
DL238	CX11315	185803	2579657	0.927974
DL238	DL200	190405	2640321	0.927886
DL238	DL226	211835	2735296	0.922555
ECA189	AB1	176302	2720043	0.935184
ECA189	AB2	157569	2708272	0.941819
ECA189	AB3	147691	2592576	0.943033
ECA189	AB4	159604	2727575	0.941485
ECA189	BRC20067	159111	2555217	0.937731
ECA189	BRC20113	174689	2716780	0.9357
ECA189	BRC20231	158087	2660710	0.940585
ECA189	BRC20263	168074	2690031	0.93752
ECA189	CB4852	180508	2733255	0.933959
ECA189	CB4854	175055	2687224	0.934857
ECA189	CB4856	200208	2661357	0.924772
ECA189	CB4932	182755	2729030	0.933033
ECA189	CX11254	141543	2616679	0.945907
ECA189	CX11262	135800	2662759	0.949
ECA189	CX11264	140691	2710693	0.948098
ECA189	CX11271	167187	2726090	0.938672
ECA189	CX11276	151541	2586243	0.941405
ECA189	CX11285	147720	2695209	0.945192
ECA189	CX11292	169464	2730478	0.937936
ECA189	CX11307	172924	2658481	0.934954
ECA189	CX11314	141143	2667428	0.947086
ECA189	CX11315	131491	2572436	0.948885
ECA189	DL200	179596	2604652	0.931048
ECA189	DL226	154532	2686288	0.942474
ECA189	DL238	203070	2663631	0.923762
ECA190	AB1	181645	2749281	0.93393
ECA190	AB2	162039	2736354	0.940783
ECA190	AB3	151640	2616059	0.942035
ECA190	AB4	164215	2757097	0.940439
ECA190	BRC20067	163020	2568401	0.936529
ECA190	BRC20113	180044	2743006	0.934363
ECA190	BRC20231	161752	2684435	0.939744
ECA190	BRC20263	172272	2715654	0.936563
ECA190	CB4852	186467	2762791	0.932508
ECA190	CB4854	180712	2715052	0.933441
ECA190	CB4856	205145	2689739	0.923731
ECA190	CB4932	188635	2758358	0.931613
ECA190	CX11254	144906	2638814	0.945087
ECA190	CX11262	138938	2688355	0.948319
ECA190	CX11264	144098	2739756	0.947405
ECA190	CX11271	172252	2755183	0.937481
ECA190	CX11276	155437	2607055	0.940378
ECA190	CX11285	151727	2724130	0.944303
ECA190	CX11292	174653	2759572	0.93671
ECA190	CX11307	177707	2684505	0.933803
ECA190	CX11314	144566	2693252	0.946323
ECA190	CX11315	134348	2591855	0.948165
ECA190	DL200	184341	2626239	0.929808
ECA190	DL226	158622	2714617	0.941567
ECA190	DL238	207728	2692414	0.922847
ECA190	ECA189	715	2724545	0.999738
ECA191	AB1	329644	2664856	0.8763
ECA191	AB2	327987	2635257	0.875539
ECA191	AB3	310365	2521189	0.876897
ECA191	AB4	331981	2655224	0.874971
ECA191	BRC20067	307430	2512656	0.877647
ECA191	BRC20113	331544	2663066	0.875503
ECA191	BRC20231	330173	2597107	0.872869
ECA191	BRC20263	331046	2634885	0.87436
ECA191	CB4852	336597	2680621	0.874433
ECA191	CB4854	326735	2633473	0.87593
ECA191	CB4856	324736	2619028	0.876009
ECA191	CB4932	333705	2679280	0.87545
ECA191	CX11254	310591	2555320	0.878453
ECA191	CX11262	321937	2589438	0.875673
ECA191	CX11264	329703	2635420	0.874895
ECA191	CX11271	327994	2670476	0.877178
ECA191	CX11276	306782	2528669	0.878678
ECA191	CX11285	324400	2632458	0.876769
ECA191	CX11292	332468	2673866	0.87566
ECA191	CX11307	324939	2604193	0.875225
ECA191	CX11314	319357	2597045	0.877031
ECA191	CX11315	308296	2505840	0.876969
ECA191	DL200	315199	2568925	0.877303
ECA191	DL226	331577	2616880	0.873293
ECA191	DL238	328424	2608409	0.87409
ECA191	ECA189	311465	2573234	0.87896
ECA191	ECA190	315386	2591600	0.878305
ECA192	AB1	171551	2679757	0.935983
ECA192	AB2	153380	2668147	0.942514
ECA192	AB3	144900	2565735	0.943525
ECA192	AB4	155278	2686075	0.942191
ECA192	BRC20067	155576	2528059	0.93846
ECA192	BRC20113	169870	2675114	0.9365
ECA192	BRC20231	154359	2619573	0.941075
ECA192	BRC20263	163737	2649061	0.938191
ECA192	CB4852	175266	2692073	0.934896
ECA192	CB4854	171179	2655926	0.935548
ECA192	CB4856	195600	2623523	0.925444
ECA192	CB4932	177615	2687367	0.933907
ECA192	CX11254	138732	2590876	0.946454
ECA192	CX11262	132886	2630193	0.949477
ECA192	CX11264	137175	2670424	0.948632
ECA192	CX11271	162712	2685642	0.939414
ECA192	CX11276	148347	2562168	0.942101
ECA192	CX11285	143779	2655717	0.945861
ECA192	CX11292	164892	2689601	0.938693
ECA192	CX11307	168943	2625788	0.93566
ECA192	CX11314	137876	2635319	0.947681
ECA192	CX11315	129048	2547707	0.949347
ECA192	DL200	175869	2579091	0.93181
ECA192	DL226	150728	2649292	0.943106
ECA192	DL238	198371	2626126	0.924462
ECA192	ECA189	878	2666085	0.999671
ECA192	ECA190	799	2685741	0.999703
ECA192	ECA191	305319	2534273	0.879524
ECA193	AB1	180505	2743533	0.934207
ECA193	AB2	160796	2730752	0.941117
ECA193	AB3	150552	2610967	0.942339
ECA193	AB4	162989	2751486	0.940763
ECA193	BRC20067	162763	2570392	0.936678
ECA193	BRC20113	179055	2738671	0.93462
ECA193	BRC20231	160954	2680799	0.93996
ECA193	BRC20263	171069	2711088	0.9369
ECA193	CB4852	185332	2756885	0.932775
ECA193	CB4854	179526	2709435	0.93374
ECA193	CB4856	203913	2683342	0.924008
ECA193	CB4932	187618	2752919	0.931848
ECA193	CX11254	144431	2636524	0.945219
ECA193	CX11262	138455	2684714	0.948428
ECA193	CX11264	143334	2733794	0.94757
ECA193	CX11271	171071	2749481	0.937781
ECA193	CX11276	154658	2605202	0.940635
ECA193	CX11285	150618	2717886	0.944583
ECA193	CX11292	173478	2754017	0.937009
ECA193	CX11307	177205	2681760	0.933922
ECA193	CX11314	143977	2689337	0.946464
ECA193	CX11315	133824	2590753	0.948346
ECA193	DL200	183663	2623510	0.929993
ECA193	DL226	157434	2709330	0.941892
ECA193	DL238	206426	2685789	0.923141
ECA193	ECA189	722	2722533	0.999735
ECA193	ECA190	671	2745287	0.999756
ECA193	ECA191	315456	2593750	0.878378
ECA193	ECA192	811	2679238	0.999697
ECA243	AB1	107783	2955697	0.963534
ECA243	AB2	136651	2889997	0.952716
ECA243	AB3	122913	2737007	0.955092
ECA243	AB4	142897	2920231	0.951067
ECA243	BRC20067	105015	2694802	0.961031
ECA243	BRC20113	125167	2935638	0.957363
ECA243	BRC20231	187982	2799563	0.932853
ECA243	BRC20263	161684	2859955	0.943466
ECA243	CB4852	99477	2986429	0.96669
ECA243	CB4854	122862	2897546	0.957598
ECA243	CB4856	208756	2846539	0.926663
ECA243	CB4932	79443	2992473	0.973452
ECA243	CX11254	143380	2722527	0.947336
ECA243	CX11262	169304	2769801	0.938875
ECA243	CX11264	183766	2879058	0.936171
ECA243	CX11271	122922	2966426	0.958562
ECA243	CX11276	126465	2695597	0.953085
ECA243	CX11285	158929	2873450	0.944691
ECA243	CX11292	125982	2963784	0.957493
ECA243	CX11307	154908	2815980	0.94499
ECA243	CX11314	159524	2779520	0.942607
ECA243	CX11315	135543	2663841	0.949117
ECA243	DL200	112777	2766175	0.95923
ECA243	DL226	148895	2829292	0.947374
ECA243	DL238	219527	2837355	0.92263
ECA243	ECA189	179868	2740881	0.934376
ECA243	ECA190	186059	2770652	0.932846
ECA243	ECA191	335012	2689559	0.87544
ECA243	ECA192	174751	2698809	0.935249
ECA243	ECA193	184984	2765120	0.933101
ECA245	AB1	86617	2720448	0.968161
ECA245	AB2	22976	2731290	0.991588
ECA245	AB3	22296	2644231	0.991568
ECA245	AB4	22994	2746271	0.991627
ECA245	BRC20067	49343	2607106	0.981074
ECA245	BRC20113	53341	2725318	0.980428
ECA245	BRC20231	157934	2626898	0.939878
ECA245	BRC20263	94397	2671715	0.964668
ECA245	CB4852	69165	2740707	0.974764
ECA245	CB4854	72372	2718395	0.973377
ECA245	CB4856	180618	2632796	0.931397
ECA245	CB4932	111569	2709339	0.958821
ECA245	CX11254	86697	2657868	0.967381
ECA245	CX11262	93935	2667434	0.964785
ECA245	CX11264	98175	2689843	0.963502
ECA245	CX11271	73771	2723887	0.972917
ECA245	CX11276	70332	2642526	0.973385
ECA245	CX11285	84067	2683474	0.968672
ECA245	CX11292	42033	2744167	0.984683
ECA245	CX11307	112613	2679359	0.95797
ECA245	CX11314	68190	2691923	0.974669
ECA245	CX11315	83116	2616715	0.968237
ECA245	DL200	101189	2647080	0.961773
ECA245	DL226	73041	2683736	0.972784
ECA245	DL238	191271	2634453	0.927396
ECA245	ECA189	153283	2613089	0.94134
ECA245	ECA190	157062	2634559	0.940384
ECA245	ECA191	313978	2549893	0.876866
ECA245	ECA192	150228	2586664	0.941922
ECA245	ECA193	156307	2632856	0.940632
ECA245	ECA243	123419	2721165	0.954645
ECA246	AB1	101258	2903640	0.965127
ECA246	AB2	26192	2915262	0.991016
ECA246	AB3	24191	2758123	0.991229
ECA246	AB4	26536	2941201	0.990978
ECA246	BRC20067	52924	2658376	0.980092
ECA246	BRC20113	61780	2896246	0.978669
ECA246	BRC20231	172440	2772711	0.937808
ECA246	BRC20263	104640	2834184	0.963079
ECA246	CB4852	81826	2932740	0.972099
ECA246	CB4854	81917	2850066	0.971258
ECA246	CB4856	202693	2808126	0.927819
ECA246	CB4932	131858	2897402	0.954491
ECA246	CX11254	91520	2713516	0.966273
ECA246	CX11262	101755	2765971	0.963212
ECA246	CX11264	112701	2873596	0.96078
ECA246	CX11271	86230	2906581	0.970333
ECA246	CX11276	74149	2682079	0.972354
ECA246	CX11285	95002	2869021	0.966887
ECA246	CX11292	48337	2934281	0.983527
ECA246	CX11307	121866	2776310	0.956105
ECA246	CX11314	72349	2789843	0.974067
ECA246	CX11315	87315	2652218	0.967078
ECA246	DL200	108178	2704604	0.960002
ECA246	DL226	81605	2827449	0.971138
ECA246	DL238	212659	2807260	0.924247
ECA246	ECA189	164271	2721006	0.939629
ECA246	ECA190	168830	2750162	0.938611
ECA246	ECA191	331582	2652366	0.874986
ECA246	ECA192	159875	2679449	0.940333
ECA246	ECA193	167605	2744948	0.938941
ECA246	ECA243	144293	2911501	0.95044
ECA246	ECA245	301	2750506	0.999891
ECA248	AB1	106893	2885344	0.962953
ECA248	AB2	41697	2890534	0.985575
ECA248	AB3	37346	2736492	0.986353
ECA248	AB4	42377	2908985	0.985432
ECA248	BRC20067	64676	2642623	0.975526
ECA248	BRC20113	76754	2873616	0.97329
ECA248	BRC20231	171602	2755472	0.937723
ECA248	BRC20263	106523	2823402	0.962271
ECA248	CB4852	92252	2908252	0.968279
ECA248	CB4854	93831	2834462	0.966896
ECA248	CB4856	203755	2793065	0.92705
ECA248	CB4932	128935	2882755	0.955274
ECA248	CX11254	96026	2702280	0.964465
ECA248	CX11262	95792	2766361	0.965373
ECA248	CX11264	108663	2860456	0.962012
ECA248	CX11271	84772	2891522	0.970683
ECA248	CX11276	83877	2670322	0.968589
ECA248	CX11285	101411	2848925	0.964404
ECA248	CX11292	55299	2911732	0.981008
ECA248	CX11307	128315	2766121	0.953612
ECA248	CX11314	69011	2783083	0.975203
ECA248	CX11315	80457	2647869	0.969614
ECA248	DL200	114293	2692262	0.957548
ECA248	DL226	82085	2813593	0.970826
ECA248	DL238	209721	2797745	0.925039
ECA248	ECA189	154681	2715072	0.943029
ECA248	ECA190	159012	2743927	0.942049
ECA248	ECA191	329796	2642857	0.875212
ECA248	ECA192	150626	2675851	0.943709
ECA248	ECA193	157711	2737836	0.942396
ECA248	ECA243	141534	2896855	0.951142
ECA248	ECA245	50837	2722649	0.981328
ECA248	ECA246	58846	2900935	0.979715
ECA249	AB1	104189	2884853	0.963884
ECA249	AB2	20835	2898688	0.992812
ECA249	AB3	19866	2750027	0.992776
ECA249	AB4	20736	2919329	0.992897
ECA249	BRC20067	56296	2658126	0.978821
ECA249	BRC20113	63784	2884845	0.97789
ECA249	BRC20231	164396	2764523	0.940534
ECA249	BRC20263	100871	2824815	0.964291
ECA249	CB4852	83273	2910762	0.971391
ECA249	CB4854	86711	2838042	0.969447
ECA249	CB4856	202024	2788310	0.927546
ECA249	CB4932	126194	2877344	0.956142
ECA249	CX11254	88515	2710597	0.967345
ECA249	CX11262	96117	2765495	0.965244
ECA249	CX11264	99656	2856385	0.965111
ECA249	CX11271	81810	2890523	0.971697
ECA249	CX11276	69087	2683158	0.974252
ECA249	CX11285	87861	2849933	0.969171
ECA249	CX11292	41781	2916068	0.985672
ECA249	CX11307	118045	2774225	0.957449
ECA249	CX11314	66787	2790739	0.976068
ECA249	CX11315	81035	2649527	0.969415
ECA249	DL200	104457	2699923	0.961311
ECA249	DL226	75054	2821695	0.973401
ECA249	DL238	210006	2788108	0.924678
ECA249	ECA189	157928	2719224	0.941922
ECA249	ECA190	162377	2748181	0.940915
ECA249	ECA191	329811	2644729	0.875295
ECA249	ECA192	153741	2679138	0.942615
ECA249	ECA193	161226	2742742	0.941217
ECA249	ECA243	140351	2891097	0.951454
ECA249	ECA245	19466	2744798	0.992908
ECA249	ECA246	22519	2914842	0.992274
ECA249	ECA248	53708	2887224	0.981398
ECA250	AB1	83687	2588853	0.967674
ECA250	AB2	18104	2600074	0.993037
ECA250	AB3	17991	2547378	0.992937
ECA250	AB4	18002	2612764	0.99311
ECA250	BRC20067	50984	2528488	0.979836
ECA250	BRC20113	53268	2596282	0.979483
ECA250	BRC20231	141606	2504160	0.943452
ECA250	BRC20263	86606	2544979	0.96597
ECA250	CB4852	66376	2607177	0.974541
ECA250	CB4854	71749	2594426	0.972345
ECA250	CB4856	169514	2504939	0.932328
ECA250	CB4932	98964	2578824	0.961624
ECA250	CX11254	79513	2548091	0.968795
ECA250	CX11262	83305	2546226	0.967283
ECA250	CX11264	81509	2561323	0.968177
ECA250	CX11271	66339	2593133	0.974417
ECA250	CX11276	61402	2550512	0.975926
ECA250	CX11285	73058	2554747	0.971403
ECA250	CX11292	35417	2611339	0.986437
ECA250	CX11307	102103	2556598	0.960063
ECA250	CX11314	60648	2567776	0.976381
ECA250	CX11315	73442	2527106	0.970938
ECA250	DL200	92052	2543365	0.963807
ECA250	DL226	62444	2555793	0.975568
ECA250	DL238	178126	2506182	0.928925
ECA250	ECA189	138704	2501992	0.944563
ECA250	ECA190	141811	2517456	0.943669
ECA250	ECA191	296358	2438527	0.878468
ECA250	ECA192	136586	2485769	0.945053
ECA250	ECA193	141295	2516351	0.943849
ECA250	ECA243	112572	2588958	0.956518
ECA250	ECA245	17357	2593923	0.993309
ECA250	ECA246	17863	2608534	0.993152
ECA250	ECA248	43733	2592753	0.983133
ECA250	ECA249	248	2615140	0.999905
ECA251	AB1	97715	2873816	0.965998
ECA251	AB2	1009	2889666	0.999651
ECA251	AB3	1020	2746515	0.999629
ECA251	AB4	422	2910582	0.999855
ECA251	BRC20067	54899	2656913	0.979337
ECA251	BRC20113	63425	2875944	0.977946
ECA251	BRC20231	168349	2758457	0.93897
ECA251	BRC20263	95182	2817630	0.966219
ECA251	CB4852	76543	2899493	0.973601
