sample_i	sample_j	discordance	number_of_sites	concordance
MY18	JU1088	127726	2849521	0.955176
MY18	JU1172	107263	2772268	0.961309
MY18	JU1200	130766	2905939	0.955
MY18	JU1212	135404	2515199	0.946166
MY18	JU1213	127998	2546045	0.949727
MY18	JU1242	141321	2725270	0.948144
MY18	JU1246	138805	2641879	0.94746
MY18	JU1395	99316	2796033	0.96448
MY18	JU1400	151067	2827350	0.946569
MY18	JU1401	110215	2727076	0.959585
MY18	JU1409	121576	2866556	0.957588
MY18	JU1440	132516	2840073	0.953341
MY18	JU1491	150766	2849780	0.947096
MY18	JU1516	132148	2815316	0.953061
MY18	JU1530	118421	2874772	0.958807
MY18	JU1568	115994	2753212	0.95787
MY18	JU1580	187374	2841690	0.934062
MY18	JU1581	138344	2863936	0.951694
MY18	JU1586	135052	2895308	0.953355
MY18	JU1652	140865	2777473	0.949283
MY18	JU1656	148015	2770759	0.94658
MY18	JU1666	155548	2821840	0.944877
MY18	JU1762	151969	2801672	0.945758
MY18	JU1770	153505	2806507	0.945304
MY18	JU1792	130403	2845953	0.954179
MY18	JU1793	183737	2745225	0.93307
MY18	JU1807	135261	2838708	0.952351
MY18	JU1808	99914	2857694	0.965037
MY18	JU1893	209950	307128	0.316409
MY18	JU1896	139415	2854208	0.951155
MY18	JU1920	182336	2740400	0.933464
MY18	JU1922	180258	2734049	0.934069
MY18	JU1924	141145	2689597	0.947522
MY18	JU1929	179808	2730902	0.934158
MY18	JU1934	145306	2827966	0.948618
MY18	JU1960	102654	2858503	0.964088
MY18	JU2001	163131	2817173	0.942094
MY18	JU2007	134074	2861775	0.95315
MY18	JU2016	106045	2841343	0.962678
MY18	JU2017	127129	2817052	0.954872
MY18	JU2106	182466	2759405	0.933875
MY18	JU2131	160009	2790330	0.942656
MY18	JU2139	167698	2615457	0.935882
MY18	JU2141	134976	2803061	0.951847
MY18	JU2151	140708	2695688	0.947803
MY18	JU2234	148469	2819060	0.947334
MY18	JU2250	148186	2812367	0.947309
MY18	JU2257	142229	2867044	0.950392
MY18	JU2287	136933	2809161	0.951255
MY18	JU2316	184295	2603967	0.929225
MY18	JU2460	152609	2846735	0.946392
MY18	JU2461	161525	241657	0.331594
MY18	JU2464	107751	2596791	0.958506
MY18	JU2466	100999	2646347	0.961835
MY18	JU2467	127122	2826036	0.955018
MY18	JU2468	114811	2693079	0.957368
MY18	JU2478	111267	2867387	0.961196
MY18	JU2513	113898	2760357	0.958738
MY18	JU2519	158951	2476379	0.935813
MY18	JU2522	138988	2730665	0.949101
MY18	JU2526	205486	2646656	0.92236
MY18	JU2527	151444	2841885	0.94671
MY18	JU2534	115299	2857304	0.959648
MY18	JU2565	132810	2850238	0.953404
MY18	JU2566	131916	2877010	0.954148
MY18	JU2570	149420	2821712	0.947046
MY18	JU2572	125710	2769017	0.954601
MY18	JU2575	131171	2845656	0.953905
MY18	JU2576	136548	2821694	0.951608
MY18	JU2578	126946	2825001	0.955063
MY18	JU258	171555	2756570	0.937765
MY18	JU2581	111144	2750639	0.959593
MY18	JU2586	150329	2777559	0.945877
MY18	JU2587	97646	2678146	0.96354
MY18	JU2592	139708	2804443	0.950183
MY18	JU2593	112080	2842019	0.960563
MY18	JU2600	153058	2815038	0.945628
MY18	JU2604	183767	2756589	0.933335
MY18	JU2605	172752	2675506	0.935432
MY18	JU2610	151034	2798340	0.946027
MY18	JU2611	141312	2874665	0.950842
MY18	JU2619	95961	2533084	0.962117
MY18	JU263	108157	2739202	0.960515
MY18	JU2771	229474	331443	0.307652
MY18	JU2800	145113	2844855	0.948991
MY18	JU2802	136036	2756070	0.950641
MY18	JU2811	146854	2807575	0.947694
MY18	JU2825	143861	2725653	0.94722
MY18	JU2828	98519	2716653	0.963735
MY18	JU2829	106788	2840948	0.962411
MY18	JU2830	100601	2759275	0.963541
MY18	JU2838	144199	2827003	0.948992
MY18	JU2841	143502	2805073	0.948842
MY18	JU2853	130201	2869227	0.954622
MY18	JU2860	123070	2805555	0.956133
MY18	JU2862	132060	2856372	0.953767
MY18	JU2866	125343	2847589	0.955983
MY18	JU2878	137461	2837877	0.951562
MY18	JU2879	149114	2821792	0.947156
MY18	JU2906	113258	2748463	0.958792
MY18	JU2907	118456	2782696	0.957431
MY18	JU2908	117827	2779376	0.957607
MY18	JU300	107064	2724023	0.960696
MY18	JU310	118256	2869080	0.958783
MY18	JU311	104616	2720230	0.961541
MY18	JU312	117917	2880066	0.959058
MY18	JU315	117010	2872702	0.959268
MY18	JU319	109005	2774131	0.960707
MY18	JU322	104481	2701879	0.96133
MY18	JU323	109666	2771315	0.960428
MY18	JU345	126168	2788653	0.954757
MY18	JU346	131180	2851195	0.953991
MY18	JU360	107066	2860113	0.962566
MY18	JU361	106825	2741174	0.961029
MY18	JU363	100733	2780503	0.963772
MY18	JU367	111814	2823317	0.960396
MY18	JU393	134491	2642634	0.949107
MY18	JU394	145629	2810062	0.948176
MY18	JU397	131600	2723388	0.951678
MY18	JU400	134478	2700706	0.950206
MY18	JU406	127528	2627911	0.951472
MY18	JU440	133956	2880926	0.953502
MY18	JU533	140951	2688429	0.947571
MY18	JU561	109915	2741250	0.959903
MY18	JU642	121694	2853442	0.957352
MY18	JU751	103643	2757290	0.962411
MY18	JU774	137011	2833604	0.951648
MY18	JU775	206091	2802036	0.92645
MY18	JU778	150194	2743269	0.94525
MY18	JU782	186005	2813077	0.933878
MY18	JU792	94800	2800704	0.966151
MY18	JU830	88297	2676504	0.96701
MY18	JU847	102868	2522945	0.959227
MY18	KR314	107288	2820820	0.961966
MY18	LKC34	136037	2850586	0.952278
MY18	LSJ1	125701	2913948	0.956862
MY18	MY10	169479	2803376	0.939545
MY18	MY16	135206	2833709	0.952287
MY2	AB1	169830	2617807	0.935125
MY2	AB2	151477	2603842	0.941826
MY2	AB3	148873	2581477	0.94233
MY2	AB4	153472	2619312	0.941408
MY2	BRC20067	144893	2457617	0.941043
MY2	BRC20113	158876	2609336	0.939112
MY2	BRC20231	1797	2614080	0.999313
MY2	BRC20263	154658	2577976	0.940008
MY2	CB4852	164080	2632476	0.937671
MY2	CB4854	167561	2615830	0.935943
MY2	CB4856	178444	2560266	0.930303
MY2	CB4932	163480	2624708	0.937715
MY2	CX11254	136919	2513045	0.945517
MY2	CX11262	134426	2542911	0.947137
MY2	CX11264	139495	2595303	0.946251
MY2	CX11271	158794	2625459	0.939518
MY2	CX11276	154590	2485499	0.937803
MY2	CX11285	157993	2581059	0.938788
MY2	CX11292	155444	2629745	0.94089
MY2	CX11307	162666	2554149	0.936313
MY2	CX11314	140456	2550889	0.944938
MY2	CX11315	130722	2481866	0.947329
MY2	DL200	159915	2513298	0.936372
MY2	DL226	149730	2570688	0.941755
MY2	DL238	181351	2561952	0.929214
MY2	ECA189	143715	2513658	0.942826
MY2	ECA190	147078	2535137	0.941984
MY2	ECA191	306180	2452040	0.875133
MY2	ECA192	141444	2488877	0.94317
MY2	ECA193	146150	2530999	0.942256
MY2	ECA243	169928	2639211	0.935614
MY2	ECA245	145087	2515333	0.942319
MY2	ECA246	155325	2615947	0.940624
MY2	ECA248	154760	2601450	0.94051
MY2	ECA249	147773	2606625	0.943309
MY2	ECA250	131999	2426864	0.945609
MY2	ECA251	151670	2601603	0.941701
MY2	ECA252	150358	2521433	0.940368
MY2	ECA253	158962	2572255	0.938201
MY2	ECA254	162164	2610838	0.937888
MY2	ECA259	151246	2579748	0.941372
MY2	ECA339	147616	2487515	0.940657
MY2	ECA349	123206	2553240	0.951745
MY2	ECA36	355759	2473809	0.85619
MY2	ECA363	333576	2448834	0.863782
MY2	ECA372	128230	2532725	0.949371
MY2	ED3005	138894	2542148	0.945364
MY2	ED3011	133820	2444215	0.94525
MY2	ED3012	167378	2617293	0.936049
MY2	ED3017	171217	2612484	0.934462
MY2	ED3021	139641	2563657	0.945531
MY2	ED3040	160971	2614428	0.93843
MY2	ED3042	156746	2595489	0.939608
MY2	ED3046	178432	2582462	0.930906
MY2	ED3048	151460	2533840	0.940225
MY2	ED3049	178276	2585921	0.931059
MY2	ED3052	153436	2617789	0.941387
MY2	ED3057	165320	2580301	0.93593
MY2	ED3072	165636	2582373	0.935859
MY2	ED3073	169094	2598824	0.934934
MY2	ED3077	166960	2591238	0.935567
MY2	EG4347	161789	2621003	0.938272
MY2	EG4348	95408	1478774	0.935482
MY2	EG4349	164886	2528051	0.934777
MY2	EG4724	176225	2584592	0.931817
MY2	EG4725	191809	2551306	0.924819
MY2	EG4946	157810	2621413	0.9398
MY2	GXW1	170980	2614649	0.934607
MY2	JT11398	167247	2612428	0.93598
MY2	JU1088	164126	2604971	0.936995
MY2	JU1172	149801	2562507	0.941541
MY2	JU1200	165538	2646114	0.937441
MY2	JU1212	159331	2402721	0.933687
MY2	JU1213	157371	2418720	0.934936
MY2	JU1242	156570	2549088	0.938578
MY2	JU1246	163502	2492245	0.934396
MY2	JU1395	124861	2557674	0.951182
MY2	JU1400	182766	2578114	0.929109
MY2	JU1401	158514	2597980	0.938986
MY2	JU1409	161806	2620942	0.938264
MY2	JU1440	159518	2609049	0.93886
MY2	JU1491	168705	2597428	0.935049
MY2	JU1516	171358	2581964	0.933633
MY2	JU1530	164694	2619346	0.937124
MY2	JU1568	156792	2565416	0.938882
MY2	JU1580	172440	2605921	0.933828
MY2	JU1581	175699	2609028	0.932657
MY2	JU1586	167512	2641758	0.936591
MY2	JU1652	174529	2587984	0.932562
MY2	JU1656	169519	2548461	0.933482
MY2	JU1666	168994	2590355	0.93476
MY2	JU1762	173086	2573363	0.932739
MY2	JU1770	174338	2578115	0.932378
MY2	JU1792	157733	2612067	0.939614
MY2	JU1793	170700	2551951	0.93311
MY2	JU1807	173729	2597671	0.933121
MY2	JU1808	154678	2615162	0.940853
MY2	JU1893	209050	305532	0.315784
MY2	JU1896	183676	2599023	0.929329
MY2	JU1920	169670	2549125	0.93344
MY2	JU1922	168125	2539272	0.93379
MY2	JU1924	155243	2516219	0.938303
MY2	JU1929	167912	2538055	0.933842
MY2	JU1934	158823	2606935	0.939077
MY2	JU1960	152507	2611774	0.941608
MY2	JU2001	160509	2582889	0.937857
MY2	JU2007	165733	2611973	0.936549
MY2	JU2016	154040	2598765	0.940726
MY2	JU2017	159335	2583748	0.938332
MY2	JU2106	169190	2559857	0.933906
MY2	JU2131	168653	2571463	0.934414
MY2	JU2139	160365	2467383	0.935006
MY2	JU2141	158108	2589535	0.938943
MY2	JU2151	154861	2514599	0.938415
MY2	JU2234	173361	2592551	0.933131
MY2	JU2250	159977	2592408	0.93829
MY2	JU2257	161870	2627231	0.938388
MY2	JU2287	158612	2592636	0.938822
MY2	JU2316	194685	2435054	0.920049
MY2	JU2460	163402	2614271	0.937496
MY2	JU2461	160923	240587	0.331123
MY2	JU2464	146331	2439263	0.94001
MY2	JU2466	147377	2485042	0.940694
MY2	JU2467	161622	2586236	0.937507
MY2	JU2468	152041	2502647	0.939248
MY2	JU2478	163567	2614659	0.937442
MY2	JU2513	161238	2553773	0.936863
MY2	JU2519	160446	2348899	0.931693
MY2	JU2522	155027	2542557	0.939027
MY2	JU2526	209898	2470511	0.915039
MY2	JU2527	162908	2612958	0.937654
MY2	JU2534	163325	2615402	0.937553
MY2	JU2565	163931	2613697	0.93728
MY2	JU2566	158262	2634710	0.939932
MY2	JU2570	160794	2603408	0.938237
MY2	JU2572	159364	2555031	0.937627
MY2	JU2575	161829	2624030	0.938328
MY2	JU2576	164883	2589851	0.936335
MY2	JU2578	153772	2603665	0.94094
MY2	JU258	189465	2551337	0.925739
MY2	JU2581	118056	2546205	0.953635
MY2	JU2586	165087	2559775	0.935507
MY2	JU2587	153422	2477965	0.938085
MY2	JU2592	151752	2588331	0.941371
MY2	JU2593	141749	2596853	0.945415
MY2	JU2600	162419	2588169	0.937246
MY2	JU2604	170384	2555419	0.933324
MY2	JU2605	163173	2498361	0.934688
MY2	JU2610	163771	2584070	0.936623
MY2	JU2611	164015	2630921	0.937659
MY2	JU2619	141878	2344549	0.939486
MY2	JU263	161540	2599041	0.937846
MY2	JU2771	228565	329613	0.306566
MY2	JU2800	177201	2595563	0.931729
MY2	JU2802	170141	2535962	0.932909
MY2	JU2811	157612	2572577	0.938734
MY2	JU2825	165079	2525041	0.934623
MY2	JU2828	134002	2509520	0.946603
MY2	JU2829	141971	2594451	0.945279
MY2	JU2830	136252	2540555	0.946369
MY2	JU2838	132329	2603387	0.94917
MY2	JU2841	174595	2575707	0.932215
MY2	JU2853	161813	2634107	0.93857
MY2	JU2860	160650	2590506	0.937985
MY2	JU2862	156698	2618475	0.940157
MY2	JU2866	119097	2614863	0.954454
MY2	JU2878	164571	2595616	0.936597
MY2	JU2879	86759	2624046	0.966937
MY2	JU2906	162040	2536551	0.936118
MY2	JU2907	161430	2577747	0.937376
MY2	JU2908	160936	2573576	0.937466
MY2	JU300	160828	2591900	0.93795
MY2	JU310	164582	2613242	0.93702
MY2	JU311	152419	2532569	0.939816
MY2	JU312	161617	2623047	0.938386
MY2	JU315	160477	2611696	0.938554
MY2	JU319	151954	2533920	0.940032
MY2	JU322	151696	2583814	0.94129
MY2	JU323	150680	2568740	0.941341
MY2	JU345	161240	2557666	0.936958
MY2	JU346	165361	2600245	0.936406
MY2	JU360	161119	2607038	0.938198
MY2	JU361	162561	2607929	0.937667
MY2	JU363	155932	2563524	0.939173
MY2	JU367	162266	2601654	0.93763
MY2	JU393	147272	2493252	0.940932
MY2	JU394	168574	2634024	0.936001
MY2	JU397	154835	2541785	0.939084
MY2	JU400	158150	2519250	0.937223
MY2	JU406	153213	2491046	0.938495
MY2	JU440	164127	2626142	0.937503
MY2	JU533	170312	2558996	0.933446
MY2	JU561	159785	2547005	0.937266
MY2	JU642	168422	2616197	0.935623
MY2	JU751	145636	2550008	0.942888
MY2	JU774	159140	2590543	0.938569
MY2	JU775	200975	2573354	0.921902
MY2	JU778	155000	2557664	0.939398
MY2	JU782	174696	2583394	0.932377
MY2	JU792	127099	2562968	0.950409
MY2	JU830	153904	2486927	0.938115
MY2	JU847	143706	2392896	0.939945
MY2	KR314	158395	2589051	0.938821
MY2	LKC34	154425	2608719	0.940804
MY2	LSJ1	165960	2653562	0.937458
MY2	MY1	177914	2595264	0.931447
MY2	MY10	187581	2569147	0.926987
MY2	MY16	59355	2624169	0.977381
MY2	MY18	161705	2593817	0.937658
MY2	MY2001	133639	2182514	0.938768
MY2	MY2004	168355	2563577	0.934328
MY2	MY2011	159437	2487692	0.93591
MY2	MY2014	169051	2567990	0.93417
MY2	MY2022	163118	2561732	0.936325
MY2	MY2024	147131	2408675	0.938916
MY2	MY2042	160860	2566453	0.937322
MY2	MY2050	165896	2541024	0.934713
MY2	MY2051	145809	2347700	0.937893
MY2	MY2054	164480	2530838	0.93501
MY2	MY2078	143774	2374881	0.939461
MY2	MY2097	137255	2298434	0.940283
MY2	MY2099	129910	2348947	0.944694
MY2	MY2109	151811	2500824	0.939296
MY2	MY2121	165443	2544936	0.934991
MY2	MY2137	165232	2538563	0.934911
MY2	MY2138	160592	2564783	0.937386
MY2	MY2142	155708	2543984	0.938794
MY2	MY2143	160697	2544715	0.936851
MY2	MY2144	151561	2495591	0.939268
MY2	MY2147	162646	2563626	0.936556
MY2	MY2198	152634	2508098	0.939144
MY2	MY2199	166366	2544451	0.934616
MY2	MY2208	144900	2413711	0.939968
MY2	MY2212	158364	2562665	0.938203
MY2	MY2224	149452	2471854	0.939539
MY2	MY2239	138060	2314457	0.940349
MY2	MY2282	158843	2578936	0.938408
MY2	MY2288	148521	2373314	0.93742
MY2	MY2291	153944	2480068	0.937928
MY2	MY2294	161169	2604369	0.938116
MY2	MY23	621	2622269	0.999763
MY2	MY2338	153123	2517769	0.939183
MY2	MY2339	170404	2581010	0.933978
MY2	MY2344	150272	2480906	0.939429
MY2	MY2347	144157	2386065	0.939584
MY2	MY2373	159181	2551257	0.937607
MY2	MY2406	160809	2566432	0.937341
MY2	MY2434	160002	2591397	0.938256
MY2	MY2443	155799	2545484	0.938794
MY2	MY2453	173445	2605456	0.93343
MY2	MY2479	111744	1939638	0.942389
MY2	MY2481	144458	2445352	0.940925
MY2	MY2491	155609	2543551	0.938822
MY2	MY2502	167808	2559472	0.934436
MY2	MY2530	146783	2515071	0.941639
MY2	MY2532	155300	2532971	0.938689
MY2	MY2535	159570	2578383	0.938112
MY2	MY2541	159656	2487824	0.935825
MY2	MY2573	158854	2580056	0.93843
MY2	MY2579	162206	2511172	0.935406
MY2	MY2585	166533	2505784	0.933541
MY2	MY2622	139072	2257679	0.9384
MY2	MY2623	171811	2552059	0.932677
MY2	MY2630	154359	2473975	0.937607
MY2	MY2635	166467	2548609	0.934683
MY2	MY2636	161742	2545638	0.936463
MY2	MY2640	161908	2550147	0.93651
MY2	MY2649	302299	437078	0.308364
MY2	MY2679	167061	2551221	0.934517
MY2	MY2681	155803	2498365	0.937638
MY2	MY2682	273266	395725	0.309455
MY2	MY2684	156816	2501734	0.937317
MY2	MY2685	160653	2535782	0.936646
MY2	MY2688	162141	2576286	0.937064
MY2	MY2689	164562	2534911	0.935082
MY2	MY2691	162322	2552084	0.936396
MY2	MY2692	153074	2510315	0.939022
MY2	MY2693	166285	2580048	0.93555
MY2	MY2713	169206	2565352	0.934042
MY2	MY2719	142284	2349383	0.939438
MY2	MY2741	157270	2547801	0.938272
MY2001	AB1	75589	2363777	0.968022
MY2001	AB2	86760	2317401	0.962562
MY2001	AB3	81140	2261086	0.964115
MY2001	AB4	89984	2334954	0.961462
MY2001	BRC20067	66566	2309875	0.971182
MY2001	BRC20113	71098	2374718	0.97006
MY2001	BRC20231	145964	2272104	0.935758
MY2001	BRC20263	110145	2315707	0.952436
MY2001	CB4852	72329	2375754	0.969555
MY2001	CB4854	84855	2351878	0.96392
MY2001	CB4856	150312	2276919	0.933984
MY2001	CB4932	54685	2389007	0.97711
MY2001	CX11254	109186	2272692	0.951957
MY2001	CX11262	120106	2277575	0.947266
MY2001	CX11264	122807	2302070	0.946654
MY2001	CX11271	72801	2374988	0.969347
MY2001	CX11276	89276	2273061	0.960724
MY2001	CX11285	106624	2297417	0.95359
MY2001	CX11292	78428	2369994	0.966908
MY2001	CX11307	102676	2326020	0.955858
MY2001	CX11314	112567	2285022	0.950737
MY2001	CX11315	98687	2252156	0.956181
MY2001	DL200	73483	2323843	0.968379
MY2001	DL226	96743	2295784	0.957861
MY2001	DL238	161660	2272956	0.928877
MY2001	ECA189	143967	2263136	0.936386
MY2001	ECA190	147096	2272516	0.935272
MY2001	ECA191	266598	2231615	0.880536
MY2001	ECA192	141010	2242237	0.937112
MY2001	ECA193	146947	2274290	0.935388
MY2001	ECA243	76528	2386713	0.967936
MY2001	ECA245	87973	2285643	0.961511
MY2001	ECA246	93628	2329016	0.959799
MY2001	ECA248	88486	2321788	0.961889
MY2001	ECA249	89494	2328492	0.961566
MY2001	ECA250	80428	2230865	0.963948
MY2001	ECA251	88724	2328612	0.961898
MY2001	ECA252	66223	2340714	0.971708
MY2001	ECA253	60696	2376122	0.974456
MY2001	ECA254	61563	2395834	0.974304
MY2001	ECA259	115730	2300796	0.9497
MY2001	ECA339	66238	2356535	0.971892
MY2001	ECA349	99828	2312046	0.956823
MY2001	ECA36	305919	2215416	0.861914
MY2001	ECA363	287794	2225722	0.870696
MY2001	ECA372	137626	2274969	0.939504
MY2001	ED3005	100264	2284167	0.956105
MY2001	ED3011	77654	2248334	0.965462
MY2001	ED3012	75548	2353744	0.967903
MY2001	ED3017	77611	2360728	0.967124
MY2001	ED3021	93819	2235914	0.95804
MY2001	ED3040	73423	2360272	0.968892
MY2001	ED3042	70513	2303451	0.969388
MY2001	ED3046	88755	2307168	0.961531
MY2001	ED3048	73093	2333232	0.968673
MY2001	ED3049	89016	2309257	0.961453
MY2001	ED3052	86094	2347475	0.963325
MY2001	ED3057	72865	2299133	0.968308
MY2001	ED3072	72918	2297580	0.968263
MY2001	ED3073	77992	2349232	0.966801
MY2001	ED3077	98957	2330874	0.957545
MY2001	EG4347	66746	2382007	0.971979
MY2001	EG4348	50470	1302686	0.961257
MY2001	EG4349	104287	2292810	0.954516
MY2001	EG4724	110204	2324897	0.952598
MY2001	EG4725	125444	2286648	0.945141
MY2001	EG4946	87261	2337450	0.962668
MY2001	GXW1	67521	2365271	0.971453
MY2001	JT11398	72738	2382070	0.969464
MY2001	JU1088	73012	2345448	0.968871
MY2001	JU1172	90328	2293664	0.960618
MY2001	JU1200	67464	2396357	0.971847
MY2001	JU1212	93577	2228133	0.958002
MY2001	JU1213	83094	2248746	0.963049
MY2001	JU1242	69195	2345007	0.970493
MY2001	JU1246	81802	2306017	0.964527
MY2001	JU1395	32013	2322201	0.986214
MY2001	JU1400	115461	2304579	0.949899
MY2001	JU1401	58280	2319441	0.974873
MY2001	JU1409	62414	2369625	0.973661
MY2001	JU1440	78175	2366420	0.966965
MY2001	JU1491	83473	2354536	0.964548
MY2001	JU1516	81382	2351656	0.965394
MY2001	JU1530	69518	2373395	0.970709
MY2001	JU1568	49440	2370003	0.979139
MY2001	JU1580	124961	2349491	0.946814
MY2001	JU1581	83634	2365559	0.964645
MY2001	JU1586	61793	2397720	0.974228
MY2001	JU1652	95657	2311847	0.958623
MY2001	JU1656	87609	2326356	0.962341
MY2001	JU1666	77314	2356850	0.967196
MY2001	JU1762	90203	2342790	0.961498
MY2001	JU1770	91185	2344831	0.961112
MY2001	JU1792	56216	2397176	0.976549
MY2001	JU1793	128178	2307997	0.944464
MY2001	JU1807	83328	2369547	0.964834
MY2001	JU1808	52738	2377343	0.977816
MY2001	JU1893	198472	290210	0.316109
MY2001	JU1896	88841	2338998	0.962017
MY2001	JU1920	127391	2306287	0.944764
MY2001	JU1922	125290	2299695	0.945519
MY2001	JU1924	86196	2316064	0.962783
MY2001	JU1929	125378	2300511	0.9455
MY2001	JU1934	65083	2382998	0.972689
MY2001	JU1960	88792	2332026	0.961925
MY2001	JU2001	96399	2310612	0.95828
MY2001	JU2007	78669	2363918	0.966721
MY2001	JU2016	76880	2343218	0.96719
MY2001	JU2017	97073	2320084	0.95816
MY2001	JU2106	106755	2332166	0.954225
MY2001	JU2131	74585	2352036	0.968289
MY2001	JU2139	120530	2260344	0.946676
MY2001	JU2141	63052	2377614	0.973481
MY2001	JU2151	85644	2320200	0.963088
MY2001	JU2234	82249	2370830	0.965308
MY2001	JU2250	67174	2373229	0.971695
MY2001	JU2257	61555	2395684	0.974306
MY2001	JU2287	61270	2395296	0.974421
MY2001	JU2316	153514	2237344	0.931386
MY2001	JU2460	66710	2374823	0.971909
MY2001	JU2461	153522	229558	0.331228
MY2001	JU2464	73572	2286723	0.967826
MY2001	JU2466	71466	2318735	0.969179
MY2001	JU2467	78474	2339821	0.966462
MY2001	JU2468	75651	2314465	0.967314
MY2001	JU2478	66821	2381553	0.971942
MY2001	JU2513	87874	2331737	0.962314
MY2001	JU2519	120284	2213002	0.945647
MY2001	JU2522	95256	2327415	0.959072
MY2001	JU2526	168933	2241942	0.924649
MY2001	JU2527	66722	2380259	0.971969
MY2001	JU2534	65076	2380717	0.972665
MY2001	JU2565	57004	2399566	0.976244
MY2001	JU2566	64906	2398064	0.972934
MY2001	JU2570	65209	2380690	0.972609
MY2001	JU2572	73145	2364167	0.969061
MY2001	JU2575	49950	2396393	0.979156
MY2001	JU2576	90085	2343984	0.961568
MY2001	JU2578	78112	2353312	0.966808
MY2001	JU258	131200	2267821	0.942147
MY2001	JU2581	87461	2305140	0.962058
MY2001	JU2586	101124	2322336	0.956456
MY2001	JU2587	107803	2268048	0.952469
MY2001	JU2592	60683	2350367	0.974181
MY2001	JU2593	88309	2312759	0.961817
MY2001	JU2600	88591	2346981	0.962253
MY2001	JU2604	126780	2305259	0.945004
MY2001	JU2605	121527	2280992	0.946722
MY2001	JU2610	90589	2345232	0.961373
MY2001	JU2611	66078	2387437	0.972323
MY2001	JU2619	84131	2157477	0.961005
MY2001	JU263	65948	2319360	0.971566
MY2001	JU2771	216813	312992	0.307289
MY2001	JU2800	75173	2352696	0.968048
MY2001	JU2802	72763	2335123	0.96884
MY2001	JU2811	112385	2301999	0.951179
MY2001	JU2825	80717	2335884	0.965445
MY2001	JU2828	85313	2292169	0.962781
MY2001	JU2829	89102	2329625	0.961753
MY2001	JU2830	86724	2316190	0.962557
MY2001	JU2838	108255	2332117	0.953581
MY2001	JU2841	84347	2348985	0.964092
MY2001	JU2853	64216	2393022	0.973165
MY2001	JU2860	66560	2388261	0.97213
MY2001	JU2862	74886	2378360	0.968514
MY2001	JU2866	103493	2321526	0.95542
MY2001	JU2878	103588	2337048	0.955676
MY2001	JU2879	126515	2295579	0.944888
MY2001	JU2906	67509	2373546	0.971558
MY2001	JU2907	65531	2381667	0.972485
MY2001	JU2908	65423	2377509	0.972483
MY2001	JU300	65748	2314398	0.971592
MY2001	JU310	70165	2365100	0.970333
MY2001	JU311	26071	2328752	0.988805
MY2001	JU312	27387	2374817	0.988468
MY2001	JU315	27144	2359830	0.988497
MY2001	JU319	23859	2295530	0.989606
MY2001	JU322	73427	2277729	0.967763
MY2001	JU323	78020	2326640	0.966467
MY2001	JU345	73272	2356610	0.968908
MY2001	JU346	74084	2361922	0.968634
MY2001	JU360	89470	2345362	0.961852
MY2001	JU361	57993	2321839	0.975023
MY2001	JU363	88458	2338610	0.962175
MY2001	JU367	61796	2373334	0.973962
MY2001	JU393	85341	2288770	0.962713
MY2001	JU394	75088	2366376	0.968269
MY2001	JU397	58402	2349553	0.975143
MY2001	JU400	70155	2306269	0.969581
MY2001	JU406	57763	2311283	0.975008
MY2001	JU440	66516	2375751	0.972002
MY2001	JU533	84454	2280205	0.962962
MY2001	JU561	84361	2320268	0.963642
MY2001	JU642	62520	2369272	0.973612
MY2001	JU751	96178	2287851	0.957961
MY2001	JU774	106059	2307072	0.954029
MY2001	JU775	143218	2308858	0.93797
MY2001	JU778	80757	2331197	0.965358
MY2001	JU782	138846	2306729	0.939808
MY2001	JU792	34675	2328238	0.985107
MY2001	JU830	87360	2268043	0.961482
MY2001	JU847	71484	2219741	0.967796
MY2001	KR314	83703	2304626	0.96368
MY2001	LKC34	79813	2347192	0.965996
MY2001	LSJ1	62153	2405129	0.974158
MY2001	MY1	93944	2335955	0.959783
MY2001	MY10	110573	2312525	0.952185
MY2001	MY16	110881	2290884	0.951599
MY2001	MY18	93885	2308277	0.959327
MY2004	AB1	104359	2828189	0.9631
MY2004	AB2	119684	2769723	0.956788
MY2004	AB3	108614	2661437	0.95919
MY2004	AB4	124119	2794287	0.955581
MY2004	BRC20067	86976	2654317	0.967232
MY2004	BRC20113	99455	2824725	0.964791
MY2004	BRC20231	186672	2703576	0.930954
MY2004	BRC20263	143990	2759979	0.947829
MY2004	CB4852	103608	2842732	0.963553
MY2004	CB4854	117307	2799172	0.958092
MY2004	CB4856	195099	2726767	0.92845
MY2004	CB4932	75450	2861488	0.973633
MY2004	CX11254	139641	2677738	0.947851
MY2004	CX11262	156313	2709814	0.942316
MY2004	CX11264	160443	2756947	0.941804
MY2004	CX11271	101500	2840400	0.964266
MY2004	CX11276	115736	2660984	0.956506
MY2004	CX11285	143206	2750223	0.947929
MY2004	CX11292	110230	2833466	0.961097
MY2004	CX11307	130794	2768127	0.95275
MY2004	CX11314	146623	2718988	0.946074
MY2004	CX11315	124982	2630860	0.952494
MY2004	DL200	97474	2729183	0.964285
MY2004	DL226	129608	2745844	0.952798
MY2004	DL238	207680	2719621	0.923636
MY2004	ECA189	182190	2675951	0.931916
MY2004	ECA190	187460	2701683	0.930614
MY2004	ECA191	329286	2627293	0.874667
MY2004	ECA192	177622	2641289	0.932752
MY2004	ECA193	186735	2697716	0.93078
MY2004	ECA243	106298	2857516	0.962801
MY2004	ECA245	116555	2680957	0.956525
